De	B-TEMPO_TEMPO_CALEND_INTERVALO
Janeiro	I-LOCAL_HUMANO_DIVISAO
.	O
À	O
fortificação	O
inicial	O
veio	O
se	O
juntar	O
a	O
Casa	O
do	O
Trem	O
,	O
destinada	O
à	O
guarda	O
do	O
``	O
trem	O
de	O
artilharia	O
''	O
,	O
conjunto	O
de	O
apetrechos	O
bélicos	O
usados	O
na	O
defesa	O
da	O
cidade	O
,	O
e	O
,	O
mais	B-TEMPO_TEMPO_CALEND_DATA
tarde	I-TEMPO_TEMPO_CALEND_DATA
,	O
o	O
Arsenal	O
de	O
Guerra	O
.	O
No	B-TEMPO_TEMPO_CALEND_DATA
início	I-TEMPO_TEMPO_CALEND_DATA
do	I-TEMPO_TEMPO_CALEND_DATA
século	I-TEMPO_TEMPO_CALEND_DATA
XX	I-TEMPO_TEMPO_CALEND_DATA
o	O
Arsenal	O
é	O
transferido	O
para	O
a	O
Ponta	B-LOCAL_HUMANO_DIVISAO
do	I-LOCAL_HUMANO_DIVISAO
Caju	O
,	O
abrindo	O
o	O
caminho	O
para	O
a	O
adaptação	O
do	O
conjunto	O
para	O
suas	O
novas	O
funções	O
:	O
Pavilhão	O
das	O
Grandes	B-LOCAL_FISICO_REGIAO
Indústrias	O
da	O
``	O
Exposição	O
Internacional	O
de	O
1922	O
``	O
.	O
Por	O
determinação	O
do	O
Presidente	O
Epitácio	O
Pessoa	O
,	O
o	O
Pavilhão	O
abrigou	O
,	O
em	O
duas	O
de	O
suas	O
salas	O
,	O
o	O
núcleo	O
inicial	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
.	O
Com	O
o	O
encerramento	O
da	O
Exposição	O
,	O
o	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
veio	O
ocupando	O
progressivamente	O
toda	O
a	O
área.	O
PATROCINADORES	O
Ministério	O
da	O
Cultura	O
Instituto	O
do	O
Patrimônio	O
Histórico	O
e	O
Artístico	O
Nacional	O
Associação	O
dos	O
Amigos	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
Banco	O
Nacional	O
de	O
Desenvolvimento	O
Econômico	O
e	O
Social	O
Caixa	O
Econômica	O
Federal	O
Holcim	O
(	O
Brasil	B-LOCAL_HUMANO_PAIS
)	O
S.	B-LOCAL_FISICO_OUTRO
A	O
.	O
Vitae	O
--	O
Recuperar	O
a	O
arquitetura	O
original	O
,	O
ampliar	O
espaços	O
destinados	O
ao	O
público	O
,	O
aprimorar	O
os	O
serviços	O
oferecidos	O
aos	O
visitantes	O
,	O
democratizar	O
o	O
acesso	O
dos	O
mais	O
diversos	O
segmentos	O
da	O
sociedade	O
e	O
viabilizar	O
uma	O
circulação	O
e	O
um	O
percurso	O
adequados	O
ao	O
discurso	O
museográfico	O
:	O
essas	O
foram	O
as	O
diretrizes	O
que	O
nortearam	O
o	O
``	O
Projeto	O
de	O
Restauração	O
e	O
Modernização	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
2003	O
-	O
2006	B-TEMPO_TEMPO_CALEND_DATA
``	O
,	O
concluído	O
em	B-TEMPO_TEMPO_CALEND_DATA
19	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
maio	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2006	I-TEMPO_TEMPO_CALEND_DATA
.	O
A	O
primeira	O
fase	O
das	O
obras	O
,	O
totalmente	O
financiada	O
pelo	O
Ministério	O
da	O
Cultura	O
num	O
total	O
de	O
R	O
$	O
1.980.000,00	O
,	O
foi	O
inaugurada	O
dia	O
9	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
setembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2004	I-TEMPO_TEMPO_CALEND_DATA
,	O
com	O
a	O
presença	O
do	O
Primeiro	O
Ministro	O
de	O
Portugal	B-LOCAL_HUMANO_PAIS
,	O
Pedro	O
Santana	O
Lopes	O
,	O
da	O
Ministra	O
da	O
Cultura	O
de	O
Portugal	B-LOCAL_HUMANO_PAIS
,	O
Maria	O
João	O
Bustorff	O
Silva	O
,	O
e	O
do	O
Ministro	O
de	O
Estado	B-LOCAL_HUMANO_PAIS
da	O
Cultura	O
,	O
Gilberto	O
Passos	O
Gil	B-LOCAL_HUMANO_CONSTRUCAO
Moreira	O
,	O
já	O
que	O
nesta	O
data	O
foi	O
aberta	O
a	O
exposição	O
internacional	O
«	O
Artes	O
Tradicionais	O
de	O
Portugal	O
»	O
,	O
promovida	O
pela	O
Fundação	O
Gulbenkian.	O
Iniciada	O
em	B-TEMPO_TEMPO_CALEND_DATA
dezembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2003	I-TEMPO_TEMPO_CALEND_DATA
,	O
a	O
primeira	O
fase	O
das	O
obras	O
incluiu	O
a	O
recuperação	O
de	O
uma	O
área	O
de	O
1.500	O
metros	O
quadrados	O
que	O
estavam	O
completamente	O
sem	O
uso	O
há	O
mais	O
de	O
trinta	O
anos	O
e	O
apresentavam	O
um	O
avançado	O
processo	O
de	O
deteriorização.	O
Nesse	B-TEMPO_TEMPO_CALEND_DATA
local	O
,	O
foram	O
instalados	O
os	O
novos	O
acessos	O
ao	O
circuito	O
de	O
exposições	O
(	O
escadas	O
rolantes	O
e	O
elevador	O
para	O
portadores	O
de	O
necessidades	O
especiais	O
)	O
e	O
os	O
espaços	O
para	O
atendimento	O
ao	O
público	O
-	O
guarda	O
volumes	O
,	O
cafeteria	O
,	O
sanitários	O
públicos	O
e	O
bilheteria	O
-	O
além	O
de	O
áreas	O
para	O
serviços	O
internos.	O
A	O
partir	O
da	O
assinatura	O
de	O
contrato	O
entre	O
o	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
,	O
a	O
Associação	O
dos	O
Amigos	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
e	O
a	O
Caixa	B-OBRA_REPRODUZIDA_FILME
Econômica	O
Federal	O
realizada	O
no	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
26	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
novembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2004	I-TEMPO_TEMPO_CALEND_DATA
,	O
foram	O
liberados	O
recursos	O
no	O
valor	O
de	O
R	O
$	O
1.900.000,00	O
para	O
o	O
início	O
da	O
segunda	O
fase	O
das	O
obras	O
ainda	O
em	B-TEMPO_TEMPO_CALEND_DATA
dezembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2005	I-TEMPO_TEMPO_CALEND_DATA
.	O
Nesse	B-TEMPO_TEMPO_CALEND_DATA
etapa	O
foi	O
desmontada	O
a	O
laje	O
construída	O
em	B-TEMPO_TEMPO_CALEND_DATA
1940	I-TEMPO_TEMPO_CALEND_DATA
,	O
quando	O
parte	O
do	O
conjunto	O
arquitetônico	O
era	O
utilizada	O
pelo	O
Ministério	O
da	O
Agricultura	O
,	O
para	O
abrigar	O
um	O
canteiro	O
de	O
experiências	O
agrícolas	O
e	O
que	O
gerava	O
no	O
pavimento	O
térreo	O
uma	O
área	O
de	O
insalubridade	O
que	O
comprometia	O
a	O
integridade	O
física	O
do	O
acervo	O
sob	O
a	O
guarda	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
.	O
Essa	O
obra	O
foi	O
fundamental	O
para	O
resgatar	O
a	O
arquitetura	O
original	O
de	O
1922	O
,	O
devolvendo	O
ao	O
público	O
um	O
belíssimo	O
pátio	O
interno	O
interligado	O
aos	O
Pátios	O
da	O
Minerva	O
e	O
dos	O
Canhões	O
e	O
um	O
espaço	O
nobre	O
para	O
exposições	O
,	O
além	O
de	O
permitir	O
que	O
parte	O
da	O
Reserva	O
Técnica	O
seja	O
vista	O
,	O
sem	O
prejudicar	O
a	O
segurança	O
do	O
acervo.	O
Com	O
uma	O
área	O
de	O
2.000	O
metros	O
,	O
o	O
novo	O
pátio	O
recebeu	O
o	O
nome	O
de	O
Gustavo	O
Barroso	O
,	O
numa	O
homenagem	O
ao	O
fundador	O
e	O
primeiro	O
diretor	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
.	O
Com	O
o	O
patrocínio	O
da	O
HOLCIM	O
(	O
Brasil	B-LOCAL_HUMANO_PAIS
)	O
S.	B-LOCAL_FISICO_OUTRO
A	O
.	O
foram	O
recuperados	O
1.000	O
metros	O
quadrados	O
de	O
galerias	O
voltadas	O
para	O
o	O
Pátio	O
Gustavo	O
Barroso	O
para	O
a	O
implantação	O
da	O
exposição	O
permanente	O
``	O
Do	O
Móvel	O
Ao	O
Automóvel	O
:	O
Transitando	O
pela	O
História	O
``	O
,	O
reunindo	O
a	O
preciosa	O
coleção	O
de	O
meios	O
de	O
transportes	O
terrestres	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
em	O
sua	O
totalidade	O
,	O
a	B-TEMPO_TEMPO_CALEND_DATA
partir	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
restauração	O
viabilizada	O
graças	O
a	O
Vitae	O
-	O
Apoio	O
à	O
Cultura	O
,	O
Educação	O
e	O
Promoção	O
Social	O
.	O
Com	O
recursos	O
do	O
Ministério	O
da	O
Cultura	O
foram	O
concluidas	O
as	O
obras	O
da	O
terceira	O
fase	O
do	O
«	O
Projeto	O
de	O
Restauração	O
e	O
Modernização	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
2003	O
-	O
2006	B-TEMPO_TEMPO_CALEND_DATA
``	O
com	O
o	O
objetivo	O
de	O
ampliar	O
o	O
auditório	O
,	O
visando	O
dobrar	O
a	O
capacidade	O
de	O
atendimento	O
de	O
cem	O
para	O
duzentos	O
lugares	O
e	O
,	O
possibilitando	O
a	O
um	O
maior	O
número	O
de	O
interessados	O
o	O
acesso	O
aos	O
cursos	O
e	O
seminários	O
promovidos	O
pelo	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
.	O
Ainda	O
com	O
recursos	O
do	O
Ministério	O
da	O
Cultura	O
,	O
o	O
Pátio	O
dos	O
Canhões	O
foi	O
reformado	O
,	O
contando	O
com	O
o	O
apoio	O
do	O
Arsenal	O
de	O
Guerra	O
do	O
Rio	B-LOCAL_HUMANO_DIVISAO
e	O
do	O
Instituto	O
Benjamin	O
Constant	O
para	O
a	O
confecção	O
das	O
novas	O
legendas	O
das	O
peças	O
expostas	O
,	O
inclusive	O
em	O
braille.	O
Com	O
o	O
patrocínio	O
do	O
Banco	O
Nacional	O
de	O
Desenvolvimento	O
Econômico	O
e	O
Social	O
,	O
essa	O
etapa	O
incluiu	O
,	O
ainda	O
,	O
a	O
recuperação	O
de	O
três	O
amplas	O
galerias	O
de	O
exposição	O
permanente	O
situadas	O
no	B-TEMPO_TEMPO_CALEND_DATA
segundo	O
andar	O
,	O
além	O
da	O
realização	O
de	O
obras	O
estruturais	O
no	B-TEMPO_TEMPO_CALEND_DATA
terceiro	I-TEMPO_TEMPO_CALEND_DATA
andar	O
,	O
onde	O
funciona	O
a	O
Administração	O
.	O
As	O
galerias	O
revitalizadas	O
com	O
os	O
recursos	O
do	O
BNDES	O
abrigam	O
o	O
multivídeo	O
panorâmico	O
``	O
A	O
Trajetória	O
de	O
um	O
museu	O
``	O
,	O
que	O
apresenta	O
o	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
ao	O
visitante	O
,	O
e	O
a	O
exposição	O
``	O
Oreretama	O
``	O
,	O
que	O
abre	O
pela	O
primeira	O
vez	O
no	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
um	O
espaço	O
permanente	O
dedicado	O
ao	O
índio	O
brasileiro.	O
``	O
Oreretama	O
»	O
apresenta	O
também	O
uma	O
ambientação	O
representando	O
uma	O
gruta	O
do	O
sítio	O
arqueológico	O
da	O
Serra	B-LOCAL_HUMANO_CONSTRUCAO
da	O
Capivara	O
e	O
os	O
sambaquis	O
do	O
litoral	O
,	O
incluindo	O
objetos	O
retirados	O
de	O
sítios	O
do	O
Estado	B-LOCAL_HUMANO_DIVISAO
do	I-LOCAL_HUMANO_DIVISAO
Rio	I-LOCAL_HUMANO_DIVISAO
de	I-LOCAL_HUMANO_DIVISAO
Janeiro	I-LOCAL_HUMANO_DIVISAO
.	O
Com	O
o	O
``	O
Projeto	O
de	O
Restauração	O
e	O
Modernização	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
2003	O
-	O
2006	B-TEMPO_TEMPO_CALEND_DATA
``	O
,	O
o	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
segue	O
a	O
tendência	O
mundial	O
dos	O
grandes	O
museus	O
nacionais	O
de	O
se	O
adequarem	O
às	B-TEMPO_TEMPO_CALEND_HORA
necessidades	O
impostas	O
pelo	O
aumento	O
do	O
fluxo	O
de	O
visitantes	O
e	O
à	O
valorização	O
das	O
instituições	O
culturais	O
nesse	O
novo	O
milênio	B-TEMPO_TEMPO_CALEND_DATA
.	O
A	O
solenidade	O
do	O
término	O
das	O
obras	O
do	O
``	O
Projeto	O
de	O
Restauração	O
e	O
Modernização	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
2003	O
-	O
2006	B-TEMPO_TEMPO_CALEND_DATA
``	O
foi	O
realizada	O
no	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
19	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
maio	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2006	I-TEMPO_TEMPO_CALEND_DATA
,	O
no	O
âmbito	O
das	O
comemorações	O
do	O
Dia	O
Internacional	O
de	O
Museus	O
,	O
com	O
a	O
presença	O
do	O
Ministro	O
de	O
Estado	B-LOCAL_HUMANO_PAIS
da	O
Cultura	O
,	O
Gilberto	O
Passos	O
Gil	B-LOCAL_HUMANO_CONSTRUCAO
Moreira	O
.	O
ARQUIVO	O
HISTÓRICO	O
O	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
oferece	O
ao	O
público	O
Arquivo	O
Histórico	O
,	O
com	O
50.000	O
documentos	O
iconográficos	O
e	O
manuscritos	O
sobre	O
a	O
história	O
do	O
Brasil	B-LOCAL_HUMANO_PAIS
,	O
e	O
Biblioteca	B-LOCAL_HUMANO_CONSTRUCAO
com	O
57.000	O
obras	O
versando	O
sobre	O
história	O
,	O
história	O
da	O
arte	O
,	O
museologia	O
,	O
heraldica	O
,	O
numismática	O
,	O
genealogia	O
e	O
moda.	O
Oferece	O
,	O
ainda	O
,	O
o	O
Centro	B-LOCAL_HUMANO_CONSTRUCAO
de	I-LOCAL_HUMANO_CONSTRUCAO
Referência	O
Luso-Brasileiro	O
,	O
ligado	O
ao	O
Arquivo	O
Histórico	O
e	O
criado	O
em	B-TEMPO_TEMPO_CALEND_DATA
1998	I-TEMPO_TEMPO_CALEND_DATA
,	O
no	O
âmbito	O
das	O
comemorações	O
dos	O
500	O
anos	O
da	O
chegada	O
dos	O
portugueses	O
ao	O
Brasil	B-LOCAL_HUMANO_PAIS
.	O
O	O
Arquivo	O
pode	O
ser	O
consultado	O
de	O
segunda	B-TEMPO_TEMPO_CALEND_DATA
a	O
sexta-feira	B-TEMPO_TEMPO_CALEND_DATA
,	O
das	O
10h	B-TEMPO_TEMPO_CALEND_HORA
às	B-TEMPO_TEMPO_CALEND_HORA
16h30m	O
,	O
mediante	O
agendamento	O
prévio	O
através	O
do	O
telefone	O
(	O
0xx21	O
)	O
2550-9268.	O
O	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
mantém	O
,	O
ainda	O
,	O
Arquivo	O
Institucional	O
sobre	O
a	O
trajetória	O
do	O
próprio	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
Histórico	O
Nacional	O
,	O
com	O
documentos	O
,	O
fotografias	O
,	O
impressos	O
,	O
recortes	O
de	O
jornal	O
,	O
etc.	O
As	O
fotos	O
utilizadas	O
para	O
ilustrar	O
o	O
item	O
``	O
ARQUITETURA	O
E	O
HISTÓRIA	O
``	O
integram	O
este	B-TEMPO_TEMPO_CALEND_DATA
acervo.	O
O	O
Arquivo	O
Institucional	O
é	O
aberto	O
a	O
consultas	O
,	O
mediante	O
agendamento	O
prévio	O
através	O
do	O
telefone	O
21-25509265.	O
Retrato	O
do	O
Imperador	O
D.	O
Pedro	O
II	O
Fotografia	O
Francisco	O
Pesce	O
,	O
1888	B-TEMPO_TEMPO_CALEND_DATA
O	O
Arquivo	O
Histórico	O
reúne	O
importantes	O
documentos	O
manuscritos	O
e	O
iconográficos	O
referentes	O
à	O
nossa	O
história	O
e	O
divididos	O
em	O
coleções	O
,	O
como	O
a	O
``	O
Coleção	O
Família	O
Imperial	O
``	O
,	O
compreendendo	O
1.445	O
documentos	O
de	O
diversas	O
procedências	O
,	O
relacionados	O
aos	O
Imperadores	O
D.	O
Pedro	O
I	B-LOCAL_HUMANO_RUA
e	O
D.	O
Pedro	O
II	B-OBRA_REPRODUZIDA_LIVRO
e	O
respectivos	O
familiares.	O
São	O
gravuras	O
e	O
álbuns	O
de	O
fotografias	O
com	O
retratos	O
da	O
realeza	O
e	O
nobreza	O
da	O
época	O
,	O
vistas	O
de	O
cidades	O
brasileiras	O
e	O
estrangeiras	O
e	O
documentos	O
pessoais	O
,	O
como	O
os	O
exercícios	O
de	O
caligrafia	O
de	O
D.	O
Pedro	O
II	O
;	O
de	O
correspondência	O
entre	O
membros	O
da	O
família	O
imperial	O
e	O
outros	O
,	O
além	O
de	O
homenagens	O
como	O
poesias	O
,	O
sonetos	O
,	O
hinos	O
ou	O
músicas	O
dedicados	O
a	O
membros	O
da	O
família.	O
Ântonio	O
Carlos	B-LOCAL_HUMANO_CONSTRUCAO
Gomes	O
Il	O
Guarany	O
Folha	O
de	O
rosto	O
da	O
Partitura	O
O	O
Arquivo	O
Histórico	O
preserva	O
,	O
ainda	O
,	O
importante	O
coleção	O
referente	O
ao	O
compositor	O
brasileiro	O
Ântonio	O
Carlos	B-LOCAL_HUMANO_CONSTRUCAO
Gomes	O
,	O
que	O
inclui	O
o	O
primeiro	O
volume	O
da	O
partitura	O
original	O
de	O
um	O
de	O
seus	O
primeiros	O
trabalhos	O
,	O
a	O
ópera	O
``	O
Joana	O
de	O
Flandres	O
``	O
.	O
Formada	O
a	O
partir	O
de	O
diversas	O
doações	O
,	O
a	O
coleção	O
reúne	O
216	O
documentos	O
,	O
entre	O
desenhos	O
de	O
cenários	O
,	O
cartas	O
,	O
fotografias	O
,	O
partituras	O
originais	O
e	O
libretos	O
de	O
algumas	O
obras	O
como	O
``	O
Condor	O
``	O
,	O
``	O
Morena	O
``	O
e	O
``	O
Colombo	O
``	O
,	O
preciosos	O
para	O
uma	O
melhor	O
compreensão	O
do	O
trabalho	O
de	O
Carlos	B-LOCAL_HUMANO_CONSTRUCAO
Gomes	O
,	O
cuja	O
obra	O
de	O
maior	O
sucesso	O
,	O
``	O
O	O
Guarani	O
``	O
,	O
estreou	O
no	O
Teatro	B-LOCAL_HUMANO_CONSTRUCAO
Scala	O
de	O
Milão	O
em	O
1870	B-TEMPO_TEMPO_CALEND_INTERVALO
,	O
sendo	O
encenada	O
em	O
diversos	O
países.	O
A	O
Coleção	O
Eusébio	O
de	O
Queirós	O
engloba	O
350	O
documentos	O
,	O
sobretudo	O
correspondências	O
trocadas	O
entre	O
políticos	O
e	O
seus	O
familiares	O
,	O
versando	O
,	O
principalmente	O
,	O
sobre	O
a	O
repressão	O
ao	O
tráfico	O
negreiro	O
e	O
temas	O
políticos	O
e	O
judiciais.	O
Magistrado	O
e	O
político	O
brasileiro	O
,	O
nascido	O
em	O
Angola	B-LOCAL_HUMANO_PAIS
em	O
1812	B-TEMPO_TEMPO_CALEND_DATA
,	O
Eusébio	O
de	O
Queirós	O
Coutinho	O
Matoso	O
da	O
Câmara	O
exerceu	O
o	O
cargo	O
de	O
Ministro	O
da	O
Justiça	B-LOCAL_VIRTUAL_OUTRO
de	I-LOCAL_VIRTUAL_OUTRO
1848	O
a	O
1852	O
,	O
destacando-se	O
como	O
autor	O
de	O
duas	O
importantes	O
leis	O
do	O
Império	O
:	O
a	O
lei	O
556	O
,	O
que	O
criava	O
o	O
Código	O
Comercial	B-LOCAL_HUMANO_CONSTRUCAO
,	O
e	O
o	O
decreto	O
708	O
,	O
que	O
estabelecia	O
medidas	O
para	O
a	O
repressão	O
ao	O
tráfico	O
de	O
africanos.	O
Missão	O
Salesiana	O
em	O
Mato	O
Grosso	O
,	O
1908	B-TEMPO_TEMPO_CALEND_DATA
Meninas	B-OBRA_ARTE_PINTURA
bororos	O
freqüentam	O
a	O
escola	O
Documentação	O
pessoal	O
,	O
álbuns	O
de	O
fotografias	O
e	O
documentos	O
cartográficos	O
compõem	O
a	O
``	O
Coleção	O
Miguel	O
Calmon	B-LOCAL_HUMANO_RUA
Du	O
Pin	O
e	O
Almeida	O
``	O
,	O
engenheiro	O
e	O
político	O
brasileiro	O
,	O
que	O
ocupou	O
o	O
cargo	O
de	O
Ministro	O
de	O
Viação	O
e	O
Obras	O
Públicas	O
no	O
Governo	O
Afonso	O
Pena	O
,	O
entre	O
1906	B-TEMPO_TEMPO_CALEND_DATA
e	O
1909	B-TEMPO_TEMPO_CALEND_DATA
e	O
de	O
Ministro	O
da	O
Agricultura	O
no	O
mandato	O
de	O
Artur	O
Bernardes	O
,	O
de	O
1922	O
a	O
1926	O
.	O
As	O
fotografias	O
documentam	O
as	O
principais	O
obras	O
que	O
significaram	O
a	O
incorporação	O
dos	O
ideais	O
de	O
progresso	O
e	O
modernização	O
pelo	O
Brasil	B-LOCAL_HUMANO_PAIS
no	B-TEMPO_TEMPO_CALEND_DATA
começo	O
do	O
século	B-TEMPO_TEMPO_CALEND_DATA
XX	I-TEMPO_TEMPO_CALEND_DATA
,	O
assim	O
como	O
as	O
diversas	O
áreas	O
indígenas	O
encontradas	O
ao	O
longo	O
deste	B-TEMPO_TEMPO_CALEND_DATA
trabalho.	O
Aquarelas	O
de	O
Sophia	O
Jobim	O
para	O
Ilustrar	O
suas	O
aulas	O
de	O
indumentária	O
A	O
moda	O
também	O
faz	O
parte	O
do	O
Arquivo	O
Histórico	O
.	O
Quem	O
pesquisa	O
a	O
indumentária	O
civil	O
e	O
militar	O
não	O
pode	O
deixar	O
de	O
consultar	O
as	O
coleções	O
``	O
Sophia	O
Jobim	O
Magno	O
de	O
Carvalho	O
``	O
e	O
``	O
Uniformes	O
Militares	O
``	O
.	O
Museóloga	O
e	O
desenhista	O
,	O
Sophia	O
Jobim	O
lecionava	O
na	O
Escola	O
Nacional	O
de	O
Belas	O
Artes	O
a	O
disciplina	O
de	O
Indumentária	O
Histórica	O
.	O
Através	O
de	O
suas	O
constantes	O
viagens	O
pelo	O
mundo	O
,	O
colecionou	O
um	O
vasto	O
acervo	O
de	O
trajes	O
típicos	O
,	O
fundando	O
,	O
em	B-TEMPO_TEMPO_CALEND_DATA
1960	I-TEMPO_TEMPO_CALEND_DATA
,	O
o	O
primeiro	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
de	I-LOCAL_HUMANO_CONSTRUCAO
Indumentária	O
Histórica	O
e	O
Antigüidades	O
da	O
América	B-LOCAL_HUMANO_REGIAO
Latina	O
em	O
sua	O
residência	O
no	O
bairro	O
carioca	O
de	O
Santa	B-LOCAL_HUMANO_CONSTRUCAO
Teresa	O
.	O
Toda	O
a	O
coleção	O
Sophia	O
Jobim	O
é	O
doada	O
ao	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
após	O
a	O
sua	O
morte.	O
Os	O
trajes	O
típicos	O
são	O
preservados	O
na	O
Reserva	O
Técnica	O
,	O
os	O
livros	O
na	O
Biblioteca	B-LOCAL_HUMANO_CONSTRUCAO
e	O
os	O
1.124	O
documentos	O
textuais	O
e	O
iconográficos	O
,	O
inclusive	O
livros	O
de	O
receitas	O
de	O
pratos	O
regionais	O
e	O
álbuns	O
de	O
fotografia	O
de	O
eventos	O
relacionados	O
à	O
trajetória	O
da	O
titular	O
da	O
coleção	O
,	O
estão	O
à	O
disposição	O
do	O
pesquisador	O
no	O
Arquivo	O
Histórico	O
.	O
Já	O
a	O
coleção	O
de	O
uniformes	O
militares	O
é	O
composta	O
por	O
836	O
documentos	O
iconográficos	O
,	O
dos	O
quais	O
destacam-se	O
228	O
aquarelas	O
de	O
autoria	O
de	O
José	O
Wasth	O
Rodrigues	O
;	O
álbuns	O
de	O
aquarelas	O
,	O
do	O
século	O
XVIII	O
,	O
de	O
uniformes	O
militares	O
do	O
período	B-TEMPO_TEMPO_CALEND_DATA
colonial	O
e	O
de	O
desenhos	O
copiados	O
de	O
modelos	O
de	O
uniformes	O
existentes	O
no	O
Arquivo	O
Histórico	O
e	O
Colonial	O
de	O
Lisboa	B-LOCAL_HUMANO_DIVISAO
.	O
O	O
valor	O
documental	O
destas	O
obras	O
reside	O
na	O
constituição	O
dos	O
traços	O
da	O
indumentária	O
militar	O
brasileira	O
,	O
do	O
período	B-TEMPO_TEMPO_CALEND_DATA
colonial	O
ao	O
republicano	O
,	O
tornando-se	O
fonte	O
de	O
consulta	O
obrigatória	O
com	O
relação	O
a	O
este	B-TEMPO_TEMPO_CALEND_DATA
tema.	O
Juan	O
Gutierrez	O
Documentou	O
a	O
Revolta	O
da	O
Armada	O
(	O
1893/94	O
)	O
Cerca	O
de	O
10.200	O
fotografias	O
,	O
entre	O
as	O
quais	O
os	O
primeiros	O
processos	O
fotográficos	O
,	O
como	O
daguerreótipos	O
e	O
ambrotipos	O
,	O
integram	O
o	O
acervo	O
do	O
Arquivo	O
Histórico	O
.	O
São	O
fotografias	O
de	O
Marc	O
Ferrez	O
e	O
Augusto	O
Malta	B-LOCAL_HUMANO_PAIS
,	O
além	O
de	O
cartões	O
postais	O
de	O
diversas	O
épocas.	O
Destaque	O
para	O
a	O
``	O
Coleção	O
Juan	O
Gutierrez	O
``	O
.	O
Fotógrafo	O
espanhol	O
,	O
Gutierrez	O
atuou	O
no	O
Rio	B-LOCAL_HUMANO_DIVISAO
de	I-LOCAL_HUMANO_DIVISAO
Janeiro	I-LOCAL_HUMANO_DIVISAO
entre	O
1880	B-TEMPO_TEMPO_CALEND_DATA
e	O
1890	O
.	O
Documentou	O
a	O
Revolta	O
da	O
Armada	O
(	O
1893/94	O
)	O
,	O
retratando	O
as	O
fortificações	O
,	O
os	O
soldados	O
e	O
o	O
armamento	O
utilizado	O
sem	O
,	O
contudo	O
,	O
apresentar	O
cenas	O
do	O
embate.	O
Suas	O
lentes	O
captaram	O
,	O
ainda	O
,	O
vistas	O
de	O
vários	O
bairros	O
da	O
antiga	O
cidade	O
do	O
Rio	B-LOCAL_HUMANO_DIVISAO
de	I-LOCAL_HUMANO_DIVISAO
Janeiro	I-LOCAL_HUMANO_DIVISAO
,	O
reproduzindo	O
sua	O
arquitetura	O
e	O
seu	O
cotidiano.	O
Conheça	O
toda	O
a	O
coleção	O
de	O
fotografias	O
de	O
Gutierrez	O
em	O
nossa	O
