COISAS	B-OUTRO
europeu	O
no	O
hemiciclo	O
de	O
Estrasburgo	B-LOCAL
.	O
A	O
cerimónia	O
de	O
proclamação	O
foi	O
interrompida	O
em	O
diversas	O
ocasiões	O
por	O
uma	O
minoria	O
de	O
deputados	O
que	O
protestaram	O
nas	O
últimas	O
bancadas	O
do	O
hemiciclo	O
,	O
exigindo	O
a	O
realização	O
de	O
um	O
referendo	O
ao	O
Tratado	B-OBRA
de	I-OBRA
Lisboa	I-OBRA
.	O
Os	O
protestos	O
foram	O
calados	O
pelos	O
aplausos	O
da	O
maioria	O
dos	O
eurodeputados	O
e	O
pelo	O
próprio	O
Presidente	B-PESSOA
do	O
Conselho	B-ORGANIZACAO
,	O
no	O
início	O
do	O
seu	O
discurso	O
:	O
''	O
Por	O
mais	O
que	O
muitos	O
gritem	O
tentando	O
impedir	O
os	O
outros	O
de	O
falar	O
,	O
esta	O
é	O
uma	O
data	O
fundamental	O
da	O
história	O
europeia	O
''	O
,	O
afirmou	O
José	B-PESSOA
SÓCRATES	I-PESSOA
.	O
O	O
líder	B-PESSOA
do	I-PESSOA
PPE/DE	I-PESSOA
,	O
Joseph	B-PESSOA
DAUL	I-PESSOA
,	O
criticou	O
os	O
protestos	O
,	O
afirmando	O
que	O
o	O
PE	B-ORGANIZACAO
é	O
''	O
um	O
hemiciclo	O
onde	O
reina	O
a	O
democracia	O
''	O
não	O
sendo	O
,	O
por	O
isso	O
,	O
''	O
digno	O
actuar	O
desta	O
maneira	O
''	O
.	O
No	O
mesmo	O
registo	O
,	O
Martin	B-PESSOA
SCHULZ	I-PESSOA
(	O
PSE	B-ORGANIZACAO
,	O
DE	B-ORGANIZACAO
)	O
,	O
líder	B-PESSOA
do	I-PESSOA
PSE	I-PESSOA
,	O
recordou	O
que	O
,	O
na	O
República	B-ACONTECIMENTO
de	I-ACONTECIMENTO
Weimar	I-ACONTECIMENTO
,	O
se	O
queria	O
acabar	O
com	O
os	O
inimigos	O
em	O
forma	O
de	O
coro	O
e	O
quem	O
dirigia	O
esse	O
coro	O
era	O
Hitler	B-PESSOA
''	O
.	O
Do	O
grupo	O
ALDE	B-ORGANIZACAO
,	O
Graham	B-PESSOA
WATSON	I-PESSOA
lançou	O
uma	O
petição	O
para	O
que	O
a	O
Presidência	B-PESSOA
do	O
PE	B-ORGANIZACAO
use	O
os	O
poderes	O
que	O
lhe	O
confere	O
o	O
regimento	O
''	O
para	O
mandar	O
embora	O
um	O
deputado	O
que	O
se	O
comporte	O
de	O
maneira	O
indigna	O
''	O
:	O
''	O
Uma	O
atitude	O
como	O
esta	O
não	O
se	O
pode	O
tolerar	O
e	O
traz-nos	O
o	O
pior	O
de	O
um	O
estádio	O
de	O
futebol	O
''	O
,	O
afirmou	O
.	O
Francis	B-PESSOA
WURTZ	I-PESSOA
,	O
da	O
CEUE/EVN	B-ORGANIZACAO
,	O
condenou	O
''	O
de	O
maneira	O
absoluta	O
as	O
declarações	O
antieuropeias	O
e	O
indignas	O
''	O
que	O
se	O
ouviram	O
no	O
hemiciclo	O
:	O
''	O
O	O
meu	O
grupo	O
está	O
a	O
favor	O
de	O
um	O
referendo	O
,	O
mas	O
opõe-se	O
a	O
acções	O
como	O
esta	O
''	O
,	O
afirmou	O
.	O
Também	O
o	O
co-presidente	B-PESSOA
dos	I-PESSOA
Verdes/ALE	I-PESSOA
,	O
Daniel	B-PESSOA
COHN-BENDIT	I-PESSOA
,	O
se	O
mostrou	O
''	O
consternado	O
''	O
com	O
o	O
ocorrido	O
,	O
mas	O
pediu	O
que	O
não	O
se	O
dramatize	O
a	O
situação	O
:	O
''	O
Há	O
50	B-VALOR
loucos	O
mas	O
há	O
700	B-VALOR
sãos	O
''	O
;	O
''	O
não	O
peçamos	O
a	O
expulsão	O
destes	O
loucos	O
porque	O
um	O
Parlamento	B-ORGANIZACAO
livre	O
é	O
aquele	O
que	O
aguenta	O
os	O
loucos	O
que	O
lhe	O
são	O
desagradáveis	O
''	O
.	O
Da	O
mesma	O
forma	O
,	O
para	O
Brian	B-PESSOA
CROWLEY	I-PESSOA
,	O
da	O
UEN	B-ORGANIZACAO
,	O
o	O
ocorrido	O
''	O
superou	O
o	O
permissível	O
''	O
.	O
Do	O
grupo	O
IND/DEM	B-ORGANIZACAO
,	O
Jens-Peter	B-PESSOA
BONDE	I-PESSOA
assinalou	O
que	O
,	O
pessoalmente	O
,	O
não	O
participou	O
nos	O
protestos	O
mas	O
que	O
vestiu	O
a	O
camisola	O
com	O
a	O
referência	O
à	O
realização	O
de	O
um	O
referendo	O
,	O
que	O
faz	O
parte	O
da	O
vida	O
democrática	O
.	O
Consultar	O
http	O
:	O
//www.eu2007.pt/UE/vPT/Noticias_Documentos/20071212DiscursoPM.htm	O
Discurso	O
de	O
José	B-PESSOA
Sócrates	I-PESSOA
na	O
cerimónia	O
de	O
Proclamação	B-ACONTECIMENTO
da	I-ACONTECIMENTO
Carta	I-ACONTECIMENTO
dos	I-ACONTECIMENTO
Direitos	I-ACONTECIMENTO
Fundamentais	I-ACONTECIMENTO
Primeiro	O
bebé	O
de	B-TEMPO
2008	I-TEMPO
nasceu	O
em	O
Lisboa	B-LOCAL
às	B-TEMPO
00:00:30	I-TEMPO
segundos	I-TEMPO
O	O
provável	O
primeiro	O
bebé	O
português	O
do	B-TEMPO
ano	I-TEMPO
é	O
do	O
sexo	O
masculino	O
e	O
nasceu	O
aos	B-TEMPO
30	I-TEMPO
segundos	I-TEMPO
de	B-TEMPO
hoje	I-TEMPO
na	O
Maternidade	B-LOCAL
Alfredo	I-LOCAL
da	I-LOCAL
Costa	I-LOCAL
,	O
em	O
Lisboa	B-LOCAL
,	O
disse	O
à	O
agência	O
Lusa	B-PESSOA
uma	O
fonte	O
daquele	O
hospital	O
.	O
Com	O
3,520	B-VALOR
quilos	I-VALOR
,	O
o	O
bebé	O
nasceu	O
de	O
parto	O
normal	O
e	O
encontra-se	O
bem	O
,	O
tal	O
como	O
a	O
sua	O
mãe	O
,	O
Mariana	B-PESSOA
,	O
de	O
16	B-VALOR
anos	I-VALOR
.	O
O	O
provável	O
segundo	O
bebé	O
do	B-TEMPO
ano	I-TEMPO
nasceu	O
no	O
Hospital	B-LOCAL
de	I-LOCAL
São	I-LOCAL
João	I-LOCAL
,	O
no	O
Porto	B-LOCAL
ao	B-TEMPO
primeiro	I-TEMPO
minuto	I-TEMPO
do	I-TEMPO
dia	I-TEMPO
,	O
de	O
parto	O
normal	O
.	O
Chama-se	O
Francisco	B-ABSTRACCAO
e	O
é	O
o	O
terceiro	O
filho	O
de	O
um	O
casal	O
residente	O
no	O
Porto	B-LOCAL
,	O
disse	O
à	O
Lusa	B-PESSOA
fonte	O
hospitalar	O
.	O
Ao	B-TEMPO
quinto	I-TEMPO
minuto	I-TEMPO
do	I-TEMPO
dia	I-TEMPO
,	O
novamente	O
na	O
Maternidade	B-LOCAL
Alfredo	I-LOCAL
da	I-LOCAL
Costa	I-LOCAL
,	O
em	O
Lisboa	B-LOCAL
,	O
nasceu	O
um	O
rapaz	O
,	O
de	O
parto	O
assistido	O
por	O
ventosa	O
,	O
com	O
3,360	B-VALOR
quilos	I-VALOR
.	O
O	O
bebé	O
encontra-se	O
bem	O
,	O
tal	O
como	O
a	O
mãe	O
,	O
Cristina	B-PESSOA
,	O
de	O
30	B-VALOR
anos	I-VALOR
,	O
disse	O
à	O
Lusa	B-PESSOA
a	O
fonte	O
do	O
hospital	O
.	O
Tour	B-ACONTECIMENTO
:	O
Procura-se	O
candidato	O
PAULINHO	B-PESSOA
EM	O
PROVA	O
DESFALCADA	O
DE	O
VEDETAS	O
Pelo	O
segundo	O
ano	O
consecutivo	O
e	O
após	B-TEMPO
a	I-TEMPO
era	I-TEMPO
de	O
Lance	B-PESSOA
Armstrong	I-PESSOA
,	O
o	O
Tour	B-PESSOA
está	O
desfalcado	O
de	O
grandes	O
candidatos	O
à	O
vitória	O
.	O
Sem	O
a	O
presença	O
do	O
norte-americano	O
,	O
do	O
alemão	O
Jan	B-PESSOA
Ullrich	I-PESSOA
e	O
do	O
italiano	O
Ivan	B-PESSOA
Basso	I-PESSOA
,	O
e	O
até	O
de	O
outro	O
transalpino	O
,	O
Alessandro	B-PESSOA
Petacchi	I-PESSOA
,	O
a	O
«	O
Grand	B-ACONTECIMENTO
Boucle	I-ACONTECIMENTO
»	O
inicia-se	O
amanhã	B-TEMPO
em	O
Londres	B-LOCAL
sem	O
grandes	O
expectativas	O
.	O
Procura-se	O
candidato	O
,	O
é	O
este	O
o	O
ponto	O
fulcral	O
da	O
prova	O
,	O
que	O
também	O
não	O
terá	O
o	O
dorsal	O
n.º	O
1	B-OUTRO
.	O
Ainda	O
está	O
por	O
definir	O
quem	O
será	O
declarado	O
vencedor	O
de	B-TEMPO
2006	I-TEMPO
,	O
depois	O
do	O
caso	O
de	O
doping	O
de	O
Floyd	B-PESSOA
Landis	I-PESSOA
.	O
Daí	O
a	O
organização	O
ter	O
decidido	O
suspender	O
os	O
dorsais	O
entre	O
o	O
1	B-OUTRO
e	O
o	O
1	B-OUTRO
,	O
começando	O
o	O
Tour	B-ACONTECIMENTO
no	O
11	B-OUTRO
.	O
Face	O
então	O
às	O
ausências	O
de	O
vulto	O
acima	O
referidas	O
,	O
todas	O
devido	O
a	O
ligações	O
ao	O
doping	O
--	O
à	O
excepção	O
naturalmente	O
de	O
Armstrong	B-PESSOA
,	O
que	O
se	O
retirou	O
após	O
a	O
sétima	O
vitória	O
em	B-TEMPO
2005	I-TEMPO
--	O
,	O
três	O
ou	O
quatro	O
nomes	O
surgem	O
ainda	O
assim	O
mais	O
destacados	O
na	O
corrida	O
pela	O
vitória	O
.	O
São	O
eles	O
o	O
cazaque	O
Alexandre	B-PESSOA
Vinokourov	I-PESSOA
(	O
Astana	B-PESSOA
)	O
,	O
os	O
espanhóis	O
Alberto	B-PESSOA
Contador	I-PESSOA
(	O
Discovery	B-PESSOA
)	O
e	O
Alejandro	B-PESSOA
Valverde	I-PESSOA
(	O
Caisse	B-PESSOA
)	O
,	O
e	O
o	O
norte-americano	O
Levy	B-PESSOA
Leipheimer	I-PESSOA
(	O
Discovery	B-PESSOA
)	O
.	O
Nós	O
,	O
portugueses	O
,	O
teremos	O
em	O
atenção	O
a	O
estreia	O
de	O
Sérgio	B-PESSOA
Paulinho	I-PESSOA
.	O
Cinco	O
mil	O
polícias	O
Cerca	B-VALOR
de	I-VALOR
5	I-VALOR
mil	I-VALOR
polícias	O
foram	O
destacados	O
para	O
estarem	O
de	O
serviço	O
em	O
Londres	B-LOCAL
por	O
ocasião	O
da	O
passagem	O
do	O
Tour	B-PESSOA
por	O
Inglaterra	B-LOCAL
.	O
A	O
segurança	O
foi	O
reforçada	O
depois	O
dos	O
atentados	O
terroristas	O
verificados	O
a	B-TEMPO
semana	I-TEMPO
passada	I-TEMPO
na	O
capital	O
inglesa	O
e	O
em	O
Glasgow	B-LOCAL
.	O
E	O
,	O
para	O
além	O
do	O
Tour	B-ACONTECIMENTO
,	O
há	O
ainda	O
o	O
Torneio	B-ACONTECIMENTO
de	I-ACONTECIMENTO
Ténis	I-ACONTECIMENTO
de	O
Wimbledon	B-LOCAL
,	O
e	O
o	O
GP	B-ACONTECIMENTO
de	I-ACONTECIMENTO
F1	I-ACONTECIMENTO
de	O
Silverstone	B-LOCAL
.	O
HEIDEGGER	B-PESSOA
e	O
o	O
4-4-2	O
:	O
Foi	O
,	O
ontem	B-TEMPO
,	O
apresentado	O
o	O
livro	O
«	O
Liderança	B-OBRA
-	I-OBRA
As	I-OBRA
Lições	I-OBRA
de	I-OBRA
José	I-OBRA
Mourinho	I-OBRA
»	O
de	O
Luís	B-PESSOA
Lourenço	I-PESSOA
,	O
baseado	O
na	O
sua	O
tese	O
de	O
mestrado	O
.	O
Segundo	O
o	O
autor	O
,	O
José	B-PESSOA
Mourinho	I-PESSOA
''	O
é	O
diferente	O
por	O
partir	O
de	O
um	O
novo	O
paradigma	O
de	O
pensamento	O
,	O
preconizado	O
por	O
Heidegger	B-PESSOA
ou	O
Morin	B-PESSOA
,	O
por	O
exemplo	O
,	O
e	O
o	O
operacionalizar	O
.	O
Trata-se	O
de	O
um	O
novo	O
olhar	O
para	O
o	O
Todo	B-ABSTRACCAO
,	O
que	O
põe	O
de	O
parte	O
a	O
divisão	O
e	O
análise	O
das	O
partes	O
e	O
o	O
pensamento	O
cartesiano	O
de	B-TEMPO
há	I-TEMPO
quatro	I-TEMPO
séculos	I-TEMPO
''	O
.	O
Cada	O
vez	O
que	O
leio	O
isto	O
(	O
e	O
faço-o	O
várias	B-TEMPO
vezes	I-TEMPO
ao	I-TEMPO
dia	I-TEMPO
,	O
na	O
esperança	O
de	O
o	O
vir	O
a	O
compreender	O
)	O
,	O
gosto	O
de	O
imaginar	O
a	O
seguinte	O
conversa	O
entre	O
dois	O
adeptos	O
,	O
à	O
saída	O
de	O
Stanford	B-LOCAL
Bridge	I-LOCAL
:	O
-	O
Eh	O
pá	O
,	O
o	O
Chelsea	B-PESSOA
não	O
merecia	O
ter	O
empatado	O
este	O
jogo	O
.	O
-	O
Pois	O
não	O
.	O
Mas	O
a	O
primeira	O
parte	O
foi	O
tão	O
má	O
que	O
parecia	O
que	O
o	O
Mourinho	B-PESSOA
não	O
tinha	O
lido	O
«	O
O	B-OBRA
Ser	I-OBRA
e	I-OBRA
o	I-OBRA
Tempo	I-OBRA
»	O
.	O
-	O
Quantas	O
vezes	O
é	O
que	O
o	O
Heidegger	B-PESSOA
avisou	O
que	O
o	O
4-4-2	O
só	O
resulta	O
se	O
o	O
trinco	O
compensar	O
a	O
subida	O
dos	O
laterais	O
?	O
-	O
Exacto	O
.	O
Meu	O
amigo	O
,	O
se	O
é	O
para	O
ver	O
a	O
nossa	O
equipa	O
voltar	O
ao	O
pensamento	O
cartesiano	O
,	O
não	O
contes	O
mais	O
comigo	O
para	O
vir	O
ao	O
estádio	O
.	O
-	O
Calma	O
.	O
Também	O
tens	O
que	O
perceber	O
que	O
estava	O
nevoeiro	O
.	O
Se	O
calhar	O
,	O
por	O
isso	O
é	O
que	O
,	O
durante	O
a	O
primeira	O
parte	O
,	O
o	O
Mourinho	B-PESSOA
não	O
conseguiu	O
ver	O
o	O
Todo	B-ABSTRACCAO
.	O
NOME	O
:	O
COLETIVOS	O
,	O
SENHA	O
:	O
COLABORAÇÃO	O
Ricardo	B-PESSOA
Rosas	I-PESSOA
A	O
recente	O
onda	O
dos	O
coletivos	O
artísticos	O
e	O
ativistas	O
(	O
ou	O
''	O
artivistas	O
''	O
)	O
no	O
Brasil	B-LOCAL
tem	O
chamado	O
a	O
atenção	O
da	O
mídia	O
mainstream	O
para	O
um	O
fenômeno	O
de	O
proporções	O
bem	O
maiores	O
e	O
razões	O
mais	O
profundas	O
que	O
a	O
vã	O
filosofia	O
dos	O
cadernos	O
culturais	O
poderia	O
imaginar	O
.	O
Pouco	O
compreendida	O
,	O
a	O
dinâmica	O
destas	O
articulações	O
chega	O
assim	O
maquiada	O
com	O
um	O
verniz	O
espetaculoso	O
e	O
superficial	O
que	O
,	O
ao	O
que	O
parece	O
,	O
tenta	O
esconder	O
o	O
pano	O
de	O
fundo	O
crítico	O
e	O
instrumental	O
desses	O
grupos	O
.	O
Muitas	B-TEMPO
vezes	I-TEMPO
passageiros	O
como	O
um	O
casual	O
flashmob	O
,	O
outras	O
vezes	O
organizados	O
e	O
duradouros	O
como	O
uma	O
associação	O
,	O
tais	O
ajuntamentos	O
são	O
na	O
verdade	O
indícios	O
de	O
uma	O
mutação	O
maior	O
que	O
está	O
se	O
dando	O
tanto	O
na	O
esfera	O
tecnológica	O
quanto	O
na	O
social	O
.	O
Coletivos	O
,	O
em	O
si	O
,	O
nada	O
têm	O
de	O
novo	O
.	O
Já	O
são	O
uma	O
tradição	O
na	O
arte	O
,	O
na	O
literatura	O
,	O
que	O
percorreu	O
todo	B-TEMPO
o	I-TEMPO
século	I-TEMPO
vinte	I-TEMPO
,	O
aqui	O
como	O
lá	O
fora	O
.	O
Segundo	O
o	O
historiador	O
de	O
coletivos	O
artísticos	O
Alan	B-PESSOA
Moore	I-PESSOA
(	O
1	O
)	O
,	O
seu	O
ponto	O
de	O
partida	O
foi	O
logo	O
após	O
a	O
Revolução	B-ACONTECIMENTO
Francesa	I-ACONTECIMENTO
,	O
com	O
os	O
estudantes	O
de	O
Jacques-Louis	B-PESSOA
David	I-PESSOA
,	O
os	O
barbados	O
,	O
ou	O
''	O
Barbu	B-PESSOA
''	O
,	O
que	O
formaram	O
uma	O
comunidade	O
criativa	O
que	O
viria	O
a	O
ser	O
chamada	O
de	O
Boêmia	B-ABSTRACCAO
,	O
espécie	O
de	O
nação	O
imaginária	O
espiritual	O
de	O
artistas	O
-cujo	O
nome	O
provinha	O
de	O
uma	O
nação	O
de	O
verdade	O
e	O
geraria	O
a	O
idealização	O
do	O
estilo	O
de	O
vida	O
''	O
boêmio	O
''	O
-	O
,	O
compondo	O
um	O
contraponto	O
à	O
academia	O
oficial	O
.	O
Desde	O
então	O
,	O
o	O
fenômeno	O
tem	O
ocasionalmente	B-TEMPO
se	O
repetido	O
ao	O
longo	O
da	O
história	O
da	O
arte	O
,	O
como	O
o	O
Arts	B-ABSTRACCAO
and	I-ABSTRACCAO
Crafts	I-ABSTRACCAO
na	O
Inglaterra	B-LOCAL
vitoriana	O
,	O
dadaístas	O
,	O
situacionistas	O
,	O
Fluxus	B-PESSOA
,	O
numa	O
lista	O
quase	O
infinita	O
de	O
grupos	O
dos	O
mais	O
diversos	O
tipos	O
.	O
No	O
Brasil	B-LOCAL
,	O
eles	O
remontam	O
ao	B-TEMPO
século	I-TEMPO
dezenove	I-TEMPO
,	O
com	O
o	O
grupo	O
dos	O
românticos	O
em	O
São	B-LOCAL
Paulo	I-LOCAL
,	O
os	O
grupelhos	O
de	O
poetas	O
simbolistas	O
,	O
os	O
modernistas	O
da	B-TEMPO
década	I-TEMPO
de	I-TEMPO
1920	I-TEMPO
,	O
o	O
grupo	O
antropofágico	O
,	O
os	O
concretistas	O
nos	B-TEMPO
anos	I-TEMPO
1950	I-TEMPO
,	O
o	O
coletivo	O
Rex	B-PESSOA
de	O
artistas	O
na	B-TEMPO
década	I-TEMPO
seguinte	I-TEMPO
,	O
3Nós3	B-PESSOA
e	O
Manga	B-PESSOA
Rosa	I-PESSOA
na	B-TEMPO
década	I-TEMPO
de	I-TEMPO
1970	I-TEMPO
,	O
Tupi	B-PESSOA
Não	I-PESSOA
Dá	I-PESSOA
,	O
ou	O
os	O
mais	O
recentes	O
Neo-Tao	B-PESSOA
e	O
Mico	B-PESSOA
,	O
entre	O
inúmeros	O
outros	O
.	O
O	O
que	O
diferencia	O
a	O
atual	O
voga	O
de	O
movimentações	O
coletivas	O
no	O
Brasil	B-LOCAL
são	O
o	O
caráter	O
político	O
de	O
boa	O
parte	O
delas	O
,	O
assim	O
como	O
o	O
uso	O
que	O
muitas	O
fazem	O
da	O
internet	O
,	O
seja	O
via	O
listas	O
de	O
discussão	O
,	O
websites	O
,	O
fotologs	O
e	O
blogs	O
ou	O
simplesmente	O
comunicação	O
e	O
ações	O
planejadas	O
por	O
e-mail	O
.	O
Na	O
Europa	B-LOCAL
e	O
nos	O
EUA	B-LOCAL
,	O
a	O
fusão	O
de	O
arte	O
e	O
política	O
já	O
estava	O
presente	O
nos	O
dadaístas	O
e	O
surrealistas	O
,	O
e	O
representou	O
o	O
ponto	O
fundamental	O
dos	O
situacionistas	O
no	O
pós-guerra	O
,	O
e	O
desde	O
então	O
essa	O
mescla	O
tem	O
se	O
dado	O
em	O
vários	O
grupos	O
que	O
atuam	O
na	O
fronteira	O
ativismo/arte	O
,	O
como	O
o	O
Arte	B-ABSTRACCAO
&	I-ABSTRACCAO
amp	I-ABSTRACCAO
;	I-ABSTRACCAO
Linguagem	I-ABSTRACCAO
,	O
Art	B-ABSTRACCAO
Workers	I-ABSTRACCAO
Coalition	I-ABSTRACCAO
,	O
Black	B-ABSTRACCAO
Mask	I-ABSTRACCAO
,	O
neoístas	O
,	O
Gran	B-ABSTRACCAO
Fury	I-ABSTRACCAO
,	O
Group	B-ABSTRACCAO
Material	I-ABSTRACCAO
,	O
PAD/D	B-ABSTRACCAO
,	O
Guerrilla	B-ABSTRACCAO
Girls	I-ABSTRACCAO
,	O
ou	O
os	O
mais	O
recentes	O
Luther	B-ABSTRACCAO
Blissett	I-ABSTRACCAO
Project	I-ABSTRACCAO
,	O
RTmark	B-ABSTRACCAO
,	O
Etoy	B-ABSTRACCAO
,	O
Critical	B-ABSTRACCAO
Art	I-ABSTRACCAO
Ensemble	I-ABSTRACCAO
,	O
boa	O
parte	O
destes	O
últimos	O
atuando	O
diretamente	O
com	O
alta	O
tecnologia	O
,	O
no	O
que	O
se	O
tem	O
atualmente	O
denominado	O
de	O
mídia	O
tática	O
.	O
Se	O
essa	O
junção	O
sempre	O
esteve	O
presente	O
lá	O
fora	O
,	O
o	O
atual	O
beco	O
sem	O
saída	O
do	O
neoliberalismo	O
parece	O
haver	O
despertado	O
a	O
consciência	O
de	O
vários	O
grupos	O
no	O
Brasil	B-LOCAL
,	O
que	O
passaram	O
a	O
criar	O
fora	O
das	O
instituições	O
estabelecidas	O
com	O
performances	O
,	O
intervenções	O
urbanas	O
,	O
festas	O
,	O
tortadas	O
,	O
filmagens	O
in	O
loco	O
de	O
protestos	O
e	O
manifestações	O
,	O
ocupações	O
,	O
trabalhos	O
com	O
movimentos	O
sociais	O
,	O
culture	O
jamming	O
e	O
ativismo	O
de	O
mídia	O
.	O
À	O
diferença	O
dos	O
coletivos	O
high	O
tech	O
europeus	O
e	O
americanos	O
,	O
os	O
coletivos	O
brasileiros	O
atuam	O
nos	O
interstícios	O
das	O
práticas	O
tradicionais	O
da	O
cultura	O
instituída	O
,	O
em	O
ações	O
até	O
agora	O
de	O
um	O
víes	O
mais	O
low	O
tech	O
.	O
Mesmo	O
assim	O
,	O
a	O
maioria	O
deles	O
surgem	O
ou	O
agem	O
graças	O
à	O
internet	O
.	O
Alguns	O
,	O
como	O
o	O
Expressão	B-ABSTRACCAO
Sarcástica	I-ABSTRACCAO
,	O
Vitoriamario	B-ABSTRACCAO
,	O
Poro	B-ABSTRACCAO
,	O
TEMP	B-ABSTRACCAO
,	O
BaseV	B-ABSTRACCAO
,	O
ou	O
Cocadaboa	B-ABSTRACCAO
,	O
possuem	O
seus	O
próprios	O
sites	O
.	O
Outros	O
,	O
como	O
o	O
CORO	B-ABSTRACCAO
,	O
um	O
grupo	O
que	O
pretende	O
mapear	O
todos	O
os	O
coletivos	O
em	O
ação	O
no	O
Brasil	B-LOCAL
,	O
ou	O
a	O
Universidade	B-ABSTRACCAO
do	I-ABSTRACCAO
Fora	I-ABSTRACCAO
,	O
entre	O
outros	O
,	O
funcionam	O
com	O
lista	O
de	O
discussão	O
.	O
Blogs	O
também	O
hospedam	O
grupos	O
com	O
identidade	O
virtual	O
à	O
Luther	B-ABSTRACCAO
Blissett	I-ABSTRACCAO
,	O
como	O
o	O
Ari	B-PESSOA
Almeida	I-PESSOA
ou	O
Timóteo	B-PESSOA
Pinto	I-PESSOA
,	O
enquanto	O
os	O
fotologs	O
tem	O
servido	O
como	O
meio	O
de	O
divulgação	O
de	O
coletivos	O
como	O
o	O
Radioatividade	B-ABSTRACCAO
,	O
ou	O
grupos	O
do	O
stencil	O
e	O
do	O
sticker	O
(	O
adesivo	O
)	O
como	O
Faca	B-ABSTRACCAO
,	O
Coletivo	B-ABSTRACCAO
Rua	I-ABSTRACCAO
,	O
SHN	B-ABSTRACCAO
,	O
entre	O
dezenas	O
de	O
outros	O
.	O
Se	O
a	O
tecnologia	O
não	O
é	O
fundamento	O
básico	O
destes	O
grupos	O
para	O
ações	O
tipo	O
hacktivismo	O
,	O
net	O
arte	O
ou	O
similares	O
,	O
é	O
por	O
meio	O
dela	O
,	O
contudo	O
,	O
que	O
se	O
dá	O
a	O
dinâmica	O
de	O
ação	O
e	O
propagação	O
das	O
atividades	O
destes	O
grupos	O
na	O
vida	O
real	O
.	O
Pois	O
uma	O
palavra-chave	O
de	O
todos	O
estes	O
coletivos	O
é	O
a	O
colaboração	O
.	O
Espécie	O
de	O
buzzword	O
atualmente	O
,	O
a	O
colaboração	O
,	O
bem	O
como	O
termos	O
irmãos	O
como	O
livre	O
cooperação	O
,	O
comunidade	O
,	O
interação	O
e	O
rede	O
são	O
senhas	O
para	O
uma	O
transformação	O
que	O
está	O
se	O
dando	O
em	O
escala	O
global	O
.	O
Foi	O
a	O
colaboração	O
que	O
permitiu	O
o	O
surgimento	O
de	O
movimentos	O
massivos	O
como	O
os	O
protestos	O
''	O
anti-globalização	O
''	O
,	O
bem	O
como	O
a	O
organização	O
de	O
festas-protesto	O
como	O
as	O
do	O
Reclaim	B-ABSTRACCAO
the	I-ABSTRACCAO
Streets	I-ABSTRACCAO
,	O
ou	O
ainda	O
a	O
publicação	O
aberta	O
da	O
rede	O
Indymedia	B-ORGANIZACAO
.	O
A	O
divisão	O
de	O
tarefas	O
,	O
o	O
compartilhamento	O
de	O
valores	O
e	O
a	O
liderança	O
coletiva	O
caracterizam	O
em	O
grande	O
parte	O
essas	O
organizações	O
cuja	O
tradução	O
mais	O
exata	O
é	O
a	O
filosofia	O
do	O
open	O
source	O
.	O
Inicialmente	O
restrita	O
ao	O
círculo	O
de	O
programadores	O
e	O
geeks	O
,	O
a	O
idéia	O
da	O
criação	O
coletiva	O
e	O
distribuída	O
que	O
caracteriza	O
as	O
comunidades	O
Linux	B-ABSTRACCAO
e	O
software	O
livre	O
tem	O
virado	O
fonte	O
de	O
inspiração	O
para	O
grupos	O
os	O
mais	O
diversos	O
que	O
estão	O
se	O
voltando	O
para	O
este	O
modo	O
de	O
trabalho	O
como	O
um	O
modelo	O
viável	O
e	O
menos	O
restritivo	O
,	O
não-hierárquico	O
.	O
Tive	O
recentemente	O
a	O
oportunidade	O
de	O
participar	O
de	O
uma	O
conferência	O
sobre	O
o	O
tema	O
na	O
universidade	O
de	O
Buffalo	B-LOCAL
,	O
NY	B-LOCAL
.	O
Chamada	O
''	O
Redes	B-ABSTRACCAO
,	I-ABSTRACCAO
arte	I-ABSTRACCAO
e	I-ABSTRACCAO
colaboração	I-ABSTRACCAO
''	O
(	O
''	O
Networks	B-ABSTRACCAO
,	I-ABSTRACCAO
art	I-ABSTRACCAO
and	I-ABSTRACCAO
collaboration	I-ABSTRACCAO
''	O
)	O
,	O
e	O
organizada	O
pelo	O
artista	O
e	O
professor	O
de	O
novas	O
mídias	O
Trebor	B-PESSOA
Scholz	I-PESSOA
e	O
por	O
Geert	B-PESSOA
Lovink	I-PESSOA
,	O
net	O
crítico	O
e	O
teórico	O
de	O
mídia	O
tática	O
,	O
a	O
conferência	O
teve	O
o	O
mérito	O
de	O
reunir	O
diversos	O
ativistas	O
,	O
teóricos	O
e	O
artistas	O
que	O
trabalham	O
colaborativamente	O
,	O
e	O
pautou	O
por	O
abordar	O
diversas	O
facetas	O
da	O
questão	O
,	O
como	O
o	O
conflito	O
com	O
os	O
interesses	O
financeiros	O
das	O
grandes	O
instituições	O
do	O
capitalismo	O
,	O
os	O
conflitos	O
internos	O
dentro	O
da	O
dinâmica	O
coletiva	O
,	O
ou	O
as	O
diversas	O
iniciativas	O
em	O
áreas	O
que	O
vão	O
das	O
artes	O
à	O
educação	O
,	O
da	O
criação	O
em	O
rede	O
à	O
distribuição	O
livre	O
de	O
conhecimento	O
.	O
O	O
tema	O
é	O
quente	O
o	O
bastante	O
para	O
gerar	O
semanas	B-TEMPO
de	O
debates	O
acalorados	O
,	O
mas	O
aqui	O
se	O
limitou	O
a	B-TEMPO
um	I-TEMPO
