Mosteiro	B-OBRA_ARTE
Paulo	I-LOCAL_HUMANO
(	O
USP	B-ORGANIZACAO_INSTITUICAO
-	O
1998	B-TEMPO_TEMPO_CALEND
)	O
,	O
cabe	O
menção	O
a	O
recente	O
tese	O
de	O
livre	O
-	O
docência	O
de	O
Valter	B-PESSOA_INDIVIDUAL
Kehdi	I-PESSOA_INDIVIDUAL
A	B-OBRA_REPRODUZIDA
Morfologia	I-OBRA_REPRODUZIDA
e	I-OBRA_REPRODUZIDA
a	I-OBRA_REPRODUZIDA
Sintaxe	I-OBRA_REPRODUZIDA
Portuguesas	I-OBRA_REPRODUZIDA
na	I-OBRA_REPRODUZIDA
Obra	I-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
J.	I-OBRA_REPRODUZIDA
Mattoso	I-OBRA_REPRODUZIDA
Câmara	I-OBRA_REPRODUZIDA
Jr	I-OBRA_REPRODUZIDA
.	O
Em	O
linhas	O
gerais	O
,	O
depois	O
que	O
os	O
estudos	O
lingüísticos	O
no	O
Brasil	B-LOCAL_HUMANO
se	O
puderam	O
beneficiar	O
da	O
contribuição	O
mais	O
moderna	O
da	O
Europa	B-LOCAL_HUMANO
e	O
da	O
América	B-LOCAL_HUMANO
,	O
traçam	O
-	O
se	O
cinco	O
gerações	O
de	O
representantes	O
bem	O
delineadas	O
das	O
quais	O
só	O
trataremos	O
das	O
três	O
primeiras	O
,	O
porque	O
na	O
última	O
delas	O
se	O
inserem	O
a	O
atividade	O
e	O
a	O
produção	O
de	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
sobre	O
quem	O
queremos	O
hoje	B-TEMPO_TEMPO_CALEND
vos	O
falar	O
.	O
Na	O
primeira	O
,	O
inserem	O
-	O
se	O
,	O
entre	O
outros	O
,	O
M.	B-PESSOA_INDIVIDUAL
Said	I-PESSOA_INDIVIDUAL
Ali	I-PESSOA_INDIVIDUAL
,	O
João	B-PESSOA_INDIVIDUAL
Ribeiro	I-PESSOA_INDIVIDUAL
,	O
Pacheco	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silva	I-PESSOA_INDIVIDUAL
Júnior	I-PESSOA_INDIVIDUAL
,	O
Maximino	B-PESSOA_INDIVIDUAL
Maciel	I-PESSOA_INDIVIDUAL
.	O
Uma	O
segunda	O
,	O
com	O
Mário	B-PESSOA_INDIVIDUAL
Barreto	I-PESSOA_INDIVIDUAL
,	O
Sousa	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silveira	I-PESSOA_INDIVIDUAL
,	O
Antenor	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
,	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
,	O
Clóvis	B-PESSOA_INDIVIDUAL
Monteiro	I-PESSOA_INDIVIDUAL
;	O
uma	O
terceira	O
,	O
com	O
J.	B-PESSOA_INDIVIDUAL
Mattoso	I-PESSOA_INDIVIDUAL
Câmara	I-PESSOA_INDIVIDUAL
Jr	I-PESSOA_INDIVIDUAL
.	I-PESSOA_INDIVIDUAL
,	O
Serafim	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silva	I-PESSOA_INDIVIDUAL
Neto	I-PESSOA_INDIVIDUAL
,	O
Sílvio	B-PESSOA_INDIVIDUAL
Elia	I-PESSOA_INDIVIDUAL
,	O
Gladstone	B-PESSOA_INDIVIDUAL
Chaves	I-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Melo	I-PESSOA_INDIVIDUAL
,	O
Celso	B-PESSOA_INDIVIDUAL
Cunha	I-PESSOA_INDIVIDUAL
,	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
.	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
nascido	O
no	O
Rio	B-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Janeiro	I-PESSOA_INDIVIDUAL
a	B-TEMPO_TEMPO_CALEND
15	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
outubro	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1915	I-TEMPO_TEMPO_CALEND
e	O
,	O
nesta	O
mesma	O
cidade	O
,	O
falecido	O
a	B-TEMPO_TEMPO_CALEND
7	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
março	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1999	I-TEMPO_TEMPO_CALEND
,	O
conheceu	O
um	O
amplo	O
quadro	O
de	O
atividades	O
como	O
filólogo	O
,	O
diplomata	O
,	O
político	O
,	O
acadêmico	O
,	O
enciclopedista	O
,	O
dicionarista	O
,	O
bibliólogo	O
,	O
ensaísta	O
,	O
crítico	O
literário	O
,	O
teórico	O
da	O
literatura	O
,	O
tradutor	O
,	O
jornalista	O
,	O
perito	O
em	O
gastronomia	O
:	O
numa	O
palavra	O
,	O
um	O
humanista	O
.	O
Um	O
universo	O
tão	O
multifacetado	O
quanto	O
este	O
permite	O
a	O
execução	O
de	O
um	O
livro	O
de	O
macroscopia	O
de	O
vida	O
,	O
como	O
esse	O
dedicado	O
,	O
com	O
muita	O
justiça	O
,	O
aos	O
80	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
de	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
cuja	O
trajetória	O
triunfal	O
pode	O
ser	O
resumida	O
nesse	O
título	O
feliz	O
do	O
depoimento	O
do	O
diplomata	O
e	O
musicólogo	O
Vasco	B-PESSOA_INDIVIDUAL
Mariz	I-PESSOA_INDIVIDUAL
:	O
um	O
processo	O
administrativo	O
-	O
ideológico	O
.	O
É	O
o	O
que	O
foi	O
a	O
vida	O
de	O
Houaiss	B-PESSOA_INDIVIDUAL
:	O
nada	O
se	O
fez	O
de	O
improviso	O
ou	O
por	O
acaso	O
.	O
Operário	O
disciplinado	O
,	O
cada	O
degrau	O
de	O
sua	O
ascensão	O
era	O
impulsionado	O
pela	O
força	O
do	O
seu	O
projeto	O
ideológico	O
de	O
bem	O
servir	O
a	O
quem	O
dele	O
precisasse	O
,	O
e	O
,	O
na	O
ponta	O
última	O
desse	O
projeto	O
,	O
bem	O
servir	O
a	O
seu	O
país	O
.	O
Mas	O
de	O
toda	O
esta	O
trajetória	O
,	O
de	O
todo	O
esse	O
processo	O
administrativo	O
-	O
ideológico	O
nos	O
dão	O
conta	O
os	O
estudos	O
e	O
depoimentos	O
sobre	O
o	O
homem	O
e	O
sobre	O
suas	O
obras	O
enfeixados	O
na	O
miscelânea	O
em	O
honra	O
aos	O
80	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
de	O
Houaiss	B-PESSOA_INDIVIDUAL
.	O
Temos	O
aí	O
um	O
retrato	O
de	O
corpo	O
inteiro	O
levantado	O
na	O
visão	O
macroscópica	O
do	O
objeto	O
estudado	O
.	O
Todavia	O
,	O
é	O
hora	O
de	O
descermos	O
às	O
minúncias	O
e	O
de	O
percorrer	O
as	O
estradas	O
vicinais	O
que	O
vão	O
desembocar	O
na	O
grande	O
avenida	O
,	O
na	O
grande	O
estrada	O
percorrida	O
pelos	O
ilustres	O
colaboradores	O
de	O
Uma	B-OBRA_REPRODUZIDA
Vida	I-OBRA_REPRODUZIDA
.	O
E	O
esses	O
fragmentos	O
,	O
aparentemente	O
desinteressantes	O
e	O
desprovidos	O
de	O
valor	O
,	O
nos	O
permitem	O
juntar	O
certos	O
dados	O
menores	O
para	O
melhor	O
conhecer	O
o	O
gigante	O
retratado	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
.	O
Sinto	O
-	O
me	O
em	O
condições	O
favoráveis	O
para	O
fazer	O
esse	O
exercício	O
de	O
crítica	O
construtiva	O
na	O
reunião	O
de	O
alguns	O
dados	O
fragmentários	O
que	O
julgo	O
importantes	O
para	O
uma	O
visão	O
aprofundada	O
do	O
nosso	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
porque	O
convivi	O
-	O
para	O
pouca	O
alegria	O
e	O
regozijo	O
meu	O
-	O
porque	O
convivi	O
,	O
repito	O
,	O
pouco	O
com	O
ele	O
,	O
se	O
por	O
convivência	O
queremos	O
aludir	O
à	O
proximidade	O
da	O
presença	O
física	O
.	O
Permanentemente	B-TEMPO_FREQUENCIA
estava	O
eu	O
com	O
Houaiss	B-PESSOA_INDIVIDUAL
na	O
sua	O
produção	O
lingüístico	O
-	O
filológica	O
refletida	O
e	O
plasmada	O
nos	O
seus	O
livros	O
,	O
nos	O
seus	O
artigos	O
,	O
nas	O
suas	O
conferências	O
.	O
E	O
,	O
como	O
éramos	O
joeiradores	O
da	O
mesma	O
seara	O
,	O
percebia	O
com	O
mais	O
nitidez	O
as	O
afinidades	O
com	O
suas	O
fontes	O
de	O
formação	O
e	O
informações	O
,	O
percebendo	O
suas	O
ligações	O
intelectuais	O
mais	O
próximas	O
-	O
percebendo	O
ou	O
supondo	O
perceber	O
-	O
,	O
ainda	O
que	O
se	O
manifestassem	O
,	O
quase	O
sempre	O
,	O
mais	O
elaboradas	O
e	O
mais	O
contundentes	O
do	O
que	O
suas	O
fontes	O
originais	O
,	O
detectava	O
matrizes	O
que	O
honravam	O
os	O
mestres	O
e	O
dignificavam	O
o	O
discípulo	O
.	O
Nessa	O
pesquisa	O
de	O
recolher	O
as	O
peças	O
soltas	O
para	O
compor	O
o	O
quadro	O
definitivo	O
,	O
há	O
questões	O
que	O
se	O
impõem	O
pela	O
sua	O
curiosidade	O
.	O
Uma	O
delas	O
,	O
por	O
exemplo	O
,	O
está	O
na	O
opção	O
de	O
Houaiss	B-PESSOA_INDIVIDUAL
de	O
matricular	O
-	O
se	O
,	O
na	O
Faculdade	B-ORGANIZACAO_INSTITUICAO
Nacional	I-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Filosofia	I-ORGANIZACAO_INSTITUICAO
,	O
no	O
Curso	B-ABSTRACCAO_DISCIPLINA
de	I-ABSTRACCAO_DISCIPLINA
Letras	I-ABSTRACCAO_DISCIPLINA
Clássicas	I-ABSTRACCAO_DISCIPLINA
,	O
para	O
licenciar	O
-	O
se	O
em	O
disciplinas	O
,	O
como	O
Grego	B-ABSTRACCAO_DISCIPLINA
e	O
o	O
Latim	B-ABSTRACCAO_DISCIPLINA
,	O
disciplinas	O
que	O
durante	O
toda	O
a	O
sua	O
vida	O
de	O
produção	O
científica	O
não	O
ocuparam	O
o	O
lugar	O
que	O
normalmente	O
seria	O
esperado	O
.	O
É	O
certo	O
que	O
Houaiss	B-PESSOA_INDIVIDUAL
lecionou	O
Latim	B-ABSTRACCAO_DISCIPLINA
,	O
ao	O
lado	O
da	O
Língua	B-ABSTRACCAO_DISCIPLINA
Portuguesa	I-ABSTRACCAO_DISCIPLINA
;	O
é	O
certo	O
também	O
que	O
o	O
conhecimento	O
dos	O
idiomas	O
clássicos	O
esteve	O
na	O
raiz	O
de	O
seu	O
trabalho	O
lexicográfico	O
,	O
dicionarístico	O
e	O
enciclopédístico	O
,	O
mas	O
não	O
tivemos	O
o	O
nosso	O
homenageado	O
a	O
editar	O
textos	O
de	O
grego	O
e	O
latim	O
ou	O
a	O
tratar	O
especificamente	O
de	O
questões	O
de	O
língua	O
ou	O
de	O
literatura	O
clássicas	O
.	O
Um	O
interessante	O
episódio	O
de	O
sua	O
vida	O
,	O
narrada	O
por	O
Maximiano	B-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Carvalho	I-PESSOA_INDIVIDUAL
e	I-PESSOA_INDIVIDUAL
Silva	I-PESSOA_INDIVIDUAL
no	O
livro	O
sobre	O
Sousa	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silveira	I-PESSOA_INDIVIDUAL
,	O
revela	O
-	O
nos	O
o	O
quanto	O
já	O
estudava	O
e	O
conhecia	O
de	O
latim	O
,	O
mesmo	O
antes	O
de	O
ingressar	O
na	O
Faculdade	B-ORGANIZACAO_INSTITUICAO
.	O
Abrira	O
a	O
Prefeitura	B-ORGANIZACAO_ADMINISTRACAO
do	O
Distrito	B-LOCAL_HUMANO
Federal	I-LOCAL_HUMANO
,	O
em	B-TEMPO_TEMPO_CALEND
1936	I-TEMPO_TEMPO_CALEND
,	O
concurso	O
para	O
preenchimento	O
de	O
uma	O
vaga	O
de	O
Português	B-ABSTRACCAO_DISCIPLINA
no	O
seu	O
quadro	O
de	O
magistério	O
.	O
Inscreveram	O
-	O
se	O
23	B-VALOR_QUANTIDADE
candidatos	O
,	O
entre	O
os	O
quais	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
.	O
Ponto	O
sorteado	O
:	O
a	O
ortografia	O
portuguesa	O
e	O
seus	O
fundamentos	O
históricos	O
.	O
Na	O
comissão	O
examinadora	O
estavam	O
Sousa	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silveira	I-PESSOA_INDIVIDUAL
(	O
presidente	O
)	O
,	O
Daltro	B-PESSOA_INDIVIDUAL
Santos	I-PESSOA_INDIVIDUAL
e	O
Marieta	B-PESSOA_INDIVIDUAL
Castagnino	I-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Mota	I-PESSOA_INDIVIDUAL
.	O
Corrigidas	O
as	O
provas	O
,	O
foram	O
selecionados	O
6	B-VALOR_QUANTIDADE
candidatos	O
,	O
e	O
de	O
um	O
sétimo	O
,	O
porque	O
escrevera	O
mais	O
de	O
trinta	O
péginas	O
sobre	O
ortografia	O
latina	O
;	O
se	O
pensou	O
em	O
não	O
aprová	O
-	O
lo	O
,	O
sob	O
o	O
pretexto	O
de	O
ter	O
fugido	O
do	O
assunto	O
.	O
Aí	O
interveio	O
em	O
favor	O
do	O
candidato	O
o	O
presidente	B-PESSOA_INDIVIDUAL
Sousa	I-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silveira	I-PESSOA_INDIVIDUAL
,	O
argumentando	O
que	O
,	O
quem	O
escreveu	O
tanto	O
sobre	O
ortografia	O
latina	O
,	O
se	O
lhe	O
sobrasse	O
tempo	O
,	O
teria	O
feito	O
outra	O
boa	O
exposição	O
acerca	O
da	O
ortografia	O
portuguesa	O
e	O
seus	O
fundamentos	O
históricos	O
.	O
E	O
assim	O
foram	O
7	B-VALOR_QUANTIDADE
os	O
candidatos	O
aprovados	O
,	O
tendo	O
alcançado	O
o	O
1.º	B-VALOR_CLASSIFICACAO
lugar	O
no	O
concurso	O
o	O
nosso	O
saudoso	O
Sílvio	B-PESSOA_INDIVIDUAL
Elia	I-PESSOA_INDIVIDUAL
.	O
Pensando	O
no	O
tema	O
e	O
conversando	O
com	O
pessoas	O
bem	O
informadas	O
,	O
podemos	O
propor	O
umas	O
tantas	O
razões	O
da	O
matrícula	O
nesse	O
Curso	B-ABSTRACCAO_DISCIPLINA
de	I-ABSTRACCAO_DISCIPLINA
Letras	I-ABSTRACCAO_DISCIPLINA
Clássicas	I-ABSTRACCAO_DISCIPLINA
.	O
Mas	O
são	O
meras	O
conjecturas	O
,	O
uma	O
vez	O
que	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
segundo	O
me	O
parece	O
,	O
nunca	O
o	O
explicitou	O
,	O
nem	O
clara	O
nem	O
implicitamente	O
.	O
A	O
primeira	O
proposta	O
aponta	O
a	O
influência	O
de	O
seu	O
professor	B-PESSOA_INDIVIDUAL
Ernesto	I-PESSOA_INDIVIDUAL
Faria	I-PESSOA_INDIVIDUAL
na	O
Escola	B-ORGANIZACAO_INSTITUICAO
Amaro	I-ORGANIZACAO_INSTITUICAO
Cavalcanti	I-ORGANIZACAO_INSTITUICAO
,	O
onde	O
concluiu	O
seu	O
curso	O
de	O
perito	O
-	O
contador	O
.	O
Como	O
sabemos	O
,	O
Ernesto	B-PESSOA_INDIVIDUAL
Faria	I-PESSOA_INDIVIDUAL
foi	O
excelente	O
professor	O
de	O
latim	O
,	O
entusiasta	O
do	O
ensino	O
clássico	O
,	O
autor	O
de	O
livros	O
na	O
suas	O
especialidade	O
e	O
um	O
grande	O
propagandista	O
do	O
magistério	O
do	O
latim	O
entre	O
seus	O
alunos	O
,	O
quer	O
no	O
curso	O
secundário	O
,	O
quer	O
no	O
curso	O
superior	O
.	O
Mas	O
há	O
duas	O
fortes	O
objeções	O
a	O
essa	O
primeira	O
tentativa	O
de	O
explicação	O
:	O
Houaiss	B-PESSOA_INDIVIDUAL
freqüentou	O
uma	O
escola	O
pública	O
secundária	O
no	B-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
em	O
que	O
ela	O
atraía	O
verdadeiros	O
mestres	O
de	O
nível	O
universitário	O
,	O
e	O
na	O
Amaro	B-ORGANIZACAO_INSTITUICAO
Cavalcanti	I-ORGANIZACAO_INSTITUICAO
Houaiss	B-PESSOA_INDIVIDUAL
tivera	O
professores	O
dessa	O
estirpe	O
,	O
como	O
Clóvis	B-PESSOA_INDIVIDUAL
Monteiro	I-PESSOA_INDIVIDUAL
e	O
Mattoso	B-PESSOA_INDIVIDUAL
Câmara	I-PESSOA_INDIVIDUAL
Jr	I-PESSOA_INDIVIDUAL
.	I-PESSOA_INDIVIDUAL
,	O
que	O
,	O
a	O
prevalecer	O
e	O
explicação	O
por	O
influência	O
de	O
seus	O
mestres	O
,	O
melhor	O
o	O
iriam	O
levar	O
a	O
matricular	O
-	O
se	O
no	O
Curso	B-ABSTRACCAO_DISCIPLINA
de	I-ABSTRACCAO_DISCIPLINA
Letras	I-ABSTRACCAO_DISCIPLINA
Neolatinas	I-ABSTRACCAO_DISCIPLINA
.	O
A	O
segunda	O
objeção	O
é	O
que	O
à	O
turma	O
de	O
Houaiss	B-PESSOA_INDIVIDUAL
na	O
FNF	B-ORGANIZACAO_INSTITUICAO
pertenciam	O
Celso	B-PESSOA_INDIVIDUAL
Cunha	I-PESSOA_INDIVIDUAL
e	O
Olavo	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
,	O
que	O
não	O
tinham	O
podido	O
sofrer	O
a	O
influência	O
de	O
Ernesto	B-PESSOA_INDIVIDUAL
Faria	I-PESSOA_INDIVIDUAL
na	O
Escola	B-ORGANIZACAO_INSTITUICAO
Amaro	I-ORGANIZACAO_INSTITUICAO
Cavalcanti	I-ORGANIZACAO_INSTITUICAO
.	O
Como	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
Celso	B-PESSOA_INDIVIDUAL
Cunha	I-PESSOA_INDIVIDUAL
também	O
não	O
se	O
dedicou	O
especificamente	O
à	O
pesquisa	O
e	O
à	O
produção	O
na	O
área	O
clássica	O
,	O
a	O
competir	O
com	O
sua	O
importante	O
elaboração	O
de	O
obras	O
no	O
domínio	O
da	O
Língua	B-ABSTRACCAO_DISCIPLINA
Portuguesa	I-ABSTRACCAO_DISCIPLINA
.	O
Olavo	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
,	O
filho	O
de	O
nosso	O
mestre	O
e	O
saudoso	O
amigo	O
Antenor	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
,	O
excetuando	O
a	O
tradução	O
da	O
Gramática	B-OBRA_REPRODUZIDA
Latina	I-OBRA_REPRODUZIDA
do	O
notável	O
lingüista	O
e	O
filólogo	O
chileno	O
Rodolfo	B-PESSOA_INDIVIDUAL
Oroz	I-PESSOA_INDIVIDUAL
,	O
também	O
nada	O
produziu	O
relativo	O
ao	O
grego	O
e	O
ao	O
latim	O
.	O
À	O
semelhança	O
de	O
Houaiss	B-PESSOA_INDIVIDUAL
e	O
Celso	B-PESSOA_INDIVIDUAL
,	O
sua	O
participação	O
nessa	O
área	O
limitou	O
-	O
se	O
ao	O
magistério	O
do	O
latim	O
.	O
Não	O
custa	O
lembrar	O
que	O
,	O
por	O
essa	O
fase	O
inicial	O
da	O
FNF	B-ORGANIZACAO_INSTITUICAO
,	O
e	O
antes	O
dela	O
,	O
na	O
Universidade	B-ORGANIZACAO_INSTITUICAO
do	O
Distrito	B-LOCAL_HUMANO
Federal	I-LOCAL_HUMANO
(	O
UDF	B-ORGANIZACAO_INSTITUICAO
)	O
,	O
brilhavam	O
nela	O
os	O
nomes	O
de	O
Sousa	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silveira	I-PESSOA_INDIVIDUAL
,	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
e	O
Antenor	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
,	O
que	O
,	O
sem	O
dúvida	O
,	O
constituiriam	O
mais	O
uma	O
razão	O
para	O
que	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
Celso	B-PESSOA_INDIVIDUAL
e	O
Olavo	B-PESSOA_INDIVIDUAL
fizessem	O
o	O
Curso	B-ABSTRACCAO_DISCIPLINA
de	I-ABSTRACCAO_DISCIPLINA
Letras	I-ABSTRACCAO_DISCIPLINA
Neolatinas	I-ABSTRACCAO_DISCIPLINA
.	O
Outra	O
plausível	O
explicação	O
para	O
a	O
matrícula	O
em	O
Letras	B-ABSTRACCAO_DISCIPLINA
Clássicas	I-ABSTRACCAO_DISCIPLINA
se	O
deve	O
ao	O
fato	O
de	O
se	O
tratar	O
de	O
um	O
curso	O
de	O
largo	O
e	O
profundo	O
prestígio	O
cultural	O
dentro	O
das	O
universidades	O
do	O
mundo	O
inteiro	O
e	O
por	O
um	O
aspecto	O
especial	O
de	O
nele	O
,	O
àquela	O
época	O
inicial	O
dos	O
estudos	O
superiores	O
no	O
Brasil	B-LOCAL_HUMANO
,	O
contar	O
com	O
uma	O
plêiade	O
de	O
mestres	O
europeus	O
,	O
de	O
renome	O
internacional	O
,	O
que	O
vieram	O
ao	O
Brasil	B-LOCAL_HUMANO
,	O
convidados	O
por	O
Afrânio	B-PESSOA_INDIVIDUAL
Peixoto	I-PESSOA_INDIVIDUAL
em	O
nome	O
do	O
nosso	O
Governo	B-ORGANIZACAO_ADMINISTRACAO
,	O
para	O
lançar	O
as	O
raízes	O
nessa	O
área	O
de	O
estudos	O
universitários	O
:	O
Jean	B-PESSOA_INDIVIDUAL
Bourciez	I-PESSOA_INDIVIDUAL
,	O
Jacques	B-PESSOA_INDIVIDUAL
Perret	I-PESSOA_INDIVIDUAL
,	O
Eugène	B-PESSOA_INDIVIDUAL
Albertini	I-PESSOA_INDIVIDUAL
,	O
Georges	B-PESSOA_INDIVIDUAL
Millardet	I-PESSOA_INDIVIDUAL
.	O
Por	O
aí	O
se	O
vê	O
o	O
que	O
de	O
interessante	O
comportam	O
as	O
indagações	O
dessas	O
pequenas	O
facetas	O
,	O
dessa	O
análise	O
microscópica	O
necessária	O
e	O
importante	O
para	O
se	O
fixarem	O
,	O
com	O
maior	O
detalhe	O
,	O
os	O
traços	O
do	O
retrato	O
de	O
corpo	O
inteiro	O
de	O
um	O
talento	O
como	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
e	O
mesmo	O
de	O
boa	O
parte	O
da	O
história	O
cultural	O
dos	O
intelectuais	O
e	O
artistas	O
do	O
Brasil	B-LOCAL_HUMANO
.	O
Neste	O
exercício	O
de	O
investigação	O
microscópica	O
das	O
vertentes	O
e	O
fontes	O
que	O
impulsionaram	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
ao	O
largo	O
de	O
sua	O
atividade	O
como	O
lingüista	O
e	O
filólogo	O
-	O
atividade	O
desdobrada	O
no	O
labor	O
lexicográfico	O
,	O
dicionarístico	O
,	O
enciclopédico	O
,	O
ecdótico	O
e	O
de	O
crítica	O
literária	O
-	O
,	O
além	O
,	O
está	O
claro	O
,	O
de	O
seus	O
dotes	O
natos	O
e	O
inclinações	O
pessoais	O
,	O
desejo	O
agora	O
trazer	O
à	O
luz	O
e	O
à	O
consideração	O
dos	O
meus	O
benévolos	O
ouvintes	O
a	O
figura	O
de	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
que	O
,	O
dentre	O
a	O
trindade	O
que	O
reinava	O
na	O
fase	O
inicial	O
de	O
nossos	O
cursos	O
superiores	O
de	O
letras	O
,	O
poderia	O
ser	O
o	O
menos	O
indicado	O
para	O
,	O
à	O
primeira	O
vista	O
,	O
estabelecer	O
tantos	O
pontos	O
de	O
contacto	O
com	O
Houaiss	B-PESSOA_INDIVIDUAL
.	O
E	O
,	O
quiçá	O
,	O
não	O
só	O
pontos	O
de	O
contactos	O
,	O
mas	O
evidentes	O
afinidades	O
,	O
que	O
não	O
se	O
devem	O
reduzir	O
,	O
a	O
meu	O
ver	O
,	O
ao	O
plano	O
do	O
ideal	O
político	O
,	O
pois	O
que	O
,	O
neste	O
aspecto	O
,	O
por	O
informação	O
do	O
irmão	O
Maurício	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
este	O
ideal	O
deriva	O
da	O
influência	O
do	O
Professor	B-PESSOA_INDIVIDUAL
Pascoal	I-PESSOA_INDIVIDUAL
Leme	I-PESSOA_INDIVIDUAL
que	O
"	O
tinha	O
"	O
idéias	O
"	O
que	O
logo	O
o	O
apaixonaram	O
,	O
acrescidas	O
do	O
influxo	O
de	O
um	O
colega	O
seu	O
pouco	O
mais	O
velho	O
,	O
Reinaldo	B-PESSOA_INDIVIDUAL
Machado	I-PESSOA_INDIVIDUAL
,	O
cujo	O
pai	O
,	O
José	B-PESSOA_INDIVIDUAL
Alves	I-PESSOA_INDIVIDUAL
Machado	I-PESSOA_INDIVIDUAL
,	O
foi	O
por	B-TEMPO_DURACAO
longo	I-TEMPO_DURACAO
tempo	I-TEMPO_DURACAO
mestre	O
de	O
ambos	O
em	O
matéria	O
de	O
anarquismo"1	O
.	O
Sílvio	B-PESSOA_INDIVIDUAL
Elia	I-PESSOA_INDIVIDUAL
,	O
na	O
sua	O
contribuição	O
ao	O
livro	O
acima	O
citado	O
,	O
levanta	O
a	O
ponta	O
desta	O
afinidade	O
a	O
que	O
me	O
refiro	O
,	O
mas	O
,	O
como	O
não	O
era	O
propósito	O
seu	O
,	O
ficou	O
apenas	O
no	O
seguinte	O
pormenor	O
:	O
