Coletivo	B-ABSTRACCAO_DISCIPLINA
prémio	O
UNESCO	O
da	O
Paz	B-PESSOA_INDIVIDUAL
é	O
de	O
quantos	O
dólares	O
?	O
Quem	O
era	O
o	O
presidente	O
do	O
júri	O
do	O
47º	O
Festival	O
Cinematográfico	O
de	O
Cannes	B-LOCAL_HUMANO
?	O
Que	O
filme	O
recebeu	O
a	B-TEMPO_TEMPO_CALEND
Palma	O
de	O
Ouro	O
no	O
47º	O
Festival	O
de	O
Cannes	B-LOCAL_HUMANO
?	O
Quantos	O
filmes	O
competiam	O
pela	O
Palma	O
de	O
Ouro	O
do	O
47º	O
Festival	O
de	O
Cannes	B-LOCAL_HUMANO
?	O
Quem	O
recebeu	O
o	O
prémio	O
de	O
melhor	O
actriz	O
no	O
47º	O
Festival	O
de	O
Cannes	B-LOCAL_HUMANO
?	O
Quantos	O
golos	O
é	O
que	O
o	O
Pelé	O
marcou	O
na	O
sua	O
carreira	O
?	O
Em	O
que	O
três	O
categorias	O
é	O
que	O
Whitney	O
Houston	O
ganhou	O
o	O
prémio	O
Single	O
por	O
``	O
I	B-LOCAL_VIRTUAL
will	O
always	O
love	O
you	O
``	O
?	O
O	O
que	O
é	O
o	O
Grammy	O
?	O
Que	O
autor	O
foi	O
o	O
primeiro	O
árabe	O
galardoado	O
com	O
o	O
Nobel	O
da	O
Literatura	O
?	O
O	O
que	O
são	O
os	O
``	O
Estudos	B-ORGANIZACAO_INSTITUICAO
sobre	O
a	B-TEMPO_TEMPO_CALEND
Histeria	O
``	O
?	O
Quem	O
foi	O
o	O
fundador	O
da	O
psicoanálise	O
?	O
De	O
que	O
cidade	O
é	O
Friedensreich	O
Hundertwasser	O
?	O
Quando	O
é	O
que	O
acabou	O
a	O
Guerra	B-ACONTECIMENTO_EFEMERIDE
do	B-ABSTRACCAO_ESTADO
Vietname	B-LOCAL_HUMANO
?	O
Quantos	O
soldados	O
é	O
que	O
os	O
EUA	B-ORGANIZACAO_ADMINISTRACAO
tinham	O
estacionados	O
no	O
Vietname	B-LOCAL_HUMANO
durante	O
a	O
Guerra	B-ACONTECIMENTO_EFEMERIDE
nos	B-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
60	I-TEMPO_TEMPO_CALEND
?	O
Quantas	O
pessoas	O
morreram	O
na	O
Guerra	B-ACONTECIMENTO_EFEMERIDE
do	B-ABSTRACCAO_ESTADO
Vietname	B-LOCAL_HUMANO
?	O
Quem	O
era	O
presidente	B-PESSOA_CARGO
dos	O
EUA	B-ORGANIZACAO_ADMINISTRACAO
quando	O
a	O
guerra	O
chegou	O
ao	O
fim	O
?	O
O	O
que	O
era	O
Napola	O
?	O
O	O
que	O
é	O
Madame	O
Tussaud	O
?	O
O	O
que	O
é	O
a	B-TEMPO_TEMPO_CALEND
Mona	O
Lisa	O
?	O
Quanto	O
dinheiro	O
ganhou	O
«	O
Parque	B-LOCAL_OUTRO
Jurássico	O
»	O
de	O
Steven	O
Spielberg	O
?	O
Quem	O
escreveu	O
``	O
Mein	O
Kampf	O
``	O
?	O
Quem	O
é	O
Helmut	O
Newton	O
?	O
Quando	O
é	O
que	O
os	O
japoneses	O
atacaram	O
Pearl	O
Harbor	O
?	O
Quantos	O
americanos	O
morreram	O
no	O
ataque	O
a	B-TEMPO_TEMPO_CALEND
Pearl	O
Harbor	O
a	B-TEMPO_TEMPO_CALEND
7	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
dezembro	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1941	O
?	O
Que	O
grupo	O
ganhou	O
o	O
Festival	O
da	O
Eurovisão	O
em	B-TEMPO_TEMPO_CALEND
Brighton	O
em	B-TEMPO_TEMPO_CALEND
1974	O
?	O
Quando	O
é	O
que	O
teve	O
lugar	O
o	O
primeiro	O
Festival	O
da	O
Eurovisão	O
?	O
Onde	O
é	O
que	O
teve	O
lugar	O
o	O
primeiro	O
Festival	O
da	O
Eurovisão	O
?	O
Qual	O
o	O
significado	O
da	O
sigla	O
UNICEF	O
?	O
Quando	O
é	O
que	O
foi	O
criada	O
a	B-TEMPO_TEMPO_CALEND
UNICEF	O
?	O
Onde	O
é	O
que	O
é	O
a	O
sede	O
da	O
UNICEF	O
?	O
De	O
que	O
banda	O
rock	O
é	O
vocalista	O
Anthony	O
Kiedis	O
?	O
O	O
que	O
é	O
Stadium	O
Arcadium	O
?	O
Diga	O
três	B-TEMPO_TEMPO_CALEND
albuns	O
da	O
banda.	O
Quando	O
é	O
que	O
teve	O
lugar	O
a	O
primeira	O
Love	O
Parade	O
?	O
Quando	O
é	O
que	O
Audrey	O
Hepburn	O
e	O
Mel	O
Ferrer	O
se	O
casaram	O
?	O
Onde	O
é	O
que	O
mora	O
hoje	B-TEMPO_TEMPO_CALEND
o	O
filho	O
de	O
Audrey	O
Hepburn	O
?	O
De	O
que	O
organização	O
é	O
que	O
ela	O
foi	O
nomeada	O
embaixadora	O
extraordinária	O
?	O
Quem	O
é	O
que	O
falou	O
em	B-TEMPO_TEMPO_CALEND
Setembro	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1939	I-TEMPO_TEMPO_CALEND
no	O
17º	O
Congresso	B-ACONTECIMENTO_ORGANIZADO
Internacional	I-ACONTECIMENTO_ORGANIZADO
do	O
PEN-clube	O
sobre	O
o	O
problema	O
da	O
liberdade	O
?	O
Diga	O
três	B-TEMPO_TEMPO_CALEND
filmes	O
de	O
Martin	B-PESSOA_INDIVIDUAL
Scorsese	O
.	O
Em	O
que	O
universidade	O
é	O
que	O
ele	O
estudou	O
Cinematografia	O
em	B-TEMPO_TEMPO_CALEND
1960	I-TEMPO_TEMPO_CALEND
?	O
Para	O
quantos	O
Óscares	O
é	O
que	O
ele	O
já	O
foi	O
nomeado	O
?	O
Quem	O
é	O
o	O
autor	O
da	O
obra	O
«	O
A	O
Última	O
Tentação	O
de	O
Cristo	B-PESSOA_INDIVIDUAL
»	O
?	O
Quando	O
é	O
que	O
foi	O
fundada	O
a	O
Universidade	B-ABSTRACCAO_DISCIPLINA
de	B-ORGANIZACAO_INSTITUICAO
Santiago	O
de	O
Compostela	O
?	O
De	O
que	O
região	O
espanhola	O
é	O
que	O
Santiago	O
é	O
capital	O
?	O
Que	O
organização	O
nomeou	O
Santiago	O
de	O
Compsotela	O
Património	O
Mundial	B-OBRA_PLANO
em	B-TEMPO_TEMPO_CALEND
1995	I-TEMPO_TEMPO_CALEND
?	O
O	O
que	O
é	O
a	B-TEMPO_TEMPO_CALEND
«Rota	O
da	O
Prata»	O
?	O
Onde	O
fica	O
Hiroxima	O
?	O
Diga	O
os	O
oito	O
bairros	O
de	O
Hiroxima	O
.	O
Qual	O
a	O
área	O
total	O
de	O
Hiroxima	O
?	O
O	O
que	O
é	O
a	B-TEMPO_TEMPO_CALEND
CeBIT	O
?	O
Quantos	O
exibidores	O
tinha	O
a	B-TEMPO_TEMPO_CALEND
CeBIT	O
em	B-TEMPO_TEMPO_CALEND
2005	I-TEMPO_TEMPO_CALEND
?	O
Quem	O
realizou	O
o	O
filme	O
«	O
Morte	O
em	B-TEMPO_TEMPO_CALEND
Veneza	B-ORGANIZACAO_ADMINISTRACAO
»	O
?	O
Onde	O
é	O
que	O
tem	O
lugar	O
a	B-TEMPO_TEMPO_CALEND
Semana	B-ACONTECIMENTO_ORGANIZADO
Verde	B-LOCAL_HUMANO
?	O
Quem	O
era	O
Herbert	O
Erhardt	O
?	O
Quando	O
foi	O
construído	O
o	O
estádio	O
do	O
Malmö	O
?	O
Onde	O
é	O
que	O
teve	O
lugar	O
o	O
Campeonato	B-ACONTECIMENTO_ORGANIZADO
do	I-ACONTECIMENTO_ORGANIZADO
Mundo	I-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Futebol	B-ABSTRACCAO_NOME
de	O
1970	B-TEMPO_TEMPO_CALEND
?	O
Quando	O
é	O
que	O
teve	O
lugar	O
a	O
primeira	O
Oktoberfest	O
?	O
Quantas	O
pessoas	O
morreram	O
no	O
atentado	O
na	O
Oktoberfest	O
?	O
Quem	O
é	O
Henning	O
Mankell	O
?	O
Como	O
se	O
chama	O
o	O
inspector	O
da	O
polícia	O
no	O
seu	O
livro	O
«	O
Assassino	O
sem	O
rosto	O
»	O
?	O
Diga	O
duas	O
afiliadas	O
da	O
Volvo	O
.	O
Quando	O
foi	O
criada	O
a	B-TEMPO_TEMPO_CALEND
Volvo	O
Car	O
Corporation	O
?	O
Quem	O
foram	O
os	O
fundadores	O
da	O
Volvo	O
?	O
Qual	O
é	O
a	O
área	O
do	O
Pentâgono	O
?	O
Quantos	O
lados	O
têm	O
o	O
Pentâgono	O
?	O
Que	O
significa	O
a	O
sigla	O
RAF	O
?	O
Quem	O
era	O
Rolf	O
Heissler	O
?	O
Diga	O
três	B-TEMPO_TEMPO_CALEND
membros	O
da	O
RAF.	O
Onde	O
fica	O
a	B-TEMPO_TEMPO_CALEND
Galeria	B-LOCAL_HUMANO
dos	O
Ofícios	O
?	O
O	O
que	O
é	O
a	B-TEMPO_TEMPO_CALEND
Galeria	B-LOCAL_HUMANO
dos	O
Ofícios	O
?	O
Qual	O
é	O
a	O
altura	O
do	O
Monte	B-LOCAL_FISICO
Branco	B-COISA_OBJECTO
?	O
Quando	O
é	O
que	O
o	O
Monte	B-LOCAL_FISICO
Branco	B-PESSOA_INDIVIDUAL
foi	O
escalado	O
pela	O
primeira	O
vez	O
?	O
De	O
que	O
consiste	O
o	O
Monte	B-LOCAL_FISICO
Branco	B-COISA_OBJECTO
?	O
Qual	O
o	O
comprimento	O
da	O
alameda	O
principal	O
do	O
Prater	O
?	O
O	O
que	O
e	O
o	O
``	O
Wurstelprater	O
''	B-PESSOA_INDIVIDUAL
?	O
Onde	O
fica	O
o	O
Calafati	O
?	O
Quando	O
foi	O
publicada	O
a	B-TEMPO_TEMPO_CALEND
API	O
Web	B-LOCAL_VIRTUAL
do	O
Google	B-ORGANIZACAO_EMPRESA
Qual	O
é	O
o	O
objectivo	O
do	O
Protocolo	B-OBRA_PLANO
de	I-OBRA_PLANO
Quioto	I-OBRA_PLANO
?	O
Diga	O
três	B-TEMPO_TEMPO_CALEND
estados	O
signatários	O
do	O
Protocolo	B-OBRA_PLANO
.	O
Quantos	O
estados	O
aderiram	O
ao	O
Protocolo	B-OBRA_PLANO
de	I-OBRA_PLANO
Quioto	I-OBRA_PLANO
?	O
Quem	O
é	O
o	O
líder	B-PESSOA_CARGO
da	O
organização	O
Pro	O
Familia	O
?	O
Quantos	O
membros	O
têm	O
a	O
organização	O
?	O
Qual	O
é	O
o	O
pico	O
mais	B-VALOR_QUANTIDADE
alto	O
de	O
África	B-ORGANIZACAO_ADMINISTRACAO
?	O
Quando	O
é	O
que	O
foi	O
criado	O
o	O
Parque	B-LOCAL_OUTRO
Nacional	I-LOCAL_OUTRO
do	O
Kilimanjaro	O
?	O
De	O
que	O
material	O
é	O
feito	O
o	O
Kilimanjaro	O
?	O
A	O
que	O
partido	O
pertence	O
Angela	O
Merkel	O
?	O
Como	O
se	O
chama	O
o	O
irmão	O
dela	O
?	O
Quem	O
disse	O
``	O
Die	O
multikulturelle	O
Gegelllschaft	O
ist	O
gescheitert	O
''	B-PESSOA_INDIVIDUAL
?	O
.	O
O	O
que	O
é	O
uma	O
Okiya	O
?	O
O	O
que	O
são	O
hanamachi	O
?	O
Em	O
que	O
cidades	O
japonesas	O
ainda	O
existem	O
?	O
Quanto	O
custou	O
a	O
construção	O
da	O
Torre	B-OBRA_ARTE
Eiffel	O
?	O
Quem	O
é	O
Samuel	O
Hahnemann	O
?	O
Em	B-TEMPO_TEMPO_CALEND
homeopatia	O
,	O
como	O
se	O
que	O
chama	O
o	O
processo	O
de	O
diluição	O
?	O
Em	O
quantos	O
livros	O
está	O
dividido	O
«	O
O	O
Senhor	O
dos	O
Anéis	O
»	O
?	O
Onde	O
fica	O
o	O
Alhambra	B-LOCAL_HUMANO
?	O
Onde	O
fica	O
a	O
sede	O
da	O
Warner	O
Bros.	O
?	O
Com	O
que	O
companhia	O
se	O
fundiu	O
a	B-TEMPO_TEMPO_CALEND
Warner	O
Bros.	O
em	B-TEMPO_TEMPO_CALEND
2000	I-TEMPO_TEMPO_CALEND
?	O
Que	O
profissão	O
praticou	O
Gerhard	O
Schröder	O
e	O
1978	B-TEMPO_TEMPO_CALEND
a	B-TEMPO_TEMPO_CALEND
1990	I-TEMPO_TEMPO_CALEND
?	O
Em	O
que	O
encontro	O
ele	O
foi	O
representado	O
por	O
Chirac	B-PESSOA_INDIVIDUAL
?	O
Como	O
se	O
chama	O
a	O
quarta	O
mulher	O
dele	O
?	O
Qual	O
a	B-TEMPO_TEMPO_CALEND
profundidade	O
do	O
Grand	B-ACONTECIMENTO_ORGANIZADO
Canyon	O
?	O
Como	O
se	O
chamam	O
as	O
três	B-TEMPO_TEMPO_CALEND
cataratas	O
do	O
Canyon	O
?	O
Que	O
marca	O
fez	O
Benetton	O
famoso	O
?	O
Onde	O
fica	O
o	O
Carlton	O
Center	O
?	O
O	O
que	O
é	O
Putuo	O
?	O
Quando	O
foi	O
fundada	O
a	B-TEMPO_TEMPO_CALEND
SEAT	O
?	O
A	O
que	O
companhia	O
alemã	O
pertence	O
hoje	B-TEMPO_TEMPO_CALEND
a	B-TEMPO_TEMPO_CALEND
SEAT	O
?	O
Em	O
que	O
concerto	O
participaram	O
os	O
Coldplay	O
a	B-TEMPO_DURACAO
2	B-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Julho	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
2005	I-TEMPO_TEMPO_CALEND
?	O
Que	O
idade	O
tinha	O
Cate	O
Blanchett	O
quando	O
lhe	O
morreu	O
o	O
pai	O
?	O
Qual	O
foi	O
o	O
primeiro	O
filme	O
dela	O
?	O
De	O
que	O
país	O
é	O
Peter	O
Jackson	B-PESSOA_INDIVIDUAL
?	O
O	O
que	O
significa	O
viquingue	O
?	O
O	O
que	O
é	O
o	O
Santo	B-PESSOA_INDIVIDUAL
Ofício	O
?	O
Até	O
quando	O
existiu	O
a	B-TEMPO_TEMPO_CALEND
Inquisição	O
em	O
França	B-LOCAL_HUMANO
?	O
Como	O
se	O
chamava	O
a	O
mãe	O
de	O
Nero	O
?	O
Isabel	B-PESSOA_INDIVIDUAL
Allende	O
é	O
parente	O
de	O
que	O
antigo	O
presidente	O
do	B-PESSOA_CARGO
Chile	I-PESSOA_CARGO
?	O
Onde	O
ficam	O
as	O
universidades	O
de	O
Yale	O
e	O
Harvard	O
?	O
Qual	O
é	O
o	O
maior	O
estado	O
da	O
Nova	B-LOCAL_HUMANO
Inglaterra	I-LOCAL_HUMANO
?	O
Porque	O
é	O
que	O
foi	O
construída	O
a	B-TEMPO_TEMPO_CALEND
Coluna	O
da	O
Vitória	B-LOCAL_HUMANO
em	O
Berlim	B-LOCAL_HUMANO
?	O
Como	O
se	O
chama	O
a	B-TEMPO_TEMPO_CALEND
escultura	O
de	O
bronze	O
que	O
existe	O
na	O
Coluna	O
da	O
Vitória	B-LOCAL_HUMANO
?	O
Quando	O
é	O
que	O
morreu	O
Alfred	B-PESSOA_INDIVIDUAL
Hitchcock	O
?	O
Para	O
onde	O
é	O
que	O
ele	O
emigrou	O
em	B-TEMPO_TEMPO_CALEND
1939	I-TEMPO_TEMPO_CALEND
?	O
Como	O
é	O
que	O
se	O
chamava	O
o	O
seu	O
primeiro	O
filme	O
americano	O
?	O
Quem	O
organiza	O
o	O
Carnaval	B-OBRA_REPRODUZIDA
do	O
Rio	B-LOCAL_HUMANO
?	O
Qual	O
é	O
o	O
comprimento	O
da	O
arena	O
do	O
Sambódromo	O
?	O
Ali	O
,	O
só	O
me	O
lembro	O
de	O
ser	O
eu.	O
Mas	O
talvez	O
houvesse	O
outros	O
,	O
da	O
família	O
Xara	O
Brasil	B-LOCAL_HUMANO
,	O
que	O
eram	O
as	O
pessoas	O
ali	O
principais	O
,	O
e	O
eram	O
realmente	O
...	O
não	O
me	O
lembro.	O
Agora	O
outros	O
meninos	O
em	O
Lisboa	B-LOCAL_HUMANO
,	O
ou	O
iam	O
para	O
as	O
piscinas	O
,	O
de	B-TEMPO_TEMPO_CALEND
Algés	O
e	O
Dafundo	O
,	O
e	O
outras	O
coisas	O
assim.	O
D	O
:	O
Mas	O
conta	O
lá	O
...	O
como	O
é	O
que	O
aprendeste	O
a	B-TEMPO_TEMPO_CALEND
nadar	O
,	O
que	O
é	O
engraçado	O
Aprendi	O
a	B-TEMPO_TEMPO_CALEND
nadar	O
,	O
como	O
digo	O
,	O
com	O
esse	O
velho	O
lobo	O
do	O
mar	O
que	O
se	O
tinha	O
tornado	O
banheiro	O
da	O
praia	O
de	O
S.	B-PESSOA_MEMBRO
Bernardino	O
;	O
tinha	O
um	O
chapéu	O
mole	O
assim	O
amachucado	O
,	O
um	O
fato	O
de	O
macaco	O
,	O
e	O
uma	O
cabaça	O
à	O
cintura	O
e	O
ele	O
puxav	O
...	O
agarrava-me	O
assim	O
no	O
queixo	O
,	O
com	O
a	B-TEMPO_TEMPO_CALEND
mão	O
,	O
e	O
depois	B-TEMPO_TEMPO_CALEND
dizia-me	O
os	O
movimentos	O
que	O
eu	O
devia	O
fazer	O
,	O
nadar	O
é	O
claro	O
,	O
os	O
bálticos	O
,	O
não	O
é	O
?	O
E	O
foi	O
assim	O
que	O
eu	O
aprendi.	O
D	O
:	O
ele	O
atirava-te	O
para	O
a	B-TEMPO_TEMPO_CALEND
água	O
com	O
a	B-TEMPO_TEMPO_CALEND
cabaça	O
?	O
Como	O
?	O
Não	O
,	O
a	B-TEMPO_TEMPO_CALEND
cabaça	O
ele	O
andava	O
ali	O
sempre	O
com	O
ela	O
,	O
como	O
banheiro	O
...	O
era	O
bóia	O
,	O
a	B-TEMPO_TEMPO_CALEND
cabaça	O
servia	O
de	O
bóia	O
D	O
:	O
então	O
ele	O
atirava-te	O
à	O
água	O
...	O
Não	O
,	O
ali	O
à	O
borda	O
de	O
água	O
!	O
à	O
borda	O
,	O
primeiro	O
começava-se	O
à	O
borda	O
de	O
água	O
...	O
mas	O
com	O
altura	B-TEMPO_TEMPO_CALEND
suficiente	O
para	O
eu	O
já	O
poder	O
nadar.	O
E	O
ele	O
pegava-me	O
assim	O
pelo	O
queixo	O
para	O
me	O
ajudar	O
,	O
e	O
nadava	O
de	O
bruços	O
,	O
claro	O
!	O
nadava	O
de	O
bruços	O
D	O
:	O
Mas	O
depois	B-TEMPO_TEMPO_CALEND
...	O
depois	B-TEMPO_TEMPO_CALEND
...	O
tornaste-te	O
uma	O
grande	O
nadadora	O
Depois	O
...	O
na	O
dita	O
praia	O
de	O
S.	B-PESSOA_MEMBRO
Bernardino	O
,	O
e	O
depois	B-TEMPO_TEMPO_CALEND
na	O
Praia	B-LOCAL_HUMANO
das	O
Maçãs	O
,	O
tornei-me	O
uma	O
grande	O
nadadora	O
é	O
uma	O
maneira	O
um	O
bocadinho	O
...	O
como	O
hei-de	O
dizer	O
?	O
pouco	O
rigorosa	O
de	O
dizer.	O
Eu	O
era	O
uma	O
nadadora	O
de	O
muita	O
resistência.	O
De	O
fundo	O
,	O
digamos.	O
Mas	O
sempre	O
com	O
aquele	O
estilo	O
,	O
que	O
passou	O
de	O
bruços	O
para	O
agulha	O
,	O
e	O
que	O
realmente	O
me	O
fazia	O
avançar	O
muito	O
,	O
mas	O
eu	O
não	O
sabia	O
outro	O
estilo	O
,	O
nunca	O
nadei	O
de	O
braçada	O
,	O
crawl	O
...	O
D	O
:	O
Até	O
longe	O
!	O
S.	B-PESSOA_INDIVIDUAL
Bernardino	O
não	O
ia	O
longe	O
,	O
mas	O
...	O
na	O
Praia	B-LOCAL_HUMANO
das	O
Maçãs	O
ia.	O
Até	O
tão	O
longe	O
que	O
a	O
minha	O
mãe	O
da	O
praia	O
não	O
me	O
via	O
!	O
Só	B-ABSTRACCAO_NOME
que	O
havia	O
um	O
barco	O
,	O
uma	O
chata	O
...	O
um	O
bocado	O
...	O
entre	O
o	O
sítio	O
onde	O
eu	O
estava	O
e	O
a	B-TEMPO_TEMPO_CALEND
praia	O
que	O
era	O
para	O
nos	O
mostrar	O
,	O
a	B-TEMPO_TEMPO_CALEND
mim	O
e	O
ao	O
Caldeira	O
Pires	O
,	O
que	O
era	O
...	O
que	O
éramos	O
os	O
únicos	O
que	O
tínhamos	O
essa	O
autorização	O
para	O
ir	O
assim	O
longe	O
numa	O
determinada	O
direcção	O
...	O
em	B-TEMPO_TEMPO_CALEND
S.	B-PESSOA_INDIVIDUAL
Bernardino	O
,	O
a	O
única	O
avaria	O
foi	O
na	O
Berlenga	O
,	O
também.	O
Parece	O
que	O
estava	O
fadada	O
para	O
as	O
tais	O
aventuras	O
da	O
Berlenga	O
!	O
Porque	O
aí	O
,	O
na	O
Berlenga	O
,	O
formos	O
numa	O
excursão	O
organizada	O
pelo	O
...	O
Xara	O
Brasil	B-LOCAL_HUMANO
e	O
por	O
um	O
senhor	O
que	O
era	O
governador	O
de	O
Peniche	O
ou	O
qualquer	O
coisa	O
assim	O
...	O
ou	O
presidente	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Câmara	I-PESSOA_CARGO
,	O
para	O
homenagear	O
uma	O
figura	O
nobre	O
que	O
era	O
um	O
arquiduque	O
austríaco	O
...	O
e	O
fizeram	O
D	O
:	O
Estava	O
lá	O
?	O
Estava	O
,	O
estava	O
em	O
Portugal	B-LOCAL_HUMANO
,	O
e	O
foi	O
lá	O
parece	O
,	O
casar	O
com	O
uma	O
senhora	O
que	O
era	O
a	O
rainha	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Boémia	O
e	O
que	O
...	O
tinha	O
um	O
filho.	O
Mas	O
isto	O
foi	O
muito	O
mais	O
tarde	B-TEMPO_TEMPO_CALEND
,	O
foi	O
aos	O
quinze	O
anos	O
...	O
ou	O
dezasseis	O
,	O
porqu	O
nós	O
fomos.	O
Não	O
íamos	O
nunca	O
seguidamente	O
para	O
um	O
sítio	O
,	O
não	O
é	O
?	O
ìamos	O
um	O
aano	O
para	O
uma	O
praia	O
,	O
outro	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
para	O
outra	O
...	O
D	O
:	O
Ah	O
,	O
nunca	O
iam	O
para	O
o	O
mesmo	B-TEMPO_TEMPO_CALEND
sítio	O
...	O
Não.	O
Foi	O
por	O
isso	O
que	O
o	O
meu	O
pai	O
nunca	O
aceitou	O
fazer	O
uma	O
praia	O
na	O
Areia	O
Branca	B-LOCAL_HUMANO
!	O
Porque	O
ele	O
tinha	O
tido	O
a	B-TEMPO_TEMPO_CALEND
possibilidade	O
de	O
comprar	O
terreno	O
baratíssimo	O
e	O
fazer	O
a	B-TEMPO_TEMPO_CALEND
segunda	O
casa	O
da	O
Areia	O
Branca	B-LOCAL_HUMANO
!	O
Ele	O
não	O
queria	O
um	O
sítio	O
fixo	O
que	O
o	O
obrigasse	O
a	B-TEMPO_TEMPO_CALEND
...	O
Uma	O
alteração	O
num	O
único	O
gene	O
é	O
capaz	O
de	O
transformar	O
um	O
vírus	O
inofensivo	O
no	O
agente	O
causador	O
de	O
uma	O
gripe	O
mortal.	O
A	O
descoberta	O
,	O
segundo	B-TEMPO_TEMPO_CALEND
pesquisadores	O
da	O
Universidade	B-ORGANIZACAO_INSTITUICAO
de	O
Wisconsin	O
-	O
Madison	O
(	O
EUA	B-ORGANIZACAO_ADMINISTRACAO
)	O
,	O
poderá	O
levar	O
à	O
compreensão	O
de	O
como	O
as	O
epidemias	O
da	O
doença	O
surgem	O
e	O
qual	O
a	O
melhor	O
forma	O
de	O
combatê-las.	O
A	O
equipe	O
liderada	O
por	O
Yoshihiro	O
Kawaoka	O
analisou	O
amostras	O
do	O
H5N1	O
,	O
o	O
vírus	O
influenza	O
que	O
,	O
em	B-TEMPO_TEMPO_CALEND
1997	I-TEMPO_TEMPO_CALEND
,	O
matou	O
6	B-TEMPO_TEMPO_CALEND
das	O
18	B-VALOR_QUANTIDADE
pessoas	O
infectadas	O
,	O
em	B-TEMPO_TEMPO_CALEND
Hong	O
Kong	O
.	O
Essas	O
amostras	O
foram	O
inoculadas	O
em	B-TEMPO_TEMPO_CALEND
camundongos	O
e	O
,	O
de	O
acordo	O
com	O
os	O
sintomas	O
apresentados	O
pelos	O
animais	O
,	O
foram	O
divididas	O
em	O
dois	O
grupos.	O
O	O
primeiro	O
grupo	O
causava	O
uma	O
forma	O
de	O
infecção	O
letal	O
,	O
matando	O
os	O
camundongos	O
,	O
e	O
o	O
segundo	B-TEMPO_TEMPO_CALEND
provocava	O
apenas	O
problemas	O
respiratórios	O
como	O
sintomas.	O
Para	O
descobrir	O
a	O
razão	O
dessa	O
diferença	O
,	O
Kawaoka	O
usou	O
uma	O
estratégia	O
de	O
``	O
engenheirar	O
''	B-PESSOA_INDIVIDUAL
os	O
vírus	O
,	O
trocando	O
genes	O
entre	O
as	O
linhagens	O
virais.	O
Desse	O
modo	O
,	O
conseguiu	O
identificar	O
qual	O
deles	O
era	O
o	O
responsável	O
pela	O
maior	O
capacidade	O
de	O
infecção	O
do	O
influenza.	O
''	B-PESSOA_INDIVIDUAL
Uma	O
mudança	O
de	O
apenas	O
uma	O
base	O
[	O
letra	O
]	O
no	O
gene	O
PB2	O
[	O
que	O
resultou	O
na	O
modificação	O
de	O
um	O
aminoácido	O
na	O
proteína	O
por	O
ele	O
codificada	O
]	O
parece	O
ser	O
a	B-TEMPO_TEMPO_CALEND
causa	O
da	O
virulência	O
do	O
influenza	O
''	B-PESSOA_INDIVIDUAL
,	O
explica.	O
Os	O
cientistas	O
ainda	O
não	O
sabem	O
exatamente	O
qual	O
o	O
papel	O
do	O
PB2	O
,	O
mas	O
ele	O
parece	O
codificar	O
uma	O
enzima	O
responsável	O
pela	O
indução	O
de	O
um	O
número	O
maior	O
de	O
partículas	O
virais	O
nas	O
células	O
infectadas.	O
O	O
estudo	O
do	O
grupo	O
de	O
Kawaoka	O
está	O
na	O
edição	O
de	O
hoje	B-TEMPO_GENERICO
da	O
revista	O
científica	O
``	O
Science	B-OBRA_REPRODUZIDA
``	O
.	O
A	O
MINHOCA	O
E	O
A	O
MAÇÃ	O
Durante	O
a	B-TEMPO_TEMPO_CALEND
discussão	O
sobre	O
a	O
natureza	O
do	O
salazarismo	O
,	O
e	O
depois	O
de	O
assinalar	O
,	O
com	O
o	O
fastio	O
do	O
costume	O
,	O
a	B-TEMPO_TEMPO_CALEND
ignorância	O
grotesca	O
do	O
adversário	O
,	O
Vasco	B-PESSOA_INDIVIDUAL
Pulido	O
Valente	O
recomendou-lhe	O
esta	O
reflexão	O
:	B-OBRA_REPRODUZIDA
«	O
Vítor	B-PESSOA_INDIVIDUAL
Dias	I-PESSOA_INDIVIDUAL
que	O
puxe	O
pela	O
cabeça	O
:	B-OBRA_REPRODUZIDA
existe	O
em	O
Portugal	B-ORGANIZACAO_ADMINISTRACAO
alguém	O
ou	O
alguma	O
coisa	O
a	O
que	O
o	O
PCP	B-ORGANIZACAO_INSTITUICAO
já	O
não	O
chamou	O
'fascista	O
?	O
?	O
»	O
Bom	O
argumento.	O
De	O
facto	O
,	O
a	B-TEMPO_TEMPO_CALEND
repetição	O
exaustiva	O
da	O
mesma	O
acusação	O
desacredita	O
o	O
acusador.	O
Proponho	O
,	O
por	O
isso	O
,	O
outra	O
reflexão.	O
Vasco	B-PESSOA_INDIVIDUAL
Pulido	O
Valente	O
que	O
puxe	O
pela	O
cabeça	O
:	B-OBRA_REPRODUZIDA
existe	O
em	O
