THANKSGIVING	B-ACONTECIMENTO
"	O
?	O
Além	O
do	O
Reino	B-LOCAL
Unido	I-LOCAL
,	O
que	O
outros	O
países	O
participaram	O
?	O
De	O
que	O
horas	O
a	O
que	O
horas	O
é	O
que	O
ocorreu	O
o	O
evento	O
?	O
Diga	O
um	O
tipo	O
de	O
avião	O
que	O
tenha	O
participado	O
.	O
Quem	O
é	O
Thom	B-PESSOA
Rotella	I-PESSOA
?	O
De	O
onde	O
é	O
que	O
ele	O
é	O
?	O
Diga	O
um	O
tipo	O
de	O
viola	O
que	O
Rotella	B-PESSOA
toque	O
.	O
Diga	O
um	O
clube	O
onde	O
ele	O
tenha	O
tocado	O
.	O
O	O
que	O
é	O
a	O
KORG	B-ORGANIZACAO
onde	O
Niky	B-PESSOA
Orellana	I-PESSOA
é	O
comentador	O
de	O
futebol	O
?	O
Onde	O
é	O
que	O
tem	O
a	O
sua	O
sede	O
?	O
O	O
que	O
é	O
Kia	B-ORGANIZACAO
?	O
Quem	O
é	O
o	O
americano	O
que	O
foi	O
nomeado	O
para	O
a	O
direcção	O
em	B-TEMPO
Setembro	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
Diga	O
um	O
modelo	O
da	O
Kia	B-COISA
.	O
Quantos	O
carros	O
é	O
que	O
a	O
Kia	B-ORGANIZACAO
produz	O
por	B-TEMPO
ano	I-TEMPO
?	O
O	O
que	O
é	O
Zanussi	B-ORGANIZACAO
?	O
Onde	O
é	O
que	O
fica	O
a	O
sede	O
?	O
Quem	O
é	O
Will	B-PESSOA
Carling	I-PESSOA
?	O
Quem	O
é	O
Lester	B-PESSOA
Piggott	I-PESSOA
?	O
Quantos	O
vencedores	O
do	O
British	B-COISA
Classic	I-COISA
é	O
que	O
ele	O
montou	O
?	O
Quanto	O
tempo	O
é	O
que	O
ele	O
passou	O
na	O
prisão	O
por	O
crimes	O
fiscais	O
?	O
Quem	O
é	O
Jonathan	B-PESSOA
Edwards	I-PESSOA
?	O
Quem	O
são	O
os	O
"	O
All	B-PESSOA
Blacks	I-PESSOA
"	O
?	O
Quem	O
é	O
o	O
seu	O
capitão	O
?	O
O	O
que	O
é	O
arnica	O
?	O
Que	O
companhia	O
produz	O
Ribena	B-COISA
?	O
O	O
que	O
é	O
Glaxo	O
?	O
O	O
que	O
é	O
Zantac	O
?	O
O	O
que	O
é	O
Flexoset	O
?	O
O	O
que	O
é	O
a	O
Lakeland	B-ACONTECIMENTO
Plastics	I-ACONTECIMENTO
?	O
Dá	O
-	O
me	O
informação	O
sobre	O
o	O
iate	O
"	O
Geronimo	B-COISA
"	O
.	O
Quem	O
é	O
Keith	B-PESSOA
Musto	I-PESSOA
?	O
O	O
que	O
é	O
o	O
HSBC	B-ABSTRACCAO
?	O
Quem	O
é	O
sir	B-PESSOA
Denys	I-PESSOA
Henderson	I-PESSOA
?	O
Quem	O
é	O
Nguyen	B-PESSOA
Chi	I-PESSOA
Thien	I-PESSOA
?	O
Quando	O
é	O
que	O
ele	O
desapareceu	O
?	O
O	O
que	O
é	O
o	O
Eurofighter	O
?	O
Quem	O
escreveu	O
a	O
canção	O
"	O
Dancing	B-OBRA
Queen	I-OBRA
"	O
?	O
Quantas	O
pessoas	O
tinha	O
esse	O
grupo	O
?	O
O	O
que	O
é	O
um	O
polígrafo	O
?	O
Quando	O
é	O
que	O
foi	O
inventado	O
?	O
Quem	O
é	O
que	O
o	O
inventou	O
?	O
Em	O
que	O
universidade	O
é	O
que	O
o	O
inventor	O
estudava	O
então	O
?	O
Para	O
que	O
organização	O
nos	O
EUA	B-LOCAL
trabalhava	O
Aldrich	B-PESSOA
H.	I-PESSOA
Ames	I-PESSOA
?	O
A	O
que	O
país	O
é	O
que	O
Ames	B-PESSOA
vendia	O
informação	O
?	O
Como	O
é	O
que	O
se	O
chamava	O
a	O
mulher	O
dele	O
?	O
Quando	O
é	O
que	O
ele	O
foi	O
preso	O
?	O
Quando	O
é	O
que	O
nasceu	O
Yitzhak	B-PESSOA
Rabin	I-PESSOA
?	O
Quando	O
é	O
que	O
ele	O
morreu	O
?	O
Qual	O
era	O
a	O
sua	O
profissão	O
quando	O
morreu	O
?	O
Quantas	O
pessoas	O
foram	O
a	O
Jerusálem	B-LOCAL
prestar	O
homenagem	O
a	O
Rabin	B-PESSOA
quando	O
ele	O
morreu	O
?	O
O	O
que	O
são	O
"	O
Frosties	B-COISA
"	O
?	O
Que	O
companhia	O
é	O
que	O
os	O
produz	O
?	O
Quando	O
é	O
que	O
eles	O
foram	O
lançados	O
?	O
Qual	O
é	O
a	O
mascote	O
dos	O
Frosties	B-COISA
?	O
O	O
que	O
é	O
Sky	B-ORGANIZACAO
Europe	I-ORGANIZACAO
?	O
Quando	O
é	O
que	O
foi	O
fundada	O
?	O
Quantas	O
pessoas	O
é	O
que	O
emprega	O
?	O
Quantas	O
linhas	O
opera	O
?	O
Que	O
presidente	O
americano	O
organizou	O
o	O
Acordo	B-OBRA
de	I-OBRA
Camp	I-OBRA
David	I-OBRA
?	O
Em	O
que	O
ano	O
tiveram	O
lugar	O
as	O
negociações	O
?	O
Quantos	O
acordos	O
foram	O
assinados	O
?	O
Em	O
que	O
data	O
foi	O
assinado	O
posteriormente	O
o	O
tratado	O
de	O
paz	O
entre	O
Israel	B-ORGANIZACAO
e	O
o	O
Egipto	B-ORGANIZACAO
?	O
O	O
que	O
é	O
o	O
efeito	O
de	O
estufa	O
?	O
Em	O
que	O
ano	O
é	O
que	O
o	O
efeito	O
de	O
estufa	O
foi	O
descoberto	O
?	O
Quem	O
é	O
que	O
o	O
descobriu	O
?	O
Menciona	O
um	O
gás	O
que	O
contribua	O
para	O
o	O
aquecimento	O
global	O
.	O
Quem	O
foi	O
Stu	B-PESSOA
Sutcliffe	I-PESSOA
?	O
Quando	O
é	O
que	O
ele	O
se	O
juntou	O
aos	O
Beatles	B-PESSOA
?	O
Que	O
instrumento	O
é	O
que	O
ele	O
tocava	O
?	O
O	O
que	O
é	O
que	O
ele	O
vendeu	O
ao	O
homem	O
de	O
negócios	O
John	B-PESSOA
Moores	I-PESSOA
para	O
comprar	O
uma	O
viola	O
?	O
O	O
que	O
é	O
um	O
iPod	B-COISA
?	O
Quem	O
é	O
que	O
o	O
faz	O
?	O
Quando	O
é	O
que	O
foi	O
lançado	O
?	O
Quem	O
fez	O
o	O
disco	O
duro	O
para	O
os	O
iPod	B-COISA
de	O
primeira	O
geração	O
?	O
O	O
que	O
é	O
uma	O
gripe	O
azul	O
?	O
Diz	O
uma	O
profissão	O
cujos	O
membros	O
podem	O
dizer	O
sofrer	O
de	O
"	O
gripe	O
azul	O
"	O
.	O
Em	O
que	O
país	O
nasceu	O
Edouard	B-PESSOA
Balladur	I-PESSOA
?	O
Quando	O
é	O
que	O
ele	O
se	O
tornou	O
presidente	B-PESSOA
de	I-PESSOA
França	I-PESSOA
?	O
A	O
que	O
partido	O
político	O
pertencia	O
?	O
De	B-TEMPO
1968	I-TEMPO
a	I-TEMPO
1980	I-TEMPO
,	O
ele	O
foi	O
presidente	O
de	O
que	O
companhia	O
?	O
Qual	O
é	O
o	O
aperitivo	O
mais	O
popular	O
na	O
Grã	B-LOCAL
-	I-LOCAL
Bretanha	I-LOCAL
?	O
Quantas	O
pessoas	O
na	O
Grã	B-LOCAL
-	I-LOCAL
Bretanha	I-LOCAL
comem	O
os	O
"	O
Walkers	B-COISA
"	O
desta	O
marca	O
todos	B-TEMPO
os	I-TEMPO
dias	I-TEMPO
?	O
Qual	O
é	O
o	O
sabor	O
de	O
batata	O
frita	O
de	O
pacote	O
mais	O
popular	O
na	O
Grã	B-LOCAL
-	I-LOCAL
Bretanha	I-LOCAL
?	O
Que	O
companhia	O
britânica	O
faz	O
batata	O
frita	O
de	O
pacote	O
à	O
mão	O
?	O
Diz	O
uma	O
madeira	O
que	O
se	O
use	O
para	O
construir	O
barcos	O
.	O
Diz	O
uma	O
madeira	O
que	O
se	O
use	O
para	O
fazer	O
contraplacado	O
.	O
Diz	O
uma	O
madeira	O
que	O
se	O
use	O
para	O
produzir	O
violinos	O
.	O
Diz	O
uma	O
madeira	O
usada	O
para	O
fazer	O
papel	O
.	O
Diz	O
um	O
alimento	O
que	O
seja	O
parte	O
da	O
alimentação	O
básica	O
no	O
Sudeste	B-LOCAL
Asiático	I-LOCAL
.	O
Diz	O
um	O
alimento	O
que	O
seja	O
parte	O
da	O
alimentação	O
básica	O
na	O
Europa	B-LOCAL
.	O
Diz	O
um	O
tipo	O
de	O
plástico	O
usado	O
para	O
fazer	O
plástico	O
reforçado	O
com	O
fibra	O
de	O
carbono	O
.	O
Diz	O
uma	O
ponte	O
que	O
tenha	O
sido	O
reforçada	O
com	O
fibra	O
de	O
carbono	O
.	O
Diz	O
um	O
consumível	O
que	O
pode	O
ser	O
feito	O
com	O
fibra	O
de	O
carbono	O
.	O
Que	O
sistema	O
de	O
pensões	O
diz	O
ser	O
"	O
o	O
segundo	O
maior	O
do	O
Reino	B-LOCAL
Unido	I-LOCAL
pelo	O
montante	O
do	O
fundo	O
"	O
?	O
A	O
que	O
companhia	O
comprou	O
o	O
Centro	B-LOCAL
Comercial	I-LOCAL
Forestside	I-LOCAL
em	O
Belfast	B-LOCAL
por	O
50	B-VALOR
milhões	I-VALOR
de	I-VALOR
libras	I-VALOR
em	B-TEMPO
1998	I-TEMPO
?	O
Que	O
organismo	O
administra	O
o	O
Sistema	B-OBRA
de	I-OBRA
Pensões	I-OBRA
do	O
SNS	B-ORGANIZACAO
britânico	O
?	O
A	O
quantas	O
pessoas	O
foi	O
até	O
agora	O
atribuída	O
a	O
Medalha	B-OUTRO
Olímpica	I-OUTRO
Nobre	I-OUTRO
Guedes	I-OUTRO
?	O
Quem	O
é	O
que	O
a	O
recebeu	O
em	B-TEMPO
1951	I-TEMPO
em	O
vela	O
?	O
Quem	O
é	O
que	O
a	O
recebeu	O
em	B-TEMPO
2005	I-TEMPO
em	O
judo	O
?	O
Quadrinhos	O
e	O
pop	O
art	O
-	O
É	O
neste	O
processo	O
de	O
renovação	O
da	O
sociedade	O
norte	O
-	O
americana	O
que	O
a	O
pop	O
art	O
ganha	O
um	O
impulso	O
e	O
,	O
de	O
certa	O
forma	O
,	O
contribui	O
para	O
que	O
os	O
quadrinhos	O
voltem	O
de	O
novo	O
a	O
ser	O
tratados	O
como	O
coisa	O
séria	O
.	O
Os	O
artistas	O
procuravam	O
demolir	O
a	O
rigidez	O
e	O
a	O
seriedade	O
das	O
artes	O
plásticas	O
através	O
de	O
ícones	O
da	O
sociedade	O
ocidental	O
.	O
Garrafas	O
de	O
Coca	B-COISA
Cola	I-COISA
,	O
latas	O
de	O
sopa	O
,	O
símbolos	O
gráficos	O
usados	O
em	O
estações	O
de	O
metrô	O
eram	O
usados	O
em	O
associações	O
livres	O
que	O
permitiam	O
o	O
estabelecimento	O
de	O
relações	O
simbólicas	O
e	O
afetivas	O
com	O
as	O
obras	O
em	O
questão	O
.	O
Era	O
uma	O
arte	O
que	O
se	O
valia	O
da	O
repetição	O
de	O
signos	O
conhecidos	O
no	O
intuito	O
de	O
buscar	O
uma	O
identificação	O
com	O
o	O
público	O
a	O
que	O
ela	O
se	O
destinava	O
.	O
A	O
idéia	O
era	O
eliminar	O
as	O
barreiras	O
entre	O
as	O
culturas	O
erudita	O
e	O
popular	O
.	O
Sendo	O
assim	O
,	O
é	O
compreensível	O
que	O
os	O
grandes	O
nomes	O
da	O
pop	O
art	O
utilizassem	O
também	O
as	O
histórias	O
em	O
quadrinhos	O
como	O
um	O
elemento	O
a	O
mais	O
dentro	O
de	O
seus	O
trabalhos	O
.	O
Afinal	O
,	O
a	O
linguagem	O
das	O
HQs	B-COISA
,	O
um	O
balão	O
de	O
texto	O
ligado	O
a	O
uma	O
imagem	O
,	O
possibilita	O
a	O
compreensão	O
imediata	O
da	O
mensagem	O
.	O
Além	O
do	O
que	O
,	O
graficamente	O
,	O
eles	O
dispunham	O
de	O
inúmeras	O
referências	O
que	O
serviriam	O
de	O
parâmetro	O
para	O
os	O
pintores	O
pop	O
.	O
Isso	O
pode	O
ser	O
visto	O
na	O
obra	O
de	O
Roy	B-PESSOA
Lichtenstein	I-PESSOA
e	O
seus	O
painéis	O
diretamente	O
copiados	O
de	O
tiras	O
de	O
jornal	O
e	O
,	O
em	O
menor	O
escala	O
,	O
no	O
trabalho	O
de	O
Andy	B-PESSOA
Warhol	I-PESSOA
.	O
Neste	O
caso	O
,	O
mais	O
em	O
decorrência	O
da	O
forma	O
como	O
ele	O
dispunha	O
suas	O
obras	O
-	O
utilizando	O
a	O
narrativa	O
seqüencial	O
em	O
cores	O
primárias	O
nos	O
célebres	O
retratos	O
de	O
Marilyn	B-PESSOA
Monroe	I-PESSOA
,	O
Mao	B-PESSOA
Tsé	I-PESSOA
Tung	I-PESSOA
e	O
James	B-PESSOA
Dean	I-PESSOA
-	O
do	O
que	O
propriamente	O
por	O
se	O
comportar	O
como	O
um	O
quadrinhista	O
tradicional	O
.	O
Ao	O
levar	O
para	O
as	O
galerias	O
a	O
estética	O
das	O
HQs	B-COISA
,	O
a	O
pop	O
arte	O
fez	O
com	O
que	O
os	O
quadrinhos	O
ganhassem	O
de	O
volta	O
o	O
respeito	O
que	O
haviam	O
perdido	O
na	B-TEMPO
década	I-TEMPO
de	I-TEMPO
50	I-TEMPO
.	O
Claro	O
que	O
isso	O
não	O
seria	O
possível	O
sem	O
a	O
renovação	O
promovida	O
pelos	O
Comix	B-ABSTRACCAO
.	O
Com	O
a	O
pop	O
art	O
os	O
quadrinhos	O
passaram	O
a	O
ser	O
aceitos	O
por	O
uma	O
camada	O
mais	O
intelectualizada	O
da	O
sociedade	O
.	O
Jules	B-PESSOA
Feiffer	I-PESSOA
tem	O
suas	O
tiras	O
publicadas	O
nas	O
páginas	O
da	O
elitista	O
New	O
Yorker	O
.	O
Na	O
Europa	B-LOCAL
,	O
François	B-PESSOA
Truffaut	I-PESSOA
,	O
Alain	B-PESSOA
Resnais	I-PESSOA
,	O
Federico	B-PESSOA
Fellini	I-PESSOA
e	O
Umberto	B-PESSOA
Eco	I-PESSOA
,	O
teorizam	O
sobre	O
as	O
HQs	B-COISA
e	O
declaram	O
seu	O
amor	O
aos	O
quadrinistas	O
norte	O
-	O
americanos	O
.	O
Com	O
a	O
benção	O
da	O
pop	O
art	O
,	O
finalmente	O
as	O
histórias	O
em	O
quadrinhos	O
viraram	O
coisa	O
de	O
gente	O
grande	O
.	O
A	O
quebra	O
de	O
valores	O
promovida	O
pela	O
pop	O
art	O
,	O
pela	O
contracultura	O
,	O
pelos	O
comix	O
e	O
pela	O
beat	O
generation	O
influenciou	O
ainda	O
o	O
jornalismo	O
e	O
a	O
literatura	O
.	O
Hunter	B-PESSOA
S.	I-PESSOA
Thompson	I-PESSOA
e	O
Tom	B-PESSOA
Wolfe	I-PESSOA
criam	O
o	O
"	O
new	O
journalism	O
"	O
e	O
inventam	O
uma	O
nova	O
forma	O
de	O
narrativa	O
,	O
misturando	O
a	O
notícia	O
a	O
impressões	O
pessoais	O
e	O
estados	O
alterados	O
de	O
consciência	O
.	O
Se	O
,	O
por	O
um	O
lado	O
,	O
Thompson	B-PESSOA
experimentou	O
todos	O
os	O
tipos	O
de	O
substâncias	O
legais	O
e	O
ilegais	O
para	O
escrever	O
Fear	B-OBRA
&	I-OBRA
amp	I-OBRA
;	I-OBRA
Loathing	I-OBRA
in	I-OBRA
Las	I-OBRA
Vegas	I-OBRA
,	O
um	O
relato	O
de	O
suas	O
maluquices	O
na	O
capital	O
mundial	O
do	O
jogo	O
,	O
Wolfe	B-PESSOA
desenvolveu	O
uma	O
linguagem	O
acelerada	O
e	O
dinâmica	O
parecida	O
com	O
as	O
narrativas	O
das	O
HQs	B-COISA
.	O
Inclusive	O
com	O
a	O
utilização	O
de	O
onomatopéias	O
:	O
"	O
mesmo	O
que	O
alguém	O
quebrasse	O
a	O
corrente	O
e	O
em	O
que	O
todos	O
fluíam	O
e	O
fosse	O
bater	O
de	O
encontro	O
ao	O
asfalto	O
da	O
Grande	B-LOCAL
Estrada	I-LOCAL
a	O
noventa	O
quilômetros	O
por	O
hora	O
-	O
eles	O
possuiam	O
isso	O
gravado	O
na	O
fita	O
-	O
e	O
podiam	O
tocar	O
muitas	B-TEMPO
vezes	I-TEMPO
em	O
retardos	O
variáveis	O
,	O
skakkkkkkkkkkk	O
-	O
akkkkkkkk	O
-	O
akkkkk	O
-	O
akkkkkeeeeeeeeeeeeeeeeeeeeeeeeeeeee	O
eeeeeeeeeeeeeeeeeeeeeeeee	O
-	O
Nua	O
em	O
Pêlo	O
cada	O
vez	O
mais	O
esquisita	O
enrolada	O
na	O
manta	O
preta	O
,	O
tremendo	O
e	O
depois	O
se	O
levantando	O
feito	O
uma	O
alma	O
penada	O
...	O
...	O
É	O
loucura	O
,	O
delírio	O
,	O
piração	O
,	O
fora	O
da	O
realidade	O
,	O
com	O
metade	O
do	O
mesencéfalo	O
repetindo	O
VOCÊ	O
ESTÁ	O
MUITO	O
DOIDO	O
e	O
a	O
outra	O
metade	O
repetindo	O
VOCÊ	O
É	O
DEUS	B-PESSOA
...	O
Homem	O
home	O
on	O
the	O
range	O
,	O
cuspindo	O
e	O
buzinando	O
fonfonrofonfon	O
aquela	O
maldita	O
ladainha	O
ao	O
microfone	O
-	O
Home	O
...	O
home	O
...	O
on	O
the	O
ra	O
-	O
a	O
-	O
a	O
-	O
a	O
-	O
a	O
-	O
ange	O
...	O
"	O
Tom	B-PESSOA
Wolfe	I-PESSOA
-	O
O	O
Teste	O
do	O
Ácido	O
do	O
Refresco	O
Elétrico	O
Essa	O
foi	O
a	O
estética	O
vigente	O
dos	O
primeiros	O
textos	O
da	O
literatura	O
underground	O
norte	O
-	O
americana	O
.	O
Em	O
livros	O
como	O
V	B-OBRA
,	O
O	B-OBRA
Leilão	I-OBRA
do	I-OBRA
Lote	I-OBRA
49	I-OBRA
e	O
Arco	B-OBRA
Íris	I-OBRA
da	I-OBRA
Gravidade	I-OBRA
,	O
todos	O
publicados	O
no	B-TEMPO
período	I-TEMPO
que	O
vai	O
de	B-TEMPO
61	I-TEMPO
a	I-TEMPO
73	I-TEMPO
,	O
o	O
escritor	O
Thomas	B-PESSOA
Pynchon	I-PESSOA
freqüentemente	B-TEMPO
adota	O
um	O
modelo	O
de	O
narrativa	O
semelhante	O
ao	O
das	O
histórias	O
em	O
quadrinhos	O
e	O
nos	O
diverte	O
com	O
aviões	O
sendo	O
abatidos	O
por	O
uma	O
rajada	O
de	O
tortas	O
de	O
creme	O
,	O
sátiras	O
ao	O
quadrinho	O
de	O
herói	O
(	O
o	O
personagem	O
Homem	B-PESSOA
Foguete	I-PESSOA
é	O
claramente	O
inspirado	O
no	O
Capitão	B-PESSOA
América	I-PESSOA
)	O
,	O
monstros	O
imensos	O
que	O
surgem	O
do	O
nada	O
,	O
ratos	O
falantes	O
,	O
uma	O
rolha	O
assassina	O
que	O
persegue	O
um	O
casal	O
em	O
pleno	O
ato	O
sexual	O
e	O
personagens	O
como	O
nomes	O
improváveis	O
e	O
absurdos	O
(	O
Benny	B-ABSTRACCAO
Profane	I-ABSTRACCAO
,	O
Oedipa	B-ABSTRACCAO
e	O
Mucho	B-ABSTRACCAO
Maas	I-ABSTRACCAO
,	O
Pierce	B-ABSTRACCAO
Inverarity	I-ABSTRACCAO
,	O
Fausto	B-ABSTRACCAO
Magistral	I-ABSTRACCAO
,	O
Tyrone	B-ABSTRACCAO
Slothrop	I-ABSTRACCAO
,	O
General	B-ABSTRACCAO
Pudding	I-ABSTRACCAO
,	O
Pig	B-ABSTRACCAO
Bodine	I-ABSTRACCAO
...	O
)	O
.	O
Quem	O
também	O
se	O
utiliza	O
do	O
humor	O
quase	O
infantil	O
das	O
HQs	B-COISA
é	O
Kurt	B-PESSOA
Vonnegut	I-PESSOA
em	O
seu	O
manifesto	O
anti	O
-	O
militarista	O
Matadouro	B-OBRA
5	I-OBRA
e	O
no	O
experimental	O
Timequake	B-OBRA
.	O
Foi	O
essa	O
reciclagem	O
da	O
cultura	O
de	O
massa	O
norte	O
-	O
americana	O
e	O
a	O
sua	O
junção	O
com	O
os	O
valores	O
emergentes	O
da	O
contracultura	O
que	O
permitiu	O
o	O
surgimento	O
de	O
uma	O
narrativa	O
genuinamente	O
pós	O
-	O
moderna	O
,	O
um	O
gênero	O
que	O
,	O
além	O
de	O
bastante	O
divertido	O
,	O
deixou	O
fortes	O
marcas	O
na	O
literatura	O
norte	O
-	O
americana	O
.	O
Dos	B-TEMPO
anos	I-TEMPO
60	I-TEMPO
até	I-TEMPO
os	I-TEMPO
dias	I-TEMPO
de	I-TEMPO
hoje	I-TEMPO
.	O
Fonte	O
:	O
Kung	O
Fu	O
Lounge	O
(	O
http://kfl.blogspot.com/	O
)	O
.	O
Tratado	B-OBRA
de	I-OBRA
Lisboa	I-OBRA
(	O
2007	B-TEMPO
)	O
O	O
Tratado	B-OBRA
de	I-OBRA
Lisboa	I-OBRA
ou	O
Tratado	B-OBRA
de	I-OBRA
Reforma	I-OBRA
,	O
é	O
o	O
acordo	O
ratificado	O
pelo	O
Conselho	B-ORGANIZACAO
da	O
União	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
em	O
Lisboa	B-LOCAL
,	O
a	B-TEMPO
19	I-TEMPO
de	I-TEMPO
Outubro	I-TEMPO
de	I-TEMPO
2007	I-TEMPO
,	O
e	O
que	O
substitui	O
a	O
Constituição	B-OBRA
europeia	O
de	B-TEMPO
2004	I-TEMPO
.	O
[	O
1	O
]	O
O	O
Tratado	B-OBRA
de	I-OBRA
Lisboa	I-OBRA
confere	O
à	O
União	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
,	O
personalidade	O
jurídica	O
própria	O
para	O
assinar	O
acordos	O
internacionais	O
a	O
nível	O
comunitário	O
.	O
O	O
termo	O
«	O
Comunidade	B-ABSTRACCAO
»	O
será	O
substituído	O
por	O
«	O
União	B-ABSTRACCAO
»	O
,	O
nomeia	O
o	O
Alto	B-PESSOA
Representante	I-PESSOA
para	I-PESSOA
a	I-PESSOA
Política	I-PESSOA
Exterior	I-PESSOA
e	I-PESSOA
de	I-PESSOA
Segurança	I-PESSOA
Comum	I-PESSOA
da	O
União	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
e	O
estabelece	O
a	O
aplicação	O
formal	O
da	O
dupla	O
maioria	O
a	B-TEMPO
partir	I-TEMPO
de	I-TEMPO
2014	I-TEMPO
.	O
História	O
A	O
emenda	O
proposta	O
pela	O
Presidência	B-PESSOA
alemã	O
do	O
Conselho	B-ORGANIZACAO
da	O
União	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
(	O
2007	B-TEMPO
)	O
a	B-TEMPO
19	I-TEMPO
de	I-TEMPO
Maio	I-TEMPO
de	I-TEMPO
2007	I-TEMPO
incluiu	O
a	O
"	O
essência	O
da	O
Constituição	B-OBRA
"	O
.	O
A	O
proposta	O
foi	O
apresentada	O
após	O
as	O
reuniões	O
de	O
trabalho	O
entre	O
a	O
presidência	O
e	O
os	O
delegados	O
dos	O
27	B-VALOR
estados	O
membros	O
durante	B-TEMPO
o	I-TEMPO
primeiro	I-TEMPO
semestre	I-TEMPO
de	I-TEMPO
2007	I-TEMPO
.	O
Decidiu	O
-	O
se	O
abandonar	O
o	O
formato	O
do	O
'	O
Tratado	O
constitucional	O
'	O
e	O
,	O
em	O
alternativa	O
,	O
dar	O
impulso	O
a	O
um	O
tratado	O
clássico	O
que	O
introduza	O
emendas	O
nos	O
dois	O
tratados	O
actualmente	O
em	O
vigor	O
,	O
o	O
Tratado	B-OBRA
da	I-OBRA
União	I-OBRA
Europeia	I-OBRA
e	O
o	O
Tratado	B-OBRA
da	I-OBRA
Comunidade	I-OBRA
Europeia	I-OBRA
,	O
que	O
passaria	O
a	O
chamar	O
-	O
se	O
Tratado	O
sobre	O
o	O
funcionamento	O
da	O
União	O
.	O
Portugal	B-ORGANIZACAO
,	O
que	O
assumiu	O
a	O
presidência	O
da	O
UE	B-ORGANIZACAO
durante	B-TEMPO
o	I-TEMPO
segundo	I-TEMPO
semestre	I-TEMPO
de	I-TEMPO
2007	I-TEMPO
,	O
lançou	O
uma	O
conferência	O
intergovernamental	O
(	O
CIG	B-ACONTECIMENTO
)	O
nos	B-TEMPO
dias	I-TEMPO
23	I-TEMPO
e	O
24	B-TEMPO
de	I-TEMPO
Julho	I-TEMPO
,	O
para	O
acabar	O
a	O
redação	O
do	O
texto	O
,	O
coincidindo	O
com	O
a	O
reunião	O
de	O
ministros	B-PESSOA
dos	I-PESSOA
Negócios	I-PESSOA
Estrangeiros	I-PESSOA
.	O
O	O
novo	O
Tratado	B-OBRA
foi	O
apresentado	O
na	O
cimeira	O
de	B-TEMPO
18	I-TEMPO
de	I-TEMPO
Outubro	I-TEMPO
,	O
em	O
Lisboa	B-LOCAL
,	O
tendo	O
sido	O
assinado	O
pelos	O
representantes	O
dos	O
vários	O
governos	O
no	B-TEMPO
dia	I-TEMPO
13	I-TEMPO
de	I-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
2007	I-TEMPO
,	O
no	O
Mosteiro	B-LOCAL
dos	I-LOCAL
Jerónimos	I-LOCAL
.	O
Dar	O
-	O
se	O
-	O
á	O
agora	O
início	O
ao	O
processo	O
de	O
ratificação	O
com	O
o	O
objectivo	O
de	O
que	O
o	O
texto	O
entre	O
em	O
vigor	O
em	B-TEMPO
2009	I-TEMPO
.	O
A	O
MÚSICA	O
É	O
A	O
MENSAGEM	O
Por	O
Hari	B-PESSOA
Kunzru	I-PESSOA
A	O
relação	O
do	O
tecno	O
com	O
o	O
binômio	O
homem	O
-	O
máquina	O
,	O
no	O
diálogo	O
com	O
Jeff	B-PESSOA
Mills	I-PESSOA
,	O
o	O
legendário	O
produtor	O
de	O
tecno	O
de	O
Detroit	B-LOCAL
nos	O
leva	O
a	O
impressionantes	O
insights	O
do	O
impacto	O
que	O
a	O
terceira	O
onda	O
tem	O
causado	O
na	O
paisagem	O
contemporânea	O
.	O
Detroit	B-LOCAL
,	O
essa	O
"	O
cidade	O
portátil	O
