
** training sigarra **

** repeat 0 **

** fold 0 **
Indexing events using cutoff of 4

	Computing event counts...  done. 147459 events
106:  ... loglikelihood=-4454.134321859142	0.9957413648139667
107:  ... loglikelihood=-4427.943500921346	0.9957550361949813
108:  ... loglikelihood=-4402.166240019095	0.9957550361949813
109:  ... loglikelihood=-4376.792145409214	0.9957687075759958
110:  ... loglikelihood=-4351.811179284649	0.9957892146475176
111:  ... loglikelihood=-4327.213644404825	0.9958302287905613
112:  ... loglikelihood=-4302.990169525535	0.9958439001715759
113:  ... loglikelihood=-4279.131695578469	0.995871242933605
114:  ... loglikelihood=-4255.6294625562505	0.9958917500051268
115:  ... loglikelihood=-4232.4749970608245	0.9959122570766485
116:  ... loglikelihood=-4209.660100475669	0.9959395998386777
117:  ... loglikelihood=-4187.176837725449	0.9959601069101995
118:  ... loglikelihood=-4165.017526589699	0.9959669426007068
119:  ... loglikelihood=-4143.174727537671	0.9960079567437504
120:  ... loglikelihood=-4121.641234055524	0.9960079567437504
121:  ... loglikelihood=-4100.410063437566	0.996021628124765
122:  ... loglikelihood=-4079.4744480154027	0.9960284638152723
123:  ... loglikelihood=-4058.8278268017702	0.9960558065773014
124:  ... loglikelihood=-4038.463837524377	0.9960694779583159
125:  ... loglikelihood=-4018.3763090306156	0.9960831493393305
126:  ... loglikelihood=-3998.559254040485	0.9960899850298378
127:  ... loglikelihood=-3979.0068622322588	0.9961036564108523
128:  ... loglikelihood=-3959.713493639593	0.9961378348633887
129:  ... loglikelihood=-3940.6736723467493	0.9961720133159251
130:  ... loglikelihood=-3921.8820804639095	0.9961993560779542
131:  ... loglikelihood=-3903.3335523699816	0.9962198631494761
132:  ... loglikelihood=-3885.023069207044	0.9962266988399833
133:  ... loglikelihood=-3866.945753615454	0.9962472059115052
134:  ... loglikelihood=-3849.096864696438	0.9962608772925197
135:  ... loglikelihood=-3831.4717931898454	0.9962745486735343
136:  ... loglikelihood=-3814.066056858803	0.9962950557450561
137:  ... loglikelihood=-3796.8752960679262	0.9963087271260707
138:  ... loglikelihood=-3779.895269548011	0.996315562816578
139:  ... loglikelihood=-3763.121850336275	0.9963497412691144
140:  ... loglikelihood=-3746.5510218852473	0.9963497412691144
141:  ... loglikelihood=-3730.17887433039	0.9963565769596215
142:  ... loglikelihood=-3714.001600910745	0.9963702483406361
143:  ... loglikelihood=-3698.015494533419	0.9963702483406361
144:  ... loglikelihood=-3682.2169444769715	0.9963839197216506
145:  ... loglikelihood=-3666.6024332253983	0.9963975911026652
146:  ... loglikelihood=-3651.168533427954	0.9964112624836798
147:  ... loglikelihood=-3635.911904978718	0.9964386052457089
148:  ... loglikelihood=-3620.829292209586	0.996465948007738
149:  ... loglikelihood=-3605.917521192772	0.9964727836982453
150:  ... loglikelihood=-3591.173497146911	0.9964864550792598
151:  ... loglikelihood=-3576.594201942392	0.9964864550792598
152:  ... loglikelihood=-3562.1766917016857	0.9964864550792598
153:  ... loglikelihood=-3547.918094490058	0.9965001264602744
154:  ... loglikelihood=-3533.815608093022	0.9965137978412889
155:  ... loglikelihood=-3519.866497876687	0.9965274692223035
156:  ... loglikelihood=-3506.068094726974	0.9965343049128108
157:  ... loglikelihood=-3492.4177930651636	0.9965343049128108
158:  ... loglikelihood=-3478.9130489350277	0.9965479762938253
159:  ... loglikelihood=-3465.551378160921	0.9965616476748399
160:  ... loglikelihood=-3452.330354570458	0.9965684833653472
161:  ... loglikelihood=-3439.247608282445	0.9965753190558544
162:  ... loglikelihood=-3426.3008240548693	0.9965753190558544
163:  ... loglikelihood=-3413.487739691908	0.9965821547463617
164:  ... loglikelihood=-3400.8061445065296	0.9966094975083908
165:  ... loglikelihood=-3388.253877837356	0.9966300045799127
166:  ... loglikelihood=-3375.828827616332	0.9966436759609272
167:  ... loglikelihood=-3363.5289289868538	0.9966368402704199
168:  ... loglikelihood=-3351.352162968291	0.9966505116514345
169:  ... loglikelihood=-3339.296555166956	0.9966710187229563
170:  ... loglikelihood=-3327.3601745299775	0.9966778544134636

Training data summary:
#Sentences: 6770
#Tokens: 146291
#Organizacao entities: 2106
#Hora entities: 856
#Localizacao entities: 1412
#UnidadeOrganica entities: 1625
#Evento entities: 365
#Data entities: 2459
#Curso entities: 463
#Pessoa entities: 1909

Writing name finder model ... done (0.700s)

Wrote name finder model to
path: /home/arop/ner-re-pt/tools/open-nlp/train/models/repeat-2/sigarra/fold-3/pt-ner-sigarra.bin

Execution time: 56.760 seconds

real	0m56.926s
user	1m1.488s
sys	0m0.348s

** fold 4 **
Indexing events using cutoff of 4

	Computing event counts...  done. 150148 events
	Indexing...  done.
Sorting and merging events... done. Reduced 150148 events to 117561.
Done indexing.
Incorporating indexed data for training...  
done.
	Number of Event Tokens: 117561
	    Number of Outcomes: 17
	  Number of Predicates: 57505
...done.
Computing model parameters ...
Performing 170 iterations.
  1:  ... loglikelihood=-425401.31718220306	0.7825811865625916
  2:  ... loglikelihood=-124226.57958529195	0.8047126834856275
  3:  ... loglikelihood=-78257.30089007279	0.8842475424248075
  4:  ... loglikelihood=-57487.38826077174	0.9268321922369929
  5:  ... loglikelihood=-45806.00890832501	0.9472054239816714
  6:  ... loglikelihood=-38388.746597893914	0.9580214188667182
  7:  ... loglikelihood=-33268.837746869416	0.9659003116924635
  8:  ... loglikelihood=-29514.80053803515	0.9707488611236913
  9:  ... loglikelihood=-26636.134909733006	0.9740988890960919
 10:  ... loglikelihood=-24352.196698639214	0.9764698830487253
 11:  ... loglikelihood=-22491.29668587507	0.9784079708021419
 12:  ... loglikelihood=-20942.527546691155	0.9802794576018329
 13:  ... loglikelihood=-19630.99306426882	0.9816913978208168
 14:  ... loglikelihood=-18504.241488906173	0.9829434957508592
 15:  ... loglikelihood=-17524.415506902245	0.9838958893891361
 16:  ... loglikelihood=-16663.487667072935	0.9847483815968244
 17:  ... loglikelihood=-15900.249120824288	0.9855808935183952
 18:  ... loglikelihood=-15218.34114376418	0.9863334842954952
 19:  ... loglikelihood=-14604.931349735103	0.9868796121160455
 20:  ... loglikelihood=-14049.801650971825	0.9875123211764393
 21:  ... loglikelihood=-13544.706442292609	0.9880051682340091
 22:  ... loglikelihood=-13082.912246113015	0.9884447345285985
 23:  ... loglikelihood=-12658.861675728918	0.9888243599648346
 24:  ... loglikelihood=-12267.924141936504	0.9892039854010709
 25:  ... loglikelihood=-11906.208128895356	0.9895236699789541
 26:  ... loglikelihood=-11570.417869062434	0.9898766550337
 27:  ... loglikelihood=-11257.742506554825	0.9900897780856222
 28:  ... loglikelihood=-10965.769362369703	0.9904227828542504
 29:  ... loglikelihood=-10692.41531929481	0.9905892852385646
 30:  ... loglikelihood=-10435.872006580415	0.9908690092442124
 31:  ... loglikelihood=-10194.561623688416	0.991135413059115
 32:  ... loglikelihood=-9967.101057544138	0.9913418760156646
 33:  ... loglikelihood=-9752.272527506424	0.9914417774462531
 34:  ... loglikelihood=-9548.999411302972	0.9915616591629592
 35:  ... loglikelihood=-9356.326213421366	0.9916615605935477
 36:  ... loglikelihood=-9173.401868039957	0.9918280629778619
 37:  ... loglikelihood=-8999.465743379491	0.992041186029784
 38:  ... loglikelihood=-8833.835848182687	0.9922010283187255
 39:  ... loglikelihood=-8675.898844173777	0.9923408903215494
 40:  ... loglikelihood=-8525.10154828687	0.9924274715613928
 41:  ... loglikelihood=-8380.943670687428	0.992560673468844
 42:  ... loglikelihood=-8242.97158332703	0.9926805551855502
 43:  ... loglikelihood=-8110.772952097045	0.9927538162346485
 44:  ... loglikelihood=-7983.972096018588	0.9928870181420998
 45:  ... loglikelihood=-7862.22596110759	0.9929869195726883
 46:  ... loglikelihood=-7745.220615993147	0.9930868210032767
 47:  ... loglikelihood=-7632.668192062941	0.9931467618616299
 48:  ... loglikelihood=-7524.304203679627	0.9932200229107281
 49:  ... loglikelihood=-7419.885194443431	0.9932599834829635
 50:  ... loglikelihood=-7319.186664053291	0.9933199243413166
 51:  ... loglikelihood=-7222.001237394999	0.9933931853904148
 52:  ... loglikelihood=-7128.137043354598	0.9935064070117484
 53:  ... loglikelihood=-7037.416275732311	0.9935996483469643
 54:  ... loglikelihood=-6949.6739127170185	0.9937062098729254
 55:  ... loglikelihood=-6864.756574791045	0.9937994512081413
 56:  ... loglikelihood=-6782.521503810966	0.9938860324479847
 57:  ... loglikelihood=-6702.835648430366	0.9939992540693183
 58:  ... loglikelihood=-6625.57484307815	0.9941058155952793
 59:  ... loglikelihood=-6550.623069440254	0.9941524362628873
 60:  ... loglikelihood=-6477.871790872322	0.9941990569304953
 61:  ... loglikelihood=-6407.219351421772	0.9942656578842209
 62:  ... loglikelihood=-6338.570432219758	0.9943189386472014
 63:  ... loglikelihood=-6271.835558916755	0.9943988597916722
 64:  ... loglikelihood=-6206.9306546313865	0.9945187415083784
 65:  ... loglikelihood=-6143.776633556645	0.9945387217944961
 66:  ... loglikelihood=-6082.299030958395	0.9946053227482218
 67:  ... loglikelihood=-6022.427665807847	0.9946452833204571
 68:  ... loglikelihood=-5964.096332724817	0.9946919039880651
 69:  ... loglikelihood=-5907.24252030011	0.9947451847510457
 70:  ... loglikelihood=-5851.8071531867345	0.9947784852279085
 71:  ... loglikelihood=-5797.734355650831	0.9948184458001439
 72:  ... loglikelihood=-5744.971234521762	0.9948584063723792
 73:  ... loglikelihood=-5693.467679704453	0.9949316674214774
 74:  ... loglikelihood=-5643.176180614935	0.9949782880890854
 75:  ... loglikelihood=-5594.051657073003	0.9950249087566934
 76:  ... loglikelihood=-5546.051303335949	0.9950448890428111
 77:  ... loglikelihood=-5499.1344440936155	0.9950715294243013
 78:  ... loglikelihood=-5453.2624013666455	0.9951248101872818
 79:  ... loglikelihood=-5408.398371351596	0.9951514505687722
 80:  ... loglikelihood=-5364.50731035345	0.9951647707595173
 81:  ... loglikelihood=-5321.555829030072	0.9951980712363802
 82:  ... loglikelihood=-5279.5120942470285	0.9952380318086155
 83:  ... loglikelihood=-5238.345737908207	0.9952580120947332
 84:  ... loglikelihood=-5198.027772187829	0.9952580120947332
 85:  ... loglikelihood=-5158.530510642548	0.9952846524762234
 86:  ... loglikelihood=-5119.827494730715	0.9953312731438314
 87:  ... loglikelihood=-5081.893425308134	0.9953579135253217
 88:  ... loglikelihood=-5044.704098709238	0.9953978740975571
 89:  ... loglikelihood=-5008.236347058139	0.9954245144790473
 90:  ... loglikelihood=-4972.467982482445	0.9954511548605376
 91:  ... loglikelihood=-4937.377744934759	0.9954777952420278
 92:  ... loglikelihood=-4902.945253350187	0.9955044356235181
 93:  ... loglikelihood=-4869.150959891457	0.9955310760050083
 94:  ... loglikelihood=-4835.9761070550285	0.995537736100381
 95:  ... loglikelihood=-4803.402687429827	0.9955443961957535
 96:  ... loglikelihood=-4771.413405917719	0.9955577163864987
 97:  ... loglikelihood=-4739.991644240348	0.995584356767989
 98:  ... loglikelihood=-4709.121427571592	0.9956109971494792
 99:  ... loglikelihood=-4678.787393146958	0.9956376375309695
100:  ... loglikelihood=-4648.974760713968	0.9956642779124597
101:  ... loglikelihood=-4619.6693046970095	0.99569091829395
102:  ... loglikelihood=-4590.857327962283	0.9957175586754402
103:  ... loglikelihood=-4562.525637073898	0.9957308788661854
104:  ... loglikelihood=-4534.661518943758	0.9957508591523031
105:  ... loglikelihood=-4507.252718782974	0.9957841596291659
106:  ... loglikelihood=-4480.287419271055	0.9958108000106561
107:  ... loglikelihood=-4453.754220863561	0.9958507605828916
108:  ... loglikelihood=-4427.6421231660515	0.9958774009643818
109:  ... loglikelihood=-4401.9405073079715	0.9959040413458721
110:  ... loglikelihood=-4376.63911925254	0.9959040413458721
111:  ... loglikelihood=-4351.72805398515	0.9959173615366173
112:  ... loglikelihood=-4327.197740527006	0.9959306817273623
113:  ... loglikelihood=-4303.038927723019	0.9959373418227349
114:  ... loglikelihood=-4279.242670757528	0.9959706422995978
115:  ... loglikelihood=-4255.800318354756	0.9959839624903428
116:  ... loglikelihood=-4232.703500622904	0.9960039427764605
117:  ... loglikelihood=-4209.944117504222	0.9960239230625783
118:  ... loglikelihood=-4187.514327796794	0.9960638836348137
119:  ... loglikelihood=-4165.406538712989	0.9960705437301862
120:  ... loglikelihood=-4143.613395946337	0.9960838639209314
121:  ... loglikelihood=-4122.127774215946	0.9960971841116765
122:  ... loglikelihood=-4100.9427682630285	0.996103844207049
123:  ... loglikelihood=-4080.051684273879	0.996103844207049
124:  ... loglikelihood=-4059.448031704855	0.9961171643977942
125:  ... loglikelihood=-4039.1255154894097	0.9961171643977942
126:  ... loglikelihood=-4019.0780286038134	0.9961171643977942
127:  ... loglikelihood=-3999.2996449746965	0.9961304845885393
128:  ... loglikelihood=-3979.7846127077855	0.9961438047792844
129:  ... loglikelihood=-3960.5273476229536	0.9961771052561472
130:  ... loglikelihood=-3941.5224270782005	0.9961904254468924
131:  ... loglikelihood=-3922.764584067133	0.9962237259237552
132:  ... loglikelihood=-3904.2487015772867	0.9962370461145004
133:  ... loglikelihood=-3885.9698071942817	0.9962770066867358
134:  ... loglikelihood=-3867.923067940161	0.9962903268774809
135:  ... loglikelihood=-3850.103785333805	0.9963169672589711
136:  ... loglikelihood=-3832.507390662517	0.9963169672589711
137:  ... loglikelihood=-3815.129440453573	0.9963369475450888
138:  ... loglikelihood=-3797.9656121366957	0.9963569278312066
139:  ... loglikelihood=-3781.0116998871827	0.9963835682126968
140:  ... loglikelihood=-3764.263610642055	0.9963835682126968
141:  ... loglikelihood=-3747.7173602793414	0.996396888403442
142:  ... loglikelihood=-3731.369069954123	0.9964168686895596
143:  ... loglikelihood=-3715.2149625827096	0.9964168686895596
144:  ... loglikelihood=-3699.2513594686434	0.9964301888803048
145:  ... loglikelihood=-3683.474677063617	0.99644350907105
146:  ... loglikelihood=-3667.881423857109	0.99644350907105
147:  ... loglikelihood=-3652.468197388163	0.996456829261795
148:  ... loglikelihood=-3637.2316813748957	0.9964634893571676
149:  ... loglikelihood=-3622.168642955113	0.9964901297386578
150:  ... loglikelihood=-3607.2759300337234	0.9965101100247755
151:  ... loglikelihood=-3592.5504687319785	0.9965300903108932
152:  ... loglikelihood=-3577.989260933614	0.9965434105016384
153:  ... loglikelihood=-3563.5893819241714	0.9965434105016384
154:  ... loglikelihood=-3549.347978118952	0.9965567306923835
155:  ... loglikelihood=-3535.2622648759393	0.9965700508831287
156:  ... loglikelihood=-3521.3295243895896	0.996610011455364
157:  ... loglikelihood=-3507.5471036627923	0.9966166715507366
158:  ... loglikelihood=-3493.9124125525395	0.9966166715507366
159:  ... loglikelihood=-3480.4229218869405	0.9966632922183446
160:  ... loglikelihood=-3467.0761616505374	0.9966965926952074
161:  ... loglikelihood=-3453.8697192345144	0.9967165729813251
162:  ... loglikelihood=-3440.8012377497107	0.9967365532674428
163:  ... loglikelihood=-3427.8684143989085	0.9967298931720702
164:  ... loglikelihood=-3415.0689989072152	0.9967432133628154
165:  ... loglikelihood=-3402.400792006858	0.9967631936489331
166:  ... loglikelihood=-3389.861643975278	0.9967831739350508
167:  ... loglikelihood=-3377.4494532232984	0.9967831739350508
168:  ... loglikelihood=-3365.1621649321555	0.9967964941257959
169:  ... loglikelihood=-3352.9977697372615	0.9968031542211685
170:  ... loglikelihood=-3340.954302456186	0.9968231345072861

Training data summary:
#Sentences: 6909
#Tokens: 150148
#Organizacao entities: 2085
#Hora entities: 888
#Localizacao entities: 1403
#UnidadeOrganica entities: 1604
#Evento entities: 351
#Data entities: 2535
#Curso entities: 488
#Pessoa entities: 1913

Writing name finder model ... done (0.743s)

Wrote name finder model to
path: /home/arop/ner-re-pt/tools/open-nlp/train/models/repeat-2/sigarra/fold-4/pt-ner-sigarra.bin

Execution time: 58.655 seconds

real	0m58.830s
user	1m3.536s
sys	0m0.352s

** fold 5 **
Indexing events using cutoff of 4

	Computing event counts...  done. 150944 events
	Indexing...  done.
Sorting and merging events... done. Reduced 150944 events to 118797.
Done indexing.
Incorporating indexed data for training...  
done.
	Number of Event Tokens: 118797
	    Number of Outcomes: 17
	  Number of Predicates: 57749
...done.
Computing model parameters ...
Performing 170 iterations.
  1:  ... loglikelihood=-427656.5550040528	0.7832639919440322
  2:  ... loglikelihood=-123464.0718801768	0.806193025227899
  3:  ... loglikelihood=-77716.89064710133	0.8846658363366546
  4:  ... loglikelihood=-57078.95407453152	0.926124920500318
  5:  ... loglikelihood=-45481.99698951233	0.9469803370786517
  6:  ... loglikelihood=-38126.96799537869	0.9579247933008268
  7:  ... loglikelihood=-33055.90351407384	0.9657157621369514
  8:  ... loglikelihood=-29341.28655512138	0.970432743269027
  9:  ... loglikelihood=-26494.933122271912	0.9739042293830825
 10:  ... loglikelihood=-24237.765352710005	0.9764150943396226
 11:  ... loglikelihood=-22399.224578972855	0.9786079605681577
 12:  ... loglikelihood=-20869.255196631835	0.9802907038371846
 13:  ... loglikelihood=-19573.628075544297	0.9818541975832097
 14:  ... loglikelihood=-18460.425206647535	0.9831195675217299
 15:  ... loglikelihood=-17492.21686722356	0.9841663133347467
 16:  ... loglikelihood=-16641.316212501923	0.9850938096247615
 17:  ... loglikelihood=-15886.785377493223	0.985749682001272
 18:  ... loglikelihood=-15212.482683097742	0.9864320542717829
 19:  ... loglikelihood=-14605.751672251316	0.9869156773372907
 20:  ... loglikelihood=-14056.51849335565	0.9874589251642993
 21:  ... loglikelihood=-13556.65647918571	0.9878762984948061
 22:  ... loglikelihood=-13099.530099228023	0.9884460462158151
 23:  ... loglikelihood=-12679.662178314602	0.9888302946788213
 24:  ... loglikelihood=-12292.487530042557	0.9891747933008268
 25:  ... loglikelihood=-11934.168065703796	0.9895590417638329
 26:  ... loglikelihood=-11601.452077748787	0.9897842908628366
 27:  ... loglikelihood=-11291.565576736324	0.9902016641933432
 28:  ... loglikelihood=-11002.12720888892	0.9904666631333474
 29:  ... loglikelihood=-10731.080829279534	0.99062566249735
 30:  ... loglikelihood=-10476.641531140569	0.990877411490354
 31:  ... loglikelihood=-10237.252083530175	0.9909834110663557
 32:  ... loglikelihood=-10011.547511219935	0.9911556603773585
 33:  ... loglikelihood=-9798.326100111097	0.9913477846088615
 34:  ... loglikelihood=-9596.525511010128	0.9915134089463642
 35:  ... loglikelihood=-9405.202982155599	0.9916724083103667
 36:  ... loglikelihood=-9223.518825627607	0.991811532753869
 37:  ... loglikelihood=-9050.722594047365	0.991997032011872
 38:  ... loglikelihood=-8886.141425290522	0.9921427814288742
 39:  ... loglikelihood=-8729.170174200923	0.9922554059783761
 40:  ... loglikelihood=-8579.263018772932	0.9923812804748781
 41:  ... loglikelihood=-8435.9262894775	0.9925469048123807
 42:  ... loglikelihood=-8298.71231839516	0.9926197795208819
 43:  ... loglikelihood=-8167.214142684843	0.9927191541233835
 44:  ... loglikelihood=-8041.0609269794495	0.992818528725885
 45:  ... loglikelihood=-7919.91399331238	0.992931153275387
 46:  ... loglikelihood=-7803.463366474887	0.9930437778248887
 47:  ... loglikelihood=-7691.424758308444	0.9931166525333899
 48:  ... loglikelihood=-7583.53692711502	0.993189527241891
 49:  ... loglikelihood=-7479.559358737727	0.9933087767648929
 50:  ... loglikelihood=-7379.270224367792	0.9934147763408946
 51:  ... loglikelihood=-7282.464577163589	0.9935207759168964
 52:  ... loglikelihood=-7188.952755577338	0.9935936506253975
 53:  ... loglikelihood=-7098.5589661208	0.9936135255458978
 54:  ... loglikelihood=-7011.120022340413	0.9937062751748993
 55:  ... loglikelihood=-6926.4842201484935	0.9937658999364003
 56:  ... loglikelihood=-6844.510332497416	0.9938453996184016
 57:  ... loglikelihood=-6765.066708771313	0.9939248993004028
 58:  ... loglikelihood=-6688.030466298336	0.9939580241679034
 59:  ... loglikelihood=-6613.2867630889305	0.9940043989824041
 60:  ... loglikelihood=-6540.728142369796	0.9941037735849056
 61:  ... loglikelihood=-6470.253940716468	0.9942163981344074
 62:  ... loglikelihood=-6401.769752650173	0.9942362730549078
 63:  ... loglikelihood=-6335.186945469922	0.9943025227899088
 64:  ... loglikelihood=-6270.422218867215	0.9943820224719101
 65:  ... loglikelihood=-6207.397204547648	0.9944416472334111
 66:  ... loglikelihood=-6146.038101653963	0.9944946470214119
 67:  ... loglikelihood=-6086.275344290437	0.9945476468094128
 68:  ... loglikelihood=-6028.043297881059	0.9946006465974137
 69:  ... loglikelihood=-5971.2799814704995	0.9946337714649142
 70:  ... loglikelihood=-5915.926813405647	0.9946602713589145
 71:  ... loglikelihood=-5861.928378120771	0.9947132711469154
 72:  ... loglikelihood=-5809.232212004398	0.9947530209879161
 73:  ... loglikelihood=-5757.788606539786	0.9947927708289167
 74:  ... loglikelihood=-5707.550427109513	0.9948391456434175
 75:  ... loglikelihood=-5658.472946023035	0.9948656455374179
 76:  ... loglikelihood=-5610.513688474741	0.994938520245919
 77:  ... loglikelihood=-5563.632290274701	0.9949583951664194
 78:  ... loglikelihood=-5517.79036631174	0.9950113949544201
 79:  ... loglikelihood=-5472.951388810681	0.9950445198219207
 80:  ... loglikelihood=-5429.080574540779	0.9950776446894213
 81:  ... loglikelihood=-5386.144780212924	0.9951041445834217
 82:  ... loglikelihood=-5344.112405377435	0.9951372694509222
 83:  ... loglikelihood=-5302.9533021984325	0.9951571443714226
 84:  ... loglikelihood=-5262.638691542819	0.9951836442654229
 85:  ... loglikelihood=-5223.141084869614	0.9951968942124232
 86:  ... loglikelihood=-5184.43421145633	0.9952101441594233
 87:  ... loglikelihood=-5146.492950538543	0.995249894000424
 88:  ... loglikelihood=-5109.293267979709	0.995249894000424
 89:  ... loglikelihood=-5072.812157118279	0.9952763938944245
 90:  ... loglikelihood=-5037.027583474804	0.995309518761925
 91:  ... loglikelihood=-5001.9184330250255	0.9953161437354251
 92:  ... loglikelihood=-4967.4644637728425	0.9953227687089251
 93:  ... loglikelihood=-4933.64626037878	0.9953558935764257
 94:  ... loglikelihood=-4900.445191620235	0.9953691435234259
 95:  ... loglikelihood=-4867.843370478379	0.9954022683909264
 96:  ... loglikelihood=-4835.823616662404	0.995442018231927
 97:  ... loglikelihood=-4804.369421399737	0.9954486432054271
 98:  ... loglikelihood=-4773.464914332485	0.9954817680729277
 99:  ... loglikelihood=-4743.094832372892	0.9954883930464278
100:  ... loglikelihood=-4713.24449038457	0.9955082679669282
101:  ... loglikelihood=-4683.899753563782	0.9955215179139283
102:  ... loglikelihood=-4655.047011407271	0.9955745177019292
103:  ... loglikelihood=-4626.673153160312	0.9955943926224295
104:  ... loglikelihood=-4598.765544646206	0.9956142675429298
105:  ... loglikelihood=-4571.312006388983	0.9956275174899301
106:  ... loglikelihood=-4544.300792943348	0.9956805172779309
107:  ... loglikelihood=-4517.720573354681	0.9957136421454315
108:  ... loglikelihood=-4491.560412679049	0.9957268920924316
109:  ... loglikelihood=-4465.80975449373	0.995746767012932
110:  ... loglikelihood=-4440.458404338906	0.9957666419334322
111:  ... loglikelihood=-4415.496514030202	0.9957798918804325
112:  ... loglikelihood=-4390.914566791799	0.9958063917744329
113:  ... loglikelihood=-4366.703363157559	0.9958196417214331
114:  ... loglikelihood=-4342.85400759566	0.9958262666949332
115:  ... loglikelihood=-4319.35789581227	0.9958527665889336
116:  ... loglikelihood=-4296.206702694959	0.9958660165359339
117:  ... loglikelihood=-4273.392370858881	0.9958660165359339
118:  ... loglikelihood=-4250.907099757914	0.9958991414034344
119:  ... loglikelihood=-4228.743335332168	0.9959322662709349
120:  ... loglikelihood=-4206.8937601573625	0.9959521411914353
121:  ... loglikelihood=-4185.351284070635	0.9959720161119355
122:  ... loglikelihood=-4164.109035243922	0.9959918910324359
123:  ... loglikelihood=-4143.160351680713	0.9960183909264363
124:  ... loglikelihood=-4122.498773112963	0.9960250158999364
125:  ... loglikelihood=-4102.11803327578	0.9960382658469367
126:  ... loglikelihood=-4082.012052539608	0.9960448908204367
127:  ... loglikelihood=-4062.174930879988	0.9960515157939368
128:  ... loglikelihood=-4042.6009411678365	0.9960713907144372
129:  ... loglikelihood=-4023.2845227621037	0.9960780156879373
130:  ... loglikelihood=-4004.2202753898214	0.9961111405554378
131:  ... loglikelihood=-3985.40295329744	0.9961111405554378
132:  ... loglikelihood=-3966.827459660121	0.9961177655289379
133:  ... loglikelihood=-3948.4888412358423	0.9961177655289379
134:  ... loglikelihood=-3930.382283250975	0.9961376404494382
135:  ... loglikelihood=-3912.5031045059045	0.9961575153699386
136:  ... loglikelihood=-3894.846752690257	0.996184015263939
137:  ... loglikelihood=-3877.408799896236	0.9961972652109392
138:  ... loglikelihood=-3860.1849383208996	0.9962038901844392
139:  ... loglikelihood=-3843.17097614765	0.9962171401314395
140:  ... loglikelihood=-3826.3628335985504	0.9962237651049396
141:  ... loglikelihood=-3809.756539149112	0.9962635149459402
142:  ... loglikelihood=-3793.348225897047	0.9962767648929405
143:  ... loglikelihood=-3777.1341280790107	0.9962900148399406
144:  ... loglikelihood=-3761.110577726479	0.9963231397074411
145:  ... loglikelihood=-3745.2740014561764	0.9963496396014416
146:  ... loglikelihood=-3729.6209173869443	0.9963628895484418
147:  ... loglikelihood=-3714.1479321783627	0.9964026393894424
148:  ... loglikelihood=-3698.851738185332	0.9964026393894424
149:  ... loglikelihood=-3683.729110722447	0.9964026393894424
150:  ... loglikelihood=-3668.7769054346118	0.9964158893364427
151:  ... loglikelihood=-3653.992055767396	0.9964291392834429
152:  ... loglikelihood=-3639.3715705347036	0.9964490142039432
153:  ... loglikelihood=-3624.91253157713	0.9964556391774433
154:  ... loglikelihood=-3610.6120915089045	0.9964755140979437
155:  ... loglikelihood=-3596.467471548272	0.9964755140979437
156:  ... loglikelihood=-3582.4759594285706	0.9964821390714437
157:  ... loglikelihood=-3568.6349073860288	0.996502013991944
158:  ... loglikelihood=-3554.9417302205256	0.996502013991944
159:  ... loglikelihood=-3541.3939034273335	0.9965152639389443
160:  ... loglikelihood=-3527.9889613961604	0.9965218889124443
161:  ... loglikelihood=-3514.7244956742256	0.9965351388594446
162:  ... loglikelihood=-3501.598153291336	0.996561638753445
163:  ... loglikelihood=-3488.6076351448364	0.996561638753445
164:  ... loglikelihood=-3475.7506944399483	0.9965748887004452
165:  ... loglikelihood=-3463.0251351861543	0.9965881386474454
166:  ... loglikelihood=-3450.4288107445436	0.9966345134619462
167:  ... loglikelihood=-3437.959622425951	0.9966411384354462
168:  ... loglikelihood=-3425.615518136657	0.9966477634089463
169:  ... loglikelihood=-3413.3944910708524	0.9966543883824465
170:  ... loglikelihood=-3401.2945784467584	0.9966676383294467

Training data summary:
#Sentences: 6958
#Tokens: 150944
#Organizacao entities: 2088
#Hora entities: 897
#Localizacao entities: 1412
#UnidadeOrganica entities: 1608
#Evento entities: 368
#Data entities: 2502
#Curso entities: 481
#Pessoa entities: 1939

Writing name finder model ... done (0.718s)

Wrote name finder model to
path: /home/arop/ner-re-pt/tools/open-nlp/train/models/repeat-2/sigarra/fold-5/pt-ner-sigarra.bin

Execution time: 58.325 seconds

real	0m58.493s
user	1m2.648s
sys	0m0.288s

** fold 6 **
Indexing events using cutoff of 4

	Computing event counts...  done. 146191 events
	Indexing...  done.
Sorting and merging events... done. Reduced 146191 events to 115879.
Done indexing.
Incorporating indexed data for training...  
done.
	Number of Event Tokens: 115879
	    Number of Outcomes: 17
	  Number of Predicates: 56035
...done.
Computing model parameters ...
Performing 170 iterations.
  1:  ... loglikelihood=-414190.29197980027	0.7792134946747747
  2:  ... loglikelihood=-121566.81918368422	0.8029495659787538
  3:  ... loglikelihood=-76651.67856765003	0.8826740360213693
  4:  ... loglikelihood=-56323.370120599	0.925528931329562
  5:  ... loglikelihood=-44880.44984853604	0.9457900965175695
  6:  ... loglikelihood=-37616.611189346244	0.9573981982474982
  7:  ... loglikelihood=-32606.915382004805	0.965456149831385
  8:  ... loglikelihood=-28937.31985877019	0.96995027053649
