-X- -X- -X-
Pascoal PESSOA ORGANIZACAO
Leme PESSOA ORGANIZACAO
que O O
`` O O
tinha O O
`` O O
idéias O O
'' O O
que O O
logo O O
o O O
apaixonaram O O
, O O
acrescidas O O
do O O
influxo O O
de O O
um O O
colega O O
seu O O
pouco O O
mais O O
velho O O
, O O
Reinaldo PESSOA PESSOA
Machado PESSOA PESSOA
, O O
cujo O O
pai O O
, O O
José PESSOA PESSOA
Alves PESSOA PESSOA
Machado PESSOA PESSOA
, O O
foi O O
por TEMPO TEMPO
longo TEMPO TEMPO
tempo TEMPO TEMPO
mestre O O
de O O
ambos O O
em O O
matéria O O
de O O
anarquismo O O
`` O O
1 O O
. O O
Sílvio PESSOA ABSTRACCAO
Elia PESSOA ABSTRACCAO
, O O
na O O
sua O O
contribuição O O
ao O O
livro O O
acima O O
citado O O
, O O
levanta O O
a O O
ponta O O
desta O O
afinidade O O
a O O
que O O
me O O
refiro O O
, O O
mas O O
, O O
como O O
não O O
era O O
propósito O O
seu O O
, O O
ficou O O
apenas O O
no O O
seguinte O O
pormenor O O
: O O
`` O O
Foi O O
nessa O O
oportunidade O O
que O O
três O O
amigos O O
seus O O
-LSI- O O
de O O
Houaiss PESSOA PESSOA
-RSI- O O
, O O
que O O
também O O
haviam O O
participado O O
e O O
sido O O
aprovados O O
no O O
referido O O
concurso O O
-LSI- O O
para O O
preencher O O
vagas O O
de O O
Professor PESSOA PESSOA
da O O
antiga O O
Prefeitura ORGANIZACAO PESSOA
do O PESSOA
Distrito LOCAL PESSOA
Federal LOCAL PESSOA
, O O
em TEMPO TEMPO
1935 TEMPO TEMPO
-RSI- O O
, O O
Rocha PESSOA PESSOA
Lima PESSOA PESSOA
, O O
Matos PESSOA PESSOA
Peixoto PESSOA PESSOA
e O O
o O O
autor O O
destas O O
linhas O O
, O O
se O O
reuniram O O
para O O
alugarem O O
uma O O
sala O O
no O O
centro O O
da O O
cidade O O
, O O
com O O
o O O
fito O O
de O O
atenderem O O
a O O
alunos O O
particulares O O
-LRI- O O
... O O
-RRI- O O
Aí O O
não O O
só O O
cumpríamos O O
os O O
nossos O O
deveres O O
profissionais O O
, O O
mas O O
ainda O O
nos O O
reuníamos O O
para O O
trocar O O
idéias O O
sobre O O
problemas O O
do O O
ensino O O
, O O
indagar O O
das O O
novas O O
tendências O O
da O O
filosofia O O
e O O
da O O
lingüística O O
e O O
, O O
last O O
but O O
not O O
least O O
, O O
perdermos O O
em O O
alguns O O
dedos O O
de O O
amenidades O O
e O O
questões O TEMPO
de O TEMPO
momento O TEMPO
. O O
Foi O O
então O O
que O O
se O O
aproximou O O
de O O
nós O O
um O O
mestre O O
que O O
todos O O
admirávamos O O
e O O
respeitávamos O O
: O O
José PESSOA PESSOA
Oiticica PESSOA PESSOA
. O O
Veio O O
trazer-nos O O
a O O
experiência O O
do O O
seu O O
trabalho O O
didático O O
, O O
de O O
sua O O
larga O O
cultura O O
, O O
a O O
vivência O O
do O O
seu O O
amor O O
ao O O
estudo O O
e O O
aos O O
estudantes O O
. O O
José PESSOA PESSOA
Oiticica PESSOA PESSOA
, O O
numa O O
época O O
em O O
que O O
os O O
estudos O O
lingüísticos O O
estavam O O
engolfados O O
nas O O
águas O O
do O O
historicismo O O
, O O
volta-se O O
, O O
em O O
bases O O
mentalistas O O
, O O
para O O
a O O
investigação O O
dos O O
fatos O O
da O O
língua O O
portuguesa O O
, O O
antecipando-se O O
assim O O
ao O O
que O O
viria O O
a O O
ser O O
apanágio O O
da O O
lingüística O O
moderna O O
: O O
a O O
perspectiva O O
sincrônica O O
nos O O
estudos O O
da O O
linguagem O O
. O O
Tome-se O O
para O O
exemplo O O
o O O
seu O O
inovador O O
Manual OBRA PESSOA
de OBRA PESSOA
Análise OBRA PESSOA
, O O
infelizmente O O
e O O
injustamente O O
esquecido O O
em O O
nossos O O
cursos O O
universitários O O
. O O
Para O O
vaidade O O
nossa O O
, O O
mestre PESSOA O
Oiticica PESSOA PESSOA
preparava O O
nova O O
edição O O
desse O O
seu O O
livro O O
e O O
queria O O
ouvir O O
a O O
voz O O
crítica O O
da O O
nossa O O
geração O O
sobre O O
o O O
que O O
fizera O O
e O O
o O O
que O O
seria O O
passível O O
de O O
correção O O
e O O
aperfeiçoamento O O
. O O
Imagine-se O O
o O O
nosso O O
desvanecimento O O
por O O
sermos O O
assim O O
contemplados O O
por O O
um O O
dos O O
mais O O
autorizados O O
catedráticos O O
do O O
tradicional O O
baluarte O O
da O O
cultura O O
humanística O O
em O O
nosso O O
país O O
, O O
o O O
Colégio ORGANIZACAO PESSOA
Pedro ORGANIZACAO PESSOA
II ORGANIZACAO PESSOA
. O O
Oiticica PESSOA O
foi O O
generoso O O
conosco O O
. O O
Deixou O O
estas O O
palavras O O
inscritas O O
na O O
`` O O
Advertência O O
desta O O
edição O O
'' O O
, O O
que O O
reproduzo O O
da O O
5 O O
. O O
ª O O
ed O O
. O O
refundida O O
: O O
E O O
apresso-me O O
em O O
consignar O O
aqui O O
meu O O
profundo O O
reconhecimento O O
aos O O
jovens O O
professores O O
Almir PESSOA PESSOA
Câmara PESSOA PESSOA
de PESSOA PESSOA
Matos PESSOA PESSOA
Peixoto PESSOA PESSOA
, O O
Antônio PESSOA PESSOA
Houaiss PESSOA PESSOA
, O O
Sílvio PESSOA PESSOA
Elia PESSOA PESSOA
e O O
Rocha PESSOA LOCAL
Lima PESSOA LOCAL
, O O
por O O
muitas O O
preciosas O O
sugestões O O
, O O
levando-me O O
a O O
emendas O O
sérias O O
, O O
modificações O O
de O O
quadros O O
e O O
acuramento O O
na O O
disposição O O
geral O O
.2 O O
A O O
citação O O
é O O
de O O
caso O O
pensado O O
longa O O
pela O O
importância O O
de O O
dados O O
biográficos O O
que O O
encerra O O
e O O
por O O
me O O
ensejar O O
partir O O
daí O O
para O O
levantar O O
alguns O O
véus O O
da O O
trama O O
de O O
influências O O
e O O
afinidades O O
que O O
se O O
podem O O
estabelecer O O
entre O O
o O O
nosso O O
Houaiss PESSOA PESSOA
e O O
José PESSOA PESSOA
Oiticica PESSOA PESSOA
, O O
restringindo-me O O
, O O
como O O
anunciara O TEMPO
antes TEMPO TEMPO
, O O
ao O O
campo O O
das O O
atividades O O
lingüístico-filológicas O O
de O O
ambos O O
. O O
Da O O
confluência O O
de O O
características O O
inatas O O
de O O
Antônio PESSOA PESSOA
Houaiss PESSOA PESSOA
com O O
a O O
possível O O
participação O O
da O O
presença O O
de O O
Oiticica PESSOA LOCAL
, O O
aponto O O
em O O
primeiro O O
lugar O O
, O O
como O O
traço O O
comum O O
a O O
ambos O O
, O O
a O O
preocupação O O
da O O
sistematização O O
dos O O
fatos O O
estudados O O
. O O
Oiticica PESSOA O
era O O
um O O
sistematizador O O
por O O
excelência O O
; O O
suas O O
análises O O
em O O
geral O O
confluíam O O
para O O
quadros O O
sinóticos O O
ou O O
esquemas O O
. O O
Daí O O
é O O
o O O
próprio O O
mestre O O
do O O
Pedro ORGANIZACAO PESSOA
II ORGANIZACAO PESSOA
que O O
estabelece O O
, O O
neste O O
sentido O O
, O O
sua O O
relação O O
com O O
outro O O
sistematizador O O
nesses O O
estudos O O
de O O
linguagem O O
que O O
foi O O
Maximino PESSOA PESSOA
Maciel PESSOA PESSOA
, O O
catedrático O O
de O O
Língua ABSTRACCAO PESSOA
Portuguesa ABSTRACCAO PESSOA
do O PESSOA
Colégio ORGANIZACAO PESSOA
Militar ORGANIZACAO PESSOA
, O O
autor O O
de O O
uma O O
Gramática COISA OBRA
Descritiva COISA OBRA
, O O
muito O O
em O O
voga O O
no O O
ensino O O
entre TEMPO TEMPO
1887 TEMPO TEMPO
a TEMPO TEMPO
1930 TEMPO TEMPO
, O O
mais O O
ou O O
menos O O
, O O
depois TEMPO O
caída O O
injustamente O O
no O O
esquecimento O O
e O O
hoje TEMPO TEMPO
objeto O O
de O O
teses O O
de O O
pós-graduação O O
em O O
nossas O O
universidades O O
, O O
pelo O O
que O O
apresentava O O
de O O
intuições O O
transformadas O O
em O O
lições O O
da O O
lingüística O O
moderna O O
. O O
Nos O O
prefácios O O
e O O
em O O
notas O O
de O O
rodapé O O
, O O
entre O O
outras O O
oportunidades O O
, O O
José PESSOA PESSOA
Oiticica PESSOA PESSOA
ressalta O O
essa O O
contribuição O O
de O O
Maximino PESSOA LOCAL
. O O
Na O O
última O O
palestra O O
de O O
uma O O
série O O
proferida O O
em O O
São LOCAL LOCAL
Paulo LOCAL LOCAL
, O O
na O O
Rádio LOCAL LOCAL
Cruzeiro LOCAL LOCAL
do LOCAL LOCAL
Sul LOCAL LOCAL
, O O
na TEMPO O
década TEMPO O
de TEMPO O
40 TEMPO VALOR
, O O
refere-se O O
à O O
contribuição O O
do O O
gramático O O
sergipano O O
e O O
a O O
importância O O
da O O
sistematização O O
do O O
desenvolvimento O O
dos O O
programas O O
escolares O O
e O O
de O O
sua O O
aplicação O O
na O O
experiência O O
pedagógica O O
desenvolvida O O
no O O
Colégio ORGANIZACAO LOCAL
Latino-Americano ORGANIZACAO O
de O O
propriedade O O
de O O
Oiticica PESSOA LOCAL
, O O
entre TEMPO TEMPO
1905 TEMPO TEMPO
e TEMPO TEMPO
1908 TEMPO TEMPO
. O O
Foi O O
a O O
característica O O
de O O
sistematização O O
na O O
vida O O
e O O
na O O
obra O O
de O O
Antônio PESSOA PESSOA
Houaiss PESSOA PESSOA
que O O
me O O
fez O O
considerar O O
atrás O O
uma O O
síntese O O
feliz O O
dessa O O
atividade O O
o O O
título O O
do O O
depoimento O O
de O O
Vasco PESSOA PESSOA
Mariz PESSOA PESSOA
: O O
'' O O
Um ABSTRACCAO O
processo ABSTRACCAO O
administrativo-ideológico ABSTRACCAO O
'' O O
. O O
Vale O O
recordar O O
que O O
, O O
na O O
referência O O
aos O O
jovens O O
professores O O
que O O
colaboraram O O
na O O
revisão O O
do O O
Manual OBRA LOCAL
de OBRA LOCAL
Análise OBRA LOCAL
, O O
Oiticica PESSOA PESSOA
alude O O
a O O
`` O O
modificações O O
de O O
quadros O O
'' O O
e O O
ao O O
`` O O
acuramento O O
na O O
disposição O O
geral O O
'' O O
, O O
duas O O
facetas O O
de O O
uma O O
qualidade O O
central O O
que O O
se O O
chama O O
`` O O
sistematização O O
'' O O
. O O
O O O
segundo O O
elo O O
entre O O
Oiticica PESSOA PESSOA
e O O
Houaiss PESSOA PESSOA
está O O
no O O
interesse O O
da O O
descrição O O
do O O
sistema O O
fonético O O
do O O
português O O
, O O
especialmente O O
do O O
português O O
do O O
Brasil LOCAL LOCAL
. O O
José PESSOA PESSOA
Oiticica PESSOA PESSOA
, O O
depois O O
de O O
trabalhar O O
para O O
uma O O
tese O O
de O O
concurso O O
ao O O
Colégio ORGANIZACAO PESSOA
Pedro ORGANIZACAO PESSOA
II ORGANIZACAO PESSOA
acerca O O
da O O
língua O O
de O O
Camões PESSOA LOCAL
, O O
apresenta O O
à O PESSOA
Congregação PESSOA PESSOA
, O O
em TEMPO TEMPO
1916 TEMPO TEMPO
, O O
a O O
1 O O
. O O
ª O O
série O O
de O O
seu O O
Estudos OBRA OBRA
de OBRA OBRA
Fonologia OBRA OBRA
que O O
, O O
incontestavelmente O O
, O O
abre O O
novo O O
caminho O O
nesse O O
domínio O O
da O O
descrição O O
lingüística O O
entre O O
nós O O
. O O
Houaiss PESSOA O
sempre O O
cultivou O O
a O O
preocupação O O
da O O
descrição O O
fonética O O
, O O
tanto O O
ligado O O
ao O O
Oiticica PESSOA PESSOA
quanto O O
a O O
Nascentes PESSOA PESSOA
- O O
outro O O
notável O O
cultor O O
dos O O
estudos O O
fonéticos O O
- O O
, O O
e O O
o O O
ponto O O
mais O O
alto O O
dessa O O
atividade O O
está O O
consubstanciado O O
na O O
exaustiva O O
elaboração O O
da O O
Tentativa OBRA OBRA
de OBRA OBRA
Descrição OBRA OBRA
do OBRA OBRA
Sistema OBRA OBRA
Vocálico OBRA OBRA
do OBRA OBRA
Português OBRA OBRA
Culto OBRA OBRA
na OBRA OBRA
Área OBRA OBRA
Dita OBRA OBRA
Carioca OBRA OBRA
, O O
em TEMPO TEMPO
1959 TEMPO TEMPO
e O O
das O O
Normas O O
da O O
pronúncia O O
normal O O
do O O
Brasil O LOCAL
aprovadas O O
pelo O O
Primeiro ACONTECIMENTO ORGANIZACAO
Congresso ACONTECIMENTO ORGANIZACAO
Brasileiro ACONTECIMENTO ORGANIZACAO
de ACONTECIMENTO ORGANIZACAO
Língua ACONTECIMENTO ORGANIZACAO
Falada ACONTECIMENTO ORGANIZACAO
no ACONTECIMENTO O
Teatro ACONTECIMENTO LOCAL
, O O
realizado O O
em TEMPO TEMPO
1956 TEMPO TEMPO
, O O
em O O
Salvador LOCAL LOCAL
-LRI- O O
Bahia LOCAL LOCAL
-RRI- O O
. O O
Só O O
um O O
sistematizador O O
empreende O O
, O O
como O O
empreendeu O O
Houaiss PESSOA PESSOA
, O O
o O O
caminho O O
para O O
o O O
dicionário O O
, O O
para O O
a O O
enciclopédia O O
, O O
para O O
a O O
crítica O O
textual O O
. O O
Sem O O
alusões O O
pejorativas O O
, O O
tivemos O O
, O O
no O O
campo O O
da O O
erudição O O
dicionarística O O
, O O
quatro O O
gigantes O O
na O O
seara O O
: O O
o O O
Padre PESSOA PESSOA
Augusto PESSOA PESSOA
Magne PESSOA PESSOA
, O O
Antenor PESSOA PESSOA
Nascentes PESSOA PESSOA
, O O
Aurélio PESSOA PESSOA
Buarque PESSOA PESSOA
de PESSOA PESSOA
Holanda PESSOA PESSOA
e O O
Antônio PESSOA PESSOA
Houaiss PESSOA PESSOA
. O O
O O O
sonhador O O
entre O O
eles O O
, O O
o O O
Padre PESSOA PESSOA
Magne PESSOA PESSOA
, O O
deixou-nos O O
inacabados O O
excelentes O O
dicionários O O
no O O
âmbito O O
do O O
português O O
e O O
do O O
latim O O
; O O
os O O
sistematizadores O O
, O O
e O O
disciplinados O O
, O O
os O O
demais O O
, O O
chegaram O O
com O O
sucesso O O
ao O O
fim O O
de O O
seus O O
projetos O O
lexicográficos O O
. O O
Também O O
Oiticica PESSOA O
empreendeu O O
a O O
elaboração O O
de O O
um O O
Novo OBRA PESSOA
Dicionário OBRA PESSOA
Popular OBRA PESSOA
da OBRA PESSOA
Língua OBRA PESSOA
Portuguesa OBRA PESSOA
Prosódico OBRA PESSOA
e OBRA O
Ortográfico OBRA PESSOA
que O O
, O O
apesar O O
dos O O
seus O O
16 VALOR VALOR
fascículos O VALOR
, O O
ficou O O
incompleto O O
, O O
por O O
falta O O
de O O
recursos O O
para O O
prossegui-lo O O
. O O
O O O
trato O O
com O O
a O O
língua O O
e O O
seu O O
léxico O O
está O O
presente O O
em O O
Oiticica PESSOA LOCAL
e O O
em O O
Houaiss PESSOA LOCAL
, O O
o O O
que O O
leva O O
os O O
dois O O
a O O
defender O O
a O O
necessidade O O
da O O
riqueza O O
vocabular O O
. O O
As O O
seguintes O O
palavras O O
são O O
do O O
velho O O
mestre O O
do O O
Colégio ORGANIZACAO PESSOA
Pedro ORGANIZACAO PESSOA
II ORGANIZACAO PESSOA
, O O
mas O O
Houaiss PESSOA PESSOA
poderia O O
subscrevê-las O O
com O O
prazer O O
e O O
com O O
assentimento O O
: O O
O O O
primeiro O O
mister O O
do O O
escritor O O
é O O
apreender O O
o O O
sistema O O
vocabular O O
de O O
sua O O
língua O O
. O O
Tal O O
apreensão O O
há O O
de O O
fazer-se O O
em O O
dois O O
sentidos O O
: O O
extensão O O
e O O
profundidade O O
. O O
Ora O O
, O O
o O O
vocabulário O O
das O O
línguas O O
civilizadas O O
cresce O O
todo TEMPO TEMPO
dia TEMPO TEMPO
, O O
rapidamente O O
em O O
extensão O O
, O O
quase O O
inteira O O
, O O
no O O
setor O O
técnico O O
, O O
industrial O O
principalmente O O
. O O
Novas O O
cousas O O
, O O
novos O O
produtos O O
; O O
novas O O
máquinas O O
, O O
novos O O
nomes O O
.3 O O
Ou O O
mais O O
adiante O O
: O O
O O O
estudo O O
penetrante O O
do O O
vocabulário O O
nos O O
dois O O
sentidos O O
apontados O O
capacita O O
o O O
escritor O O
de O O
exprimir O O
tudo O O
com O O
a O O
máxima O O
propriedade O O
. O O
Potência O O
vocabular O O
e O O
riqueza O O
de O O
dicção O O
constituem O O
os O O
dois O O
tesouros O O
essenciais O O
do O O
escritor O O
. O O
Foi O O
esse O O
o O O
alforje O O
de O O
um O O
Camilo PESSOA PESSOA
Castelo PESSOA PESSOA
Branco PESSOA PESSOA
, O O
singular O O
milagre O O
literário O O
.4 O O
Dos O O
grandes O O
mestres O O
do O O
idioma O O
com O O
quem O O
Houaiss PESSOA PESSOA
conviveu O O
como O O
aluno O O
e O O
discípulo O O
- O O
Oiticica PESSOA LOCAL
, O O
Sousa PESSOA PESSOA
da PESSOA PESSOA
Silveira PESSOA PESSOA
e O O
Antenor PESSOA PESSOA
Nascentes PESSOA PESSOA
- O O
só O O
o O O
primeiro O O
possuía O O
esse O O
desvanecimento O O
pela O O
riqueza O O
vocabular O O
, O O
como O O
também O O
o O O
praticava O O
nos O O
seus O O
escritos O O
, O O
em O O
prosa O O
ou O O
poesia O O
. O O
Oiticica PESSOA O
debruçou-se O O
nos O O
escritores O O
de O O
léxico O O
pujante O O
, O O
fichando O O
seu O O
arsenal O O
vocabular O O
, O O
como O O
, O O
segundo O O
suas O O
declarações O O
, O O
fez O O
de O O
autores O O
portugueses O O
-LRI- O O
Camilo PESSOA PESSOA
e O O
Aquilino PESSOA PESSOA
Ribeiro PESSOA PESSOA
-RRI- O O
e O O
brasileiros O O
-LRI- O O
Rui PESSOA PESSOA
, O O
Euclides PESSOA PESSOA
e O O
Coelho PESSOA PESSOA
Neto PESSOA PESSOA
-RRI- O O
. O O
Defende O O
este O O
último O O
de O O
maneira O O
veemente O O
: O O
`` O O
Houve O O
quem O O
acoimasse O O
Coelho PESSOA ORGANIZACAO
Neto PESSOA ORGANIZACAO
de O O
maníaco O O
nesse O O
ponto O O
, O O
glosando-se O O
que O O
inventava O O
as O O
histórias O O
para O O
empregar O O
certos O O
vocábulos O O
. O O
Não O O
me O O
parece O O
real O O
a O O
coima O O
. O O
O O O
que O O
reconheço O O
é O O
serem O O
seus O O
vocábulos O O
empregados O O
com O O
perfeita O O
precisão O O
'' O O
.5 O OBRA
Léxico O OBRA
extenso O O
e O O
profundo O O
não O O
se O O
há O O
de O O
confundir O O
com O O
exuberância O O
desenfreada O O
, O O
catadupa O O
lexical O O
que O O
camba O O
para O O
a O O
verborragia O O
. O O
Oiticica PESSOA O
condena-o O O
, O O
ainda O O
que O O
venha O O
sob O O
a O O
chancela O O
de O O
um O O
bom O O
autor O O
: O O
Finalmente O O
, O O
há O O
também O O
, O O
o O O
vocabulário O O
destrambelhado O O
, O O
sem O O
regra O O
nem O O
medida O O
, O O
felizmente O O
raro O O
ou O O
ímpar O O
. O O
É O O
o O O
de O O
Fialho PESSOA PESSOA
de PESSOA PESSOA
Almeida PESSOA PESSOA
. O O
Nem O O
sua O O
centelha O O
inconfundível O O
logrou O O
salvá-lo O O
.6 O O
Outra O O
estreita O O
afinidade O O
entre O O
essas O O
duas O O
inteligências O O
- O O
Houaiss PESSOA PESSOA
e O O
Oiticica PESSOA PESSOA
ou O O
Oiticica PESSOA LOCAL
e O O
Houaiss PESSOA PESSOA
- O O
é O O
o O O
respeito O O
à O O
língua O O
padrão O O
, O O
à O O
norma O O
culta O O
, O O
apanágio O PESSOA
da O PESSOA
Cultura ABSTRACCAO PESSOA
, O O
que O O
, O O
longe O O
de O O
ser O O
entendida O O
como O O
antiliberal O O
e O O
aprofundadora O O
das O O
diferenças O O
sociais O O
, O O
é O O
tida O O
como O O
um O O
ponto O O
ideal O O
a O O
ser O O
atingido O O
pela O O
ação O O
da O O
escola O O
e O O
das O O
diversas O O
agências O O
de O O
cultura O O
de O O
que O O
dispõe O O
a O O
sociedade O O
. O O
Ambos O O
eram O O
devotos O O
da O O
disciplina O O
gramatical O O
. O O
Tal O O
orientação O O
coincide O O
com O O
a O O
de O O
um O O
dos O O
maiores O O
teóricos O O
da O O
linguagem O O
dos TEMPO O
nossos TEMPO O
dias TEMPO O
. O O
Eugenio PESSOA PESSOA
Coseriu PESSOA PESSOA
, O O
em O O
resumo O O
de O O
uma O O
conferência O O
no O O
Liceu LOCAL PESSOA
Literário LOCAL PESSOA
Português LOCAL PESSOA
, O O
assim O O
se O O
manifesta O O
: O O
Na O O
lingüística O O
atual O O
considera-se O O
com TEMPO O
freqüência TEMPO O
só O O
a O O
língua O O
falada O O
` O O
primária O O
' O O
-LRI- O O
espontânea O O
ou O O
` O O
usual O O
' O O
-RRI- O O
como O O
` O O
natural O O
' O O
e O O
` O O
livre O O
' O O
, O O
ao O O
mesmo O O
tempo O O
que O O
a O O
língua O O
exemplar O O
-LRI- O O
ou O O
` O O
língua O O
padrão O O
' O O
-RRI- O O
e O O
a O O
forma O O
literária O O
desta O O
se O O
consideram O O
como O O
` O O
artificiais O O
' O O
e O O
` O O
impostas O O
' O O
. O O
Por O O
conseguinte O O
, O O
consideram-se O O
também O O
só O O
a O O
gramática O O
descritiva O O
` O O
objetivista O O
' O O
como O O
realmente O O
científica O O
e O O
a O O
gramática O O
normativa O O
como O O
expressão O O
sem O O
fundamento O O
científico O O
duma O O
atitude O O
antiliberal O O
e O O
dogmática O O
. O O
Trata O O
de O O
erros O O
e O O
confusões O O
teóricas O O
que O O
procedem O O
da O O
concepção O O
positivista O O
vulgar O O
da O O
linguagem O O
e O O
da O O
Lingüística ABSTRACCAO LOCAL
. O O
Na O O
realidade O O
e O O
, O O
portanto O O
, O O
na O O
boa O O
teoria O O
, O O
a O O
língua O O
literária O O
representa O O
o O O
grau O O
mais O O
alto O O
da O O
dimensão O O
deôntica O O
-LRI- O O
o O O
` O O
dever O O
ser O O
' O O
-RRI- O O
da O O
língua O O
; O O
e O O
a O O
gramática O O
normativa O O
é O O
a O O
manifestação O O
metalingüística O O
explícita O O
desta O O
dimensão O O
.7 O O
Sem O O
compará-lo O O
a O O
Oiticica PESSOA LOCAL
, O O
Sílvio PESSOA PESSOA
Elia PESSOA PESSOA
, O O
no O O
seu O O
estudo O O
sobre O O
Houaiss PESSOA PESSOA
, O O
chamou-nos O O
a O O
atenção O O
para O O
este O O
aspecto O O
do O O
pensamento O O
lingüístico-pedagógico-político O O
do O O
nosso O O
homenageado O O
. O O
Como O O
Oiticica PESSOA LOCAL
, O O
Houaiss PESSOA PESSOA
não O O
perfilhou O O
a O O
tese O O
populista O O
para O O
quem O O
, O O
no O O
dizer O O
de O O
Sílvio PESSOA LOCAL
, O O
`` O O
a O O
língua O O
errada O O
do O O
povo O O
'' O O
era O O
a O O
forma O O
autêntica O O
da O O
fala O O
brasileira O O
. O O
Nisto O O
, O O
Oiticica PESSOA PESSOA
enquanto O O
anarquista O O
, O O
e O O
Houaiss PESSOA PESSOA
enquanto O O
socialista O O
, O O
tocam O O
numa O O
e O O
mesma O O
tecla O O
. O O
Como O O
bem O O
resumiu O O
Sílvio PESSOA PESSOA
Elia PESSOA PESSOA
, O O
`` O O
Pode O O
, O O
por O O
conseguinte O O
, O O
o O O
homem O O
, O O
ser O O
racional O O
e O O
livre O O
que O O
é O O
, O O
melhorar O O
, O O
aperfeiçoar O O
o O O
seu O O
comportamento O O
por O O
um O O
processo O O
chamado O O
`` O O
educação O O
'' O O
-LRI- O O
... O O
-RRI- O O
A O O
escola O O
, O O
no O O
que O O
tange O O
ao O O
ensino O O
da O O
língua O O
portuguesa O O
, O O
ministrará O O
, O O
portanto O O
, O O
ao O O
aluno O O
os O O
conhecimentos O O
necessários O O
para O O
o O O
domínio O O
satisfatório O O
do O O
padrão O O
culto O O
do O O
idioma O O
pátrio O O
'' O O
.8 O O
Neste O O
particular O O
, O O
Oiticica PESSOA LOCAL
, O O
tão O O
fiel O O
à O O
sua O O
noção O O
de O O
ordem O O
e O O
de O O
perfeição O O
idiomática O O
, O O
não O O
aceitou O O
os O O
`` O O
futuristas O O
'' O O
. O O
Houaiss PESSOA O
, O O
mais O O
jovem O O
e O O
mais O O
bem O O
aparelhado O O
para O O
receber O O
as O O
mudanças O O
, O O
soube O O
melhor O O
compreender O O
o O O
modernismo O O
e O O
futurismo O O
, O O
sem O O
renegar O O
- O O
como O O
fizera O O
Oiticica PESSOA O
- O O
seu O O
partidarismo O O
de O O
uma O O
sociedade O O
baseada O O
na O O
ordem O O
, O O
no O O
belo O O
, O O
na O O
estética O O
. O O
Também O O
Houaiss PESSOA O
se O O
aproximava O O
das O O
atividades O O
de O O
Oiticica PESSOA LOCAL
no O O
que O O
toca O O
a O O
uma O O
permanente O O
e O O
intensa O O
atuação O O
como O O
crítico O O
literário O O
, O O
labor O O
que O O
não O O
praticavam O O
, O O
com O O
regularidade O O
, O O
Nascentes PESSOA PESSOA
nem O O
Sousa PESSOA PESSOA
da PESSOA PESSOA
Silveira PESSOA PESSOA
. O O
Curioso O O
é O O
que O O
até O TEMPO
neste O TEMPO
domínio O TEMPO
Houaiss PESSOA TEMPO
se O O
aproxima O O
de O O
Oiticica PESSOA LOCAL
, O O
pois O O
que O O
a O O
crítica O O
literária O O
entre O O
eles O O
assinala O O
o O O
domínio O O
de O O
menor O O
relevo O O
e O O
importância O O
de O O
suas O O
atividades O O
. O O
Eis O O
aqui O O
uma O O
pálida O O
amostra O O
do O O
que O O
se O O
pode O O
fazer O O
de O O
análise O O
microscópica O O
na O O
obra O O
lingüístico-filológica O O
de O O
Antônio PESSOA PESSOA
Houaiss PESSOA PESSOA
, O O
nas O O
suas O O
aproximações O O
com O O
seus O O
mestres O O
e O O
contemporâneos O O
. O O
A O O
Houaiss PESSOA COISA
se O O
podem O O
bem O O
aplicar O O
as O O
palavras O O
com O O
que O O
Oiticica PESSOA PESSOA
se O O
definia O O
a O O
si O O
mesmo O O
, O O
no O O
seu O O
último O O
livro O O
de O O
sonetos O O
Fonte OBRA PESSOA
Perene OBRA PESSOA
-LRI- O O
1954 TEMPO TEMPO
-RRI- O O
: O O
sou O O
da O O
raça O O
pagã O O
dos O O
Prometeus PESSOA PESSOA
... O O
guardo O O
em O O
mim O O
as O O
grandezas O O
do O O
indescrito O O
, O O
e O O
a O O
vontade O O
divina O O
de O O
ser O O
Deus PESSOA PESSOA
. O O
Em O O
que O O
escola O O
estuda O O
o O O
Harry PESSOA PESSOA
Potter PESSOA PESSOA
? O O
Qual O O
a O O
divisa O O
da O O
escola O O
? O O
Em O O
quantas O O
casas O O
está O O
dividida O O
? O O
Quem O O
é O O
o O O
director O O
da O O
escola O O
? O O
Como O O
são O O
os O O
peixes-espada O O
? O O
Qual O O
é O O
o O O
recorde O O
da O O
IGFA ORGANIZACAO ORGANIZACAO
para O O
este O O
tipo O O
de O O
peixe O O
? O O
Quando O O
nasceu O O
Amintore PESSOA PESSOA
Fanfani PESSOA PESSOA
? O O
E O O
aonde O O
nasceu O O
? O O
Quem O O
foi O O
Le PESSOA PESSOA
Corbusier PESSOA PESSOA
? O O
Qual O O
era O O
o O O
seu O O
verdadeiro O O
nome O O
? O O
Quem O O
era O O
Flaubert PESSOA PESSOA
? O O
Em O O
que O O
ano O O
publicou O O
`` O O
Bouvard OBRA ABSTRACCAO
e OBRA ABSTRACCAO
Pécuchet OBRA ABSTRACCAO
'' O O
? O O
Lista O O
todas O O
as O O
suas O O
obras O O
. O O
O O O
que O O
foi O O
a O O
Revolução ACONTECIMENTO PESSOA
de ACONTECIMENTO PESSOA
Veludo ACONTECIMENTO PESSOA
? O O
O O O
que O O
foi O O
a O O
Revolução ACONTECIMENTO PESSOA
dos ACONTECIMENTO O
Cravos ACONTECIMENTO PESSOA
? O O
Quem O O
foi O O
António PESSOA PESSOA
de PESSOA PESSOA
