THANKSGIVING	B-ACONTECIMENTO
Após	O
intensas	O
negociações	O
,	O
o	O
Consenso	B-OBRA
Europeu	I-OBRA
foi	O
adoptado	O
pelo	O
CAGRE	B-ORGANIZACAO
em	B-TEMPO
20	I-TEMPO
de	I-TEMPO
Novembro	I-TEMPO
,	O
tendo	O
-	O
se	O
conseguido	O
que	O
,	O
na	O
sua	O
versão	O
final	O
,	O
o	O
Consenso	B-OBRA
não	O
imponha	O
limitações	O
ao	O
uso	O
de	O
recursos	O
de	O
protecção	O
civil	O
nos	O
cenários	O
de	O
desastres	O
naturais	O
,	O
tecnológicos	O
e	O
ambientais	O
em	B-TEMPO
tempo	I-TEMPO
de	O
paz	O
.	O
No	O
entanto	O
,	O
para	O
situações	O
de	O
emergências	O
complexas	O
(	O
conflitos	O
ou	O
situações	O
de	O
fragilidade	O
)	O
o	O
uso	O
de	O
meios	O
de	O
protecção	O
civil	O
acabou	O
por	O
ser	O
considerado	O
como	O
excepcional	O
.	O
5	O
.	O
Revisão	O
das	O
Directrizes	B-OBRA
de	I-OBRA
Oslo	I-OBRA
As	O
Directrizes	B-OBRA
de	I-OBRA
Oslo	I-OBRA
são	O
um	O
documento	O
das	O
Nações	B-ORGANIZACAO
Unidas	I-ORGANIZACAO
,	O
destinado	O
a	O
orientar	O
o	O
uso	O
de	O
meios	O
militares	O
e	O
da	O
defesa	O
civil	O
nos	O
cenários	O
de	O
emergências	O
naturais	O
,	O
tecnológicas	O
ou	O
ambientais	O
em	B-TEMPO
tempo	I-TEMPO
de	O
paz	O
.	O
Aquando	O
da	O
última	O
revisão	O
destas	O
directrizes	O
,	O
em	B-TEMPO
2006	I-TEMPO
,	O
os	O
recursos	O
de	O
protecção	O
civil	O
foram	O
englobados	O
no	O
mesmo	O
grupo	O
dos	O
recursos	O
militares	O
,	O
implicando	O
que	O
apenas	O
poderiam	O
ser	O
utilizados	O
como	O
«	O
último	O
recurso	O
»	O
,	O
após	O
esgotamento	O
de	O
outras	O
alternativas	O
civis	O
.	O
Conscientes	O
de	O
que	O
tal	O
regra	O
contradiria	O
o	O
princípio	O
básico	O
de	O
actuação	O
da	O
protecção	O
civil	O
(	O
resposta	O
rápida	O
e	O
imediata	O
após	O
uma	O
emergência	O
)	O
,	O
os	O
Estados	B-ORGANIZACAO
-	I-ORGANIZACAO
Membros	I-ORGANIZACAO
e	O
a	O
Comissão	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
desenvolveram	O
diversas	O
diligências	O
procurando	O
obter	O
uma	O
clarificação/revisão	O
de	O
tais	O
Directrizes	B-OBRA
junto	O
da	O
UN/OCHA	B-ORGANIZACAO
.	O
Em	O
particular	O
,	O
foi	O
obtido	O
acordo	O
no	O
Grupo	B-PESSOA
de	I-PESSOA
Trabalho	I-PESSOA
PROCIV	I-PESSOA
quanto	O
a	O
uma	O
abordagem	O
global	O
dos	O
Estados	B-ORGANIZACAO
-	I-ORGANIZACAO
Membros	I-ORGANIZACAO
sobre	O
esta	O
matéria	O
.	O
Nesta	O
sequência	O
,	O
foi	O
realizada	O
uma	O
reunião	O
com	O
a	O
UN/OCHA	B-ORGANIZACAO
a	B-TEMPO
28	I-TEMPO
e	O
29	B-TEMPO
de	I-TEMPO
Novembro	I-TEMPO
,	O
a	O
qual	O
permitiu	O
adoptar	O
uma	O
revisão	O
das	O
Directrizes	B-OBRA
que	O
clarifica	O
o	O
princípio	O
do	O
último	O
recurso	O
,	O
garantindo	O
um	O
tratamento	O
diferenciado	O
para	O
os	O
recursos	O
de	O
Protecção	B-ABSTRACCAO
Civil	I-ABSTRACCAO
.	O
6	O
.	O
Infra	O
-	O
estruturas	O
críticas	O
As	O
conclusões	O
do	O
Conselho	B-ORGANIZACAO
em	O
matéria	O
«	O
de	O
prevenção	O
,	O
de	O
preparação	O
para	O
intervir	O
e	O
de	O
resposta	O
a	O
atentados	O
terroristas	O
»	O
e	O
o	O
«	O
programa	O
de	O
solidariedade	O
da	O
União	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
respeitante	O
às	O
consequências	O
das	O
ameaças	O
e	O
dos	O
atentados	O
terroristas	O
"	O
,	O
adoptado	O
pelo	O
Conselho	B-ORGANIZACAO
em	B-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
2004	I-TEMPO
,	O
apoiaram	O
a	O
elaboração	O
de	O
um	O
Programa	B-OBRA
Europeu	I-OBRA
para	I-OBRA
a	I-OBRA
Protecção	I-OBRA
das	I-OBRA
Infra	I-OBRA
-	I-OBRA
Estruturas	I-OBRA
Críticas	I-OBRA
e	O
a	O
criação	O
de	O
uma	O
Rede	B-OBRA
de	I-OBRA
Alerta	I-OBRA
para	I-OBRA
as	I-OBRA
Infra	I-OBRA
-	I-OBRA
estruturas	I-OBRA
Críticas	I-OBRA
.	O
Neste	O
sentido	O
,	O
em	B-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
2006	I-TEMPO
,	O
a	O
Comissão	B-ORGANIZACAO
apresentou	O
uma	O
proposta	O
de	O
Directiva	B-OBRA
do	I-OBRA
Conselho	I-OBRA
,	O
na	O
qual	O
se	O
propõem	O
medidas	O
para	O
a	O
identificação	O
e	O
designação	O
das	O
infra	O
estruturas	O
críticas	O
europeias	O
e	O
para	O
a	O
avaliação	O
da	O
necessidade	O
de	O
melhorar	O
a	O
sua	O
protecção	O
,	O
sendo	O
que	O
são	O
abrangidas	O
aquelas	O
cuja	O
perturbação	O
ou	O
destruição	O
afectaria	O
dois	O
ou	O
mais	O
Estados	B-ORGANIZACAO
-	I-ORGANIZACAO
Membros	I-ORGANIZACAO
,	O
ou	O
um	O
único	O
Estado	B-ORGANIZACAO
-	I-ORGANIZACAO
Membro	I-ORGANIZACAO
se	O
a	O
infra	O
-	O
estrutura	O
crítica	O
estiver	O
localizada	O
em	O
outro	O
Estado	B-LOCAL
-	I-LOCAL
Membro	I-LOCAL
.	O
Na	O
sequência	O
dos	O
trabalhos	O
desenvolvidos	O
pela	O
Presidência	B-ORGANIZACAO
Alemã	I-ORGANIZACAO
neste	O
âmbito	O
,	O
foi	O
dada	O
continuidade	O
à	O
negociação	O
da	O
proposta	O
de	O
Directiva	B-OBRA
,	O
tendo	O
-	O
se	O
analisado	O
o	O
parecer	O
do	O
Parlamento	B-ORGANIZACAO
Europeu	I-ORGANIZACAO
e	O
discutido	O
as	O
reservas	O
introduzidas	O
pelas	O
diversas	O
delegações	O
.	O
O	O
balanço	O
final	O
é	O
positivo	O
,	O
uma	O
vez	O
que	O
se	O
conseguiu	O
eliminar	O
a	O
maior	O
parte	O
das	O
reservas	O
existentes	O
.	O
Embora	O
exista	O
consenso	O
em	O
relação	O
a	O
cerca	B-VALOR
de	I-VALOR
70%	I-VALOR
da	O
proposta	O
de	O
Directiva	B-OBRA
,	O
subsistem	O
reservas	O
de	O
fundo	O
de	O
diversos	O
Estados	B-ORGANIZACAO
-	I-ORGANIZACAO
Membros	I-ORGANIZACAO
que	O
se	O
relacionam	O
,	O
por	O
exemplo	O
,	O
com	O
a	O
natureza	O
legal	O
do	O
instrumento	O
a	O
adoptar	O
,	O
a	O
inclusão	O
do	O
sector	O
do	O
«	O
nuclear	O
»	O
no	O
âmbito	O
da	O
Directiva	B-OBRA
,	O
a	O
definição	O
de	O
Infra	B-ABSTRACCAO
-	I-ABSTRACCAO
estrutura	I-ABSTRACCAO
Crítica	I-ABSTRACCAO
Europeia	I-ABSTRACCAO
e	O
a	O
obrigatoriedade	O
de	O
estabelecimento	O
de	O
Planos	B-OBRA
de	I-OBRA
Segurança	I-OBRA
e	O
Oficiais	B-OBRA
de	I-OBRA
Ligação	I-OBRA
.	O
Neste	O
contexto	O
foi	O
obtido	O
acordo	O
sobre	O
um	O
Relatório	B-OBRA
de	I-OBRA
Progresso	I-OBRA
adoptado	O
no	O
Conselho	B-ACONTECIMENTO
JAI	I-ACONTECIMENTO
de	B-TEMPO
5/6	I-TEMPO
Dezembro	I-TEMPO
.	O
Que	O
país	O
declarou	O
a	O
independência	O
em	B-TEMPO
1291	I-TEMPO
?	O
O	O
que	O
se	O
passou	O
a	B-TEMPO
4	I-TEMPO
de	I-TEMPO
Julho	I-TEMPO
de	I-TEMPO
1776	I-TEMPO
?	O
De	O
quem	O
trata	O
o	O
filme	O
"	O
2	B-OBRA
filhos	I-OBRA
de	I-OBRA
Francisco	I-OBRA
"	O
?	O
Quais	O
são	O
as	O
sete	O
colinas	O
de	O
Roma	B-LOCAL
?	O
Qual	O
é	O
a	O
mais	O
pequena	O
delas	O
?	O
Quem	O
é	O
o	O
dono	O
delas	O
?	O
Em	O
qual	O
delas	O
fica	O
a	O
residência	O
do	O
presidente	O
?	O
De	O
que	O
estado	O
foi	O
governador	O
Adhemar	B-PESSOA
de	I-PESSOA
Barros	I-PESSOA
?	O
Quem	O
eram	O
os	O
almóadas	O
?	O
Quem	O
fabrica	O
os	O
foguetões	O
Ariane	B-COISA
?	O
Quantas	O
pessoas	O
morreram	O
no	O
atentado	O
na	O
estação	O
de	O
Bolonha	B-LOCAL
?	O
Quem	O
é	O
Boaventura	B-PESSOA
Kloppenburg	I-PESSOA
?	O
Quando	O
é	O
que	O
a	O
baleia	O
azul	O
foi	O
extinta	O
?	O
O	O
que	O
está	O
escrito	O
na	O
bandeira	O
do	O
Brasil	B-LOCAL
?	O
Que	O
árvore	O
está	O
na	O
bandeira	O
do	O
Líbano	B-LOCAL
?	O
Por	O
que	O
estado	O
é	O
senador	O
Barack	B-PESSOA
Obama	I-PESSOA
?	O
O	O
que	O
é	O
um	O
barrete	O
frígio	O
?	O
Quantos	O
jogadores	O
tem	O
um	O
time	O
de	O
basquete	O
?	O
Quem	O
disse	O
"	O
Ao	O
vencedor	O
,	O
as	O
batatas	O
!	O
"	O
?	O
Que	O
princesa	O
portuguesa	O
foi	O
rainha	B-PESSOA
da	I-PESSOA
Dinamarca	I-PESSOA
?	O
Que	O
inglês	O
foi	O
treinador	O
do	O
Porto	B-PESSOA
?	O
Que	O
mar	O
banha	O
Braga	B-LOCAL
?	O
O	O
que	O
é	O
a	O
navegação	O
de	O
cabotagem	O
?	O
Caen	B-LOCAL
é	O
a	O
capital	O
de	O
que	O
departamento	O
?	O
O	O
que	O
é	O
um	O
caiaque	O
?	O
Como	O
se	O
chama	O
Cayenne	B-ABSTRACCAO
em	O
português	O
?	O
Quem	O
viajava	O
no	O
avião	O
que	O
se	O
despenhou	O
em	O
Camarate	B-LOCAL
?	O
Que	O
cidade	O
era	O
capital	O
do	O
Brasil	B-LOCAL
antes	O
do	O
governo	O
ser	O
transferido	O
para	O
Brasília	B-LOCAL
?	O
Que	O
rei	O
morreu	O
em	B-TEMPO
1718	I-TEMPO
?	O
O	O
que	O
eram	O
cartas	O
de	O
alforria	O
?	O
Que	O
cidade	O
francesa	O
foi	O
residência	O
dos	O
Papas	B-PESSOA
?	O
Quando	O
foi	O
fundado	O
o	O
Nacional	B-ORGANIZACAO
da	I-ORGANIZACAO
Madeira	I-ORGANIZACAO
?	O
Onde	O
?	O
Qual	O
o	O
diâmetro	O
de	O
Ceres	B-COISA
?	O
Diga	O
o	O
nome	O
de	O
um	O
chá	O
branco	O
.	O
Em	O
que	O
distrito	O
fica	O
Chaves	B-LOCAL
?	O
Quantas	O
freguesias	O
tem	O
o	O
concelho	O
?	O
Que	O
municípios	O
ficam	O
a	O
oeste	O
?	O
Quantos	O
habitantes	O
tinha	O
em	B-TEMPO
2006	I-TEMPO
?	O
Quais	O
são	O
as	O
cidades	O
-	O
estado	O
da	O
Alemanha	B-LOCAL
?	O
De	O
onde	O
é	O
nativo	O
o	O
cisne	O
branco	O
?	O
A	O
quem	O
pertence	O
o	O
Cisne	B-COISA
Branco	I-COISA
?	O
Quando	O
foi	O
registado	O
pela	O
primeira	O
vez	O
o	O
cometa	O
Halley	B-COISA
?	O
Em	O
que	O
famosa	O
obra	O
aparece	O
o	O
cometa	O
?	O
Que	O
batalha	O
aparece	O
nessa	O
obra	O
?	O
Quem	O
venceu	O
o	O
Campeonato	B-ACONTECIMENTO
do	I-ACONTECIMENTO
Mundo	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Contra	I-ACONTECIMENTO
-	I-ACONTECIMENTO
Relógio	I-ACONTECIMENTO
em	B-TEMPO
1995	I-TEMPO
?	O
Em	O
que	O
país	O
se	O
disputou	O
a	O
prova	O
?	O
Qual	O
o	O
tempo	O
do	O
vencedor	O
?	O
E	O
quem	O
venceu	O
em	B-TEMPO
1994	I-TEMPO
?	O
Com	O
quem	O
se	O
casou	O
a	O
rainha	B-PESSOA
Cristina	I-PESSOA
?	O
Que	O
idade	O
tinha	O
ela	O
quando	O
morreu	O
?	O
Quem	O
foi	O
o	O
13º	B-VALOR
rei	B-PESSOA
de	I-PESSOA
Portugal	I-PESSOA
?	O
O	O
que	O
é	O
a	O
defesa	O
siciliana	O
?	O
Que	O
empresa	O
editou	O
a	O
Diciopédia	B-OBRA
?	O
Que	O
dinastia	O
reinava	O
em	O
Portugal	B-LOCAL
em	B-TEMPO
1500	I-TEMPO
?	O
O	O
que	O
são	O
os	O
DOM	B-LOCAL
franceses	O
?	O
Quantos	O
são	O
eles	O
?	O
Qual	O
deles	O
fica	O
na	O
Europa	B-LOCAL
?	O
Em	O
que	O
zona	O
de	O
Espanha	B-LOCAL
nasce	O
o	O
rio	O
Douro	B-LOCAL
?	O
Onde	O
fica	O
o	O
parque	O
Eduardo	B-LOCAL
VII	I-LOCAL
?	O
Quantos	O
focos	O
tem	O
uma	O
elipse	O
?	O
Quantos	O
pontos	O
vale	O
um	O
ensaio	O
no	O
râguebi	O
?	O
O	O
que	O
é	O
o	O
enxaimel	O
?	O
Diga	O
uma	O
escritora	O
sarda	O
.	O
Como	O
se	O
chamava	O
o	O
sabre	O
dos	O
samurai	O
?	O
Quem	O
foi	O
Ésquilo	B-PESSOA
?	O
Em	O
que	O
constelação	O
fica	O
Vega	B-COISA
?	O
E	O
Régulo	B-COISA
?	O
Qual	O
a	O
freguesia	O
mais	O
populosa	O
de	O
Évora	B-LOCAL
?	O
Que	O
equipa	O
é	O
treinada	O
por	O
Fernando	B-PESSOA
Santos	I-PESSOA
?	O
Que	O
equipa	O
era	O
treinada	O
por	O
Fernando	B-PESSOA
Santos	I-PESSOA
em	B-TEMPO
1994	I-TEMPO
?	O
Em	O
que	O
estado	O
brasileiro	O
fica	O
Faro	B-LOCAL
?	O
Em	O
que	O
época	O
é	O
que	O
o	O
FC	B-PESSOA
Porto	I-PESSOA
ganhou	O
a	O
Liga	B-ACONTECIMENTO
dos	I-ACONTECIMENTO
Campeões	I-ACONTECIMENTO
?	O
Que	O
pássaro	O
renascia	O
das	O
próprias	O
cinzas	O
?	O
Que	O
percentagem	O
dos	O
finlandeses	O
fala	O
sueco	O
?	O
Quando	O
é	O
que	O
F.H.	B-PESSOA
Cardoso	I-PESSOA
tomou	O
posse	O
como	O
presidente	O
?	O
O	O
que	O
é	O
a	O
FIDE	B-ABSTRACCAO
?	O
Que	O
profundidade	O
atinge	O
a	O
Fossa	B-LOCAL
das	I-LOCAL
Marianas	I-LOCAL
?	O
Onde	O
fica	O
?	O
Quando	O
se	O
atingiu	O
o	O
seu	O
fundo	O
?	O
Por	O
que	O
veículo	O
?	O
Quantas	O
horas	O
há	O
de	O
diferença	O
entre	O
Nova	B-LOCAL
Iorque	I-LOCAL
e	O
São	B-LOCAL
Francisco	I-LOCAL
?	O
Além	O
da	O
girafa	O
,	O
que	O
outro	O
animal	O
pertence	O
à	O
família	O
Giraffidae	B-COISA
?	O
Que	O
espada	O
usavam	O
as	O
legiões	O
romanas	O
?	O
Quando	O
caíu	O
Granada	B-ORGANIZACAO
?	O
O	O
que	O
é	O
a	O
Granja	B-ACONTECIMENTO
do	I-ACONTECIMENTO
Torto	I-ACONTECIMENTO
?	O
Qual	O
é	O
a	O
latitude	O
e	O
longitude	O
da	O
Guarda	B-LOCAL
?	O
De	O
que	O
estado	O
foi	O
Hans	B-PESSOA
Modrow	I-PESSOA
primeiro	O
-	O
ministro	O
?	O
Quem	O
foi	O
Henrik	B-PESSOA
Ibsen	I-PESSOA
?	O
Quem	O
matou	O
Philipe	B-PESSOA
Henriot	I-PESSOA
?	O
O	O
que	O
é	O
o	O
ICBAS	B-ABSTRACCAO
?	O
Qual	O
a	O
população	O
da	O
Ilha	B-LOCAL
de	I-LOCAL
Moçambique	I-LOCAL
?	O
Qual	O
o	O
estado	O
mais	O
populoso	O
da	O
Índia	B-LOCAL
?	O
O	O
que	O
é	O
o	O
jagartee	O
?	O
Quem	O
é	O
James	B-PESSOA
Baker	I-PESSOA
?	O
Como	O
se	O
chamam	O
os	O
filhos	O
de	O
Jimmy	B-PESSOA
Carter	I-PESSOA
?	O
Quando	O
se	O
realizaram	O
os	O
Jogos	B-ACONTECIMENTO
Olímpicos	I-ACONTECIMENTO
de	O
Munique	B-LOCAL
?	O
Que	O
senador	O
americano	O
foi	O
prisioneiro	O
no	O
Vietname	B-LOCAL
?	O
Em	O
que	O
dia	O
ocorreu	O
a	O
batalha	O
de	O
La	B-ACONTECIMENTO
Lys	I-ACONTECIMENTO
?	O
Em	O
que	O
ilha	O
dos	O
Açores	B-LOCAL
fica	O
a	O
Lagoa	B-LOCAL
?	O
Quem	O
é	O
o	O
Lampadinha	B-PESSOA
?	O
O	O
lehendakari	O
é	O
presidente	O
de	O
quê	O
?	O
Quando	O
é	O
que	O
foi	O
assinada	O
a	O
Lei	B-OBRA
Áurea	I-OBRA
?	O
Por	O
quem	O
?	O
Que	O
é	O
o	O
que	O
Arafat	B-PESSOA
usava	O
na	O
cabeça	O
?	O
Quem	O
era	O
a	O
locomotiva	O
humana	O
?	O
Em	O
que	O
concelho	O
fica	O
Loivos	B-LOCAL
do	I-LOCAL
Monte	I-LOCAL
?	O
Quem	O
abriu	O
os	O
Jogos	B-ACONTECIMENTO
Olímpicos	I-ACONTECIMENTO
de	O
1948	B-TEMPO
?	O
O	O
que	O
é	O
M31	O
?	O
Quando	O
nasceu	O
Machado	B-PESSOA
de	I-PESSOA
Assis	I-PESSOA
?	O
O	O
que	O
é	O
a	O
Igreja	B-ABSTRACCAO
Maronita	I-ABSTRACCAO
?	O
Quanto	O
custou	O
a	O
Mars	B-COISA
Observer	I-COISA
?	O
O	O
que	O
é	O
o	O
mascarpone	O
?	O
De	O
que	O
região	O
provêm	O
?	O
Em	O
que	O
sobremesa	O
se	O
usa	O
?	O
Quando	O
foi	O
inaugurado	O
o	O
metropolitano	O
de	O
Lisboa	B-LOCAL
?	O
Quantas	O
estações	O
tem	O
agora	O
?	O
Qual	O
o	O
verdadeiro	O
nome	O
de	O
Michael	B-PESSOA
Caine	I-PESSOA
?	O
A	O
que	O
altitude	O
está	O
Miguel	B-LOCAL
Pereira	I-LOCAL
?	O
O	O
que	O
é	O
que	O
Jean	B-PESSOA
Valjean	I-PESSOA
roubou	O
?	O
Qual	O
era	O
a	O
divisa	O
austríaca	O
antes	B-TEMPO
de	I-TEMPO
2002	I-TEMPO
?	O
Quem	O
foi	O
Monteiro	B-PESSOA
Lobato	I-PESSOA
?	O
Em	O
que	O
instituição	O
estudou	O
?	O
O	O
que	O
é	O
que	O
ele	O
estudou	O
?	O
Quando	O
é	O
que	O
ele	O
criou	O
a	O
Emília	B-COISA
?	O
Quantos	O
municípios	O
tem	O
o	O
distrito	O
do	O
Porto	B-LOCAL
?	O
Quem	O
ganhou	O
a	O
NBA	B-ACONTECIMENTO
em	B-TEMPO
1995	I-TEMPO
?	O
O	O
que	O
é	O
a	O
constante	B-COISA
de	I-COISA
Néper	I-COISA
?	O
O	O
que	O
são	O
os	O
números	O
E	B-COISA
?	O
Qual	O
o	O
período	O
de	O
gestação	O
de	O
ocapi	O
?	O
Qual	O
o	O
seu	O
peso	O
?	O
Que	O
concelho	O
fica	O
a	O
leste	O
de	O
Oeiras	B-LOCAL
?	O
Que	O
cidades	O
realizaram	O
Jogos	B-ACONTECIMENTO
Olímpicos	I-ACONTECIMENTO
antes	B-TEMPO
de	I-TEMPO
1900	I-TEMPO
?	O
Diga	O
um	O
recipiente	O
da	O
Grande	B-OUTRO
Cruz	I-OUTRO
do	I-OUTRO
Mérito	I-OUTRO
.	O
Quando	O
começa	O
o	B-TEMPO
outono	I-TEMPO
no	O
hemisfério	O
sul	O
?	O
Quem	O
é	O
José	B-PESSOA
Eduardo	I-PESSOA
Pinto	I-PESSOA
da	I-PESSOA
Costa	I-PESSOA
?	O
Onde	O
é	O
que	O
ele	O
nasceu	O
?	O
Quantos	O
centímetros	O
há	O
num	O
pé	O
?	O
Quem	O
era	O
rei	B-PESSOA
de	I-PESSOA
Portugal	I-PESSOA
em	B-TEMPO
1860	I-TEMPO
?	O
Qual	O
a	O
área	O
do	O
Parque	B-LOCAL
Nacional	I-LOCAL
da	O
Peneda	B-LOCAL
-	I-LOCAL
Gerês	I-LOCAL
?	O
Em	O
que	O
anos	O
foi	O
Nelson	B-PESSOA
Piquet	I-PESSOA
campeão	O
do	O
mundo	O
?	O
Quem	O
foi	O
Pirro	B-PESSOA
?	O
Qual	O
o	O
primeiro	O
nome	O
do	O
presidente	B-PESSOA
Trovoada	I-PESSOA
?	O
Quantas	O
regiões	O
tem	O
Marrocos	B-LOCAL
?	O
Qual	O
é	O
a	O
maior	O
delas	O
?	O
Onde	O
é	O
estão	O
sepultados	O
Fernando	B-PESSOA
e	O
Isabel	B-PESSOA
?	O
Qual	O
é	O
a	O
principal	O
indústria	O
da	O
República	B-LOCAL
Dominicana	I-LOCAL
?	O
Em	O
que	O
período	O
existiu	O
a	O
República	B-ORGANIZACAO
de	I-ORGANIZACAO
Veneza	I-ORGANIZACAO
?	O
Onde	O
é	O
que	O
desagua	O
o	O
Ural	B-LOCAL
?	O
Qual	O
é	O
o	O
seu	O
comprimento	O
?	O
Qual	O
o	O
comprimento	O
total	O
da	O
rodovia	O
Dom	B-LOCAL
Pedro	I-LOCAL
I	I-LOCAL
?	O
Quem	O
comandou	O
os	O
gregos	O
em	O
Salamina	B-ACONTECIMENTO
?	O
Quem	O
se	O
tornou	O
rei	O
após	O
a	O
morte	O
de	O
D.	B-PESSOA
Afonso	I-PESSOA
Henriques	I-PESSOA
?	O
Que	O
ordem	O
foi	O
fundada	O
por	O
Santa	B-PESSOA
Clara	I-PESSOA
?	O
O	O
que	O
é	O
o	O
Saquê	O
?	O
Quantos	O
senadores	O
tem	O
o	O
Senado	B-ORGANIZACAO
brasileiro	O
actualmente	O
?	O
Quantos	O
anos	O
tem	O
os	O
seus	O
mandatos	O
?	O
Quantos	O
senadores	O
tem	O
cada	O
estado	O
?	O
Quantos	O
senadores	O
havia	O
em	B-TEMPO
1972	I-TEMPO
?	O
Quem	O
foi	O
o	O
último	O
rei	B-PESSOA
da	I-PESSOA
Bulgária	I-PESSOA
?	O
Diga	O
uma	O
catedral	O
de	O
Sófia	B-LOCAL
.	O
Em	O
que	O
jornal	O
escreve	O
o	O
Miguel	B-PESSOA
Sousa	I-PESSOA
Tavares	I-PESSOA
?	O
A	O
que	O
partido	O
pertencia	O
Spadolini	B-PESSOA
?	O
Quais	O
são	O
as	O
línguas	O
oficiais	O
da	O
Suíça	B-LOCAL
?	O
E	O
quantos	O
cantões	O
tem	O
?	O
Quando	O
é	O
que	O
Berna	B-ORGANIZACAO
aderiu	O
à	O
Confederação	B-ORGANIZACAO
?	O
Que	O
selecções	O
disputaram	O
a	O
final	O
da	O
Taça	B-ACONTECIMENTO
América	I-ACONTECIMENTO
de	B-TEMPO
1995	I-TEMPO
?	O
Quantos	O
espartanos	O
lutaram	O
na	O
Batalha	B-ACONTECIMENTO
das	I-ACONTECIMENTO
Termópilas	I-ACONTECIMENTO
?	O
Quem	O
sucedeu	O
a	O
Augusto	B-PESSOA
?	O
Qual	O
é	O
a	O
capital	O
de	O
Timor	B-LOCAL
Ocidental	I-LOCAL
?	O
Qual	O
o	O
estilo	O
arquitectónico	O
da	O
Torre	B-OBRA
dos	I-OBRA
Clérigos	I-OBRA
?	O
Quantos	O
degraus	O
tem	O
a	O
torre	O
?	O
Qual	O
á	O
a	O
altura	O
dela	O
?	O
Quando	O
foi	O
erigida	O
?	O
O	O
que	O
era	O
uma	O
trirreme	O
?	O
Como	O
se	O
chamava	O
o	O
avião	O
supersónico	O
russo	O
?	O
Qual	O
o	O
túnel	O
ferroviário	O
mais	O
comprido	O
do	O
mundo	O
?	O
E	O
qual	O
o	O
seu	O
comprimento	O
?	O
Em	O
que	O
país	O
fica	O
?	O
O	O
que	O
é	O
o	O
Tux	B-COISA
?	O
Que	O
animal	O
é	O
?	O
Quem	O
o	O
criou	O
?	O
Quando	O
?	O
Diga	O
uma	O
emissora	O
de	O
televisão	O
brasileira	O
que	O
tenha	O
iniciado	O
as	O
suas	O
actividades	O
antes	B-TEMPO
de	I-TEMPO
1970	I-TEMPO
.	O
O	O
que	O
é	O
a	O
TVI	B-ABSTRACCAO
?	O
O	O
que	O
é	O
a	O
Union	O
Jack	O
?	O
Onde	O
é	O
que	O
nasceu	O
o	O
Vítor	B-PESSOA
Baía	I-PESSOA
?	O
Onde	O
é	O
que	O
começou	O
a	O
jogar	O
futebol	O
?	O
Quantos	O
golos	O
é	O
que	O
marcou	O
na	O
sua	O
carreira	O
?	O
Que	O
idade	O
tinha	O
ele	O
quando	O
se	O
mudou	O
para	O
o	O
FC	B-ORGANIZACAO
Porto	I-ORGANIZACAO
?	O
Quem	O
é	O
George	B-PESSOA
Vassiliou	I-PESSOA
?	O
Quero	O
o	O
nome	O
de	O
um	O
vinho	O
húngaro	O
.	O
Que	O
clube	O
foi	O
campeão	O
português	O
de	O
voleibol	O
em	B-TEMPO
1995	I-TEMPO
?	O
E	O
quem	O
venceu	O
a	O
Taça	B-ACONTECIMENTO
de	O
Portugal	B-LOCAL
nesse	B-TEMPO
ano	I-TEMPO
?	O
Quais	O
são	O
os	O
signos	O
do	O
Zodíaco	B-OUTRO
?	O
Quantas	O
ilhas	O
tem	O
Cabo	B-LOCAL
Verde	I-LOCAL
?	O
Quantas	O
são	O
habitadas	O
?	O
Em	O
qual	O
delas	O
nasceu	O
Eugénio	B-PESSOA
Tavares	I-PESSOA
?	O
E	O
em	O
qual	O
deles	O
fica	O
a	O
Praia	B-LOCAL
?	O
Aristides	B-PESSOA
de	I-PESSOA
Sousa	I-PESSOA
Mendes	I-PESSOA
A	O
Segunda	B-ACONTECIMENTO
Guerra	I-ACONTECIMENTO
Mundial	I-ACONTECIMENTO
Aristides	B-PESSOA
de	I-PESSOA
Sousa	I-PESSOA
Mendes	I-PESSOA
permanece	O
ainda	O
cônsul	B-PESSOA
de	I-PESSOA
Bordéus	I-PESSOA
quando	O
tem	O
início	O
a	O
Segunda	B-ACONTECIMENTO
Guerra	I-ACONTECIMENTO
Mundial	I-ACONTECIMENTO
,	O
e	O
as	O
tropas	O
de	O
Adolf	B-ORGANIZACAO
Hitler	I-ORGANIZACAO
avançam	O
rapidamente	O
sobre	O
a	O
França	B-LOCAL
.	O
Salazar	B-PESSOA
manteve	O
a	O
neutralidade	O
de	O
Portugal	B-ORGANIZACAO
.	O
Pela	O
Circular	B-OBRA
14	I-OBRA
,	O
Salazar	B-PESSOA
ordena	O
aos	O
cônsules	O
portugueses	O
espalhados	O
pelo	O
mundo	O
que	O
recusem	O
conferir	O
vistos	O
às	O
seguintes	O
categorias	O
de	O
pessoas	O
:	O
"	O
estrangeiros	O
de	O
nacionalidade	O
indefinida	O
,	O
contestada	O
ou	O
em	O
litígio	O
;	O
os	O
apátridas	O
;	O
os	O
judeus	O
,	O
quer	O
tenham	O
sido	O
expulsos	O
do	O
seu	O
país	O
de	O
origem	O
ou	O
do	O
país	O
de	O
onde	O
são	O
