--DOCSTART--	--DOCSTART--
o	O
Talibã	O
,	O
o	O
radicalismo	O
islâmico	O
e	O
sua	O
cria	O
,	O
a	O
al-Qaeda	O
,	O
alojados	O
ao	O
norte.	O
--SENTENCE--	--SENTENCE--
Benazir	O
Bhutto	O
contava	O
com	O
a	O
simpatia	O
dos	O
EUA	O
por	O
conta.	O
--SENTENCE--	--SENTENCE--
Não	O
há	O
dúvidas	O
de	O
que	O
,	O
como	O
premiê	O
,	O
Bhutto	O
forçaria	O
o	O
presidente	O
Musharraf	O
a	O
ampliar	O
sua	O
ofensiva.	O
--SENTENCE--	--SENTENCE--
A	O
conversa	O
da	O
experiente	O
política	O
com	O
o	O
presidente	O
afegão	O
Hamid	O
Karzai	O
,	O
o	O
outro	O
chefe	O
de	O
Estado	O
preocupado	O
com	O
esta	O
briga	O
,	O
faz	B-TEMPO_TEMPO_CALEND_DATA
poucos	I-TEMPO_TEMPO_CALEND_DATA
dias	I-TEMPO_TEMPO_CALEND_DATA
,	O
é	O
indício	O
de	O
qual	O
sua	O
prioridade	O
no	O
governo.	O
--SENTENCE--	--SENTENCE--
Após	O
seu	O
assassinato	O
,	O
o	O
presidente	O
,	O
que	O
acaba	O
de	O
abandonar	O
a	O
farda	O
de	O
general	O
,	O
não	O
tem	O
como	O
garantir	O
sequer	O
sua	O
sobrevivência	O
política.	O
--SENTENCE--	--SENTENCE--
Se	O
o	O
conflito	O
entre	O
ambos	O
era	O
aberto	O
,	O
ausência	O
de	O
Bhutto	O
piora	O
a	O
situação.	O
--SENTENCE--	--SENTENCE--
Se	O
a	O
lógica	O
ainda	O
prevalecer	O
no	O
país	O
em	O
frangalhos	O
,	O
parece	O
evidente	O
que	O
os	O
maiores	O
interessados	O
em	O
sua	O
morte	O
são	O
justamente	O
o	O
Talibã	O
e	O
a	O
al-Qaeda.	O
--SENTENCE--	--SENTENCE--
Isto	O
,	O
é	O
claro	O
,	O
se	O
a	O
lógica	O
valer	O
de	O
algo.	O
--SENTENCE--	--SENTENCE--
A	O
al-Qaeda	O
às	O
vezes	O
assume	O
seus	O
atentados.	O
--SENTENCE--	--SENTENCE--
Outras	O
vezes	O
,	O
não.	O
--SENTENCE--	--SENTENCE--
No	O
Onze	O
de	O
Setembro	O
,	O
ficou	O
em	O
silêncio	O
por	O
mais	O
de	O
mês	O
enquanto	O
a	O
comunidade	O
internacional	O
cobrava	O
provas	O
de	O
seu	O
envolvimento	O
antes	O
de	O
autorizar	O
um	O
ataque	O
dos	O
EUA	O
ao	O
Afeganistão	B-LOCAL_HUMANO_PAIS
.	O
--SENTENCE--	--SENTENCE--
Neste	O
caso	O
,	O
a	O
falta	O
de	O
autoria	O
clara	O
favorece	O
o	O
caos.	O
--SENTENCE--	--SENTENCE--
O	O
caos	O
interessa	O
à	O
turma	O
de	O
bin-Laden.	O
--SENTENCE--	--SENTENCE--
Com	O
Bhutto	O
de	O
fora	O
,	O
os	O
olhos	O
voltam-se	O
para	O
outro	O
ex-premiê	O
,	O
também	O
candidato	O
,	O
Nawaz	O
Sharif.	O
--SENTENCE--	--SENTENCE--
Mal	O
se	O
passara	O
uma	O
hora	O
da	O
morte	O
de	O
Bhutto	O
quando	O
ele	O
entrou	O
no	O
Hospital	B-LOCAL_HUMANO_CONSTRUCAO
Geral	I-LOCAL_HUMANO_CONSTRUCAO
de	O
Rawalpindi	B-LOCAL_HUMANO_DIVISAO
para	O
as	O
condolências.	O
--SENTENCE--	--SENTENCE--
Dada	O
a	O
confusão	O
que	O
imperava	O
,	O
foi	O
um	O
feito.	O
--SENTENCE--	--SENTENCE--
É	O
arte	O
política	O
,	O
sujeito	O
hábil.	O
--SENTENCE--	--SENTENCE--
Embora	O
os	O
dois	O
ensaiassem	O
uma	O
aliança	O
,	O
Sharif	O
não	O
poderia	O
ser	O
mais	O
diferente	O
de	O
Bhutto.	O
--SENTENCE--	--SENTENCE--
Se	O
ela	O
era	O
pró-EUA	O
,	O
ele	O
não	O
esconde	O
seus	O
laços	O
com	O
a	O
Arábia	O
Saudita.	O
--SENTENCE--	--SENTENCE--
E	O
se	O
acaso	O
sauditas	O
e	O
norte-americanos	O
são	O
oficialmente	O
aliados	O
,	O
na	O
realidade	O
da	O
política	O
local	O
a	O
ação	O
é	O
diferente.	O
--SENTENCE--	--SENTENCE--
A	O
al-Qaeda	O
é	O
um	O
grupo	O
saudita.	O
--SENTENCE--	--SENTENCE--
A	O
Arábia	O
Saudita	O
era	O
um	O
dos	O
três	O
países	O
do	O
mundo	O
que	O
reconheciam	O
,	O
no	O
Afeganistão	B-LOCAL_HUMANO_PAIS
,	O
o	O
governo	O
Talibã.	O
--SENTENCE--	--SENTENCE--
A	O
vertente	O
de	O
islamismo	O
radical	O
que	O
impera	O
no	O
norte	O
do	O
Paquistão	B-LOCAL_HUMANO_PAIS
é	O
profundamente	O
semelhante	O
à	O
que	O
a	O
Arábia	O
Saudita	O
espalha	O
pelo	O
mundo.	O
--SENTENCE--	--SENTENCE--
Sharif	O
não	O
é	O
fundamentalista.	O
--SENTENCE--	--SENTENCE--
Mas	O
a	O
geopolítica	O
que	O
o	O
sustenta	O
e	O
financia	O
é	O
tão	O
atada	O
aos	O
sauditas	O
que	O
um	O
gabinete	O
liderado	O
por	O
ele	O
é	O
marcado	O
por	O
uma	O
interrogação.	O
--SENTENCE--	--SENTENCE--
O	O
que	O
vai	O
imperar	O
?	O
--SENTENCE--	--SENTENCE--
A	O
Arábia	O
Saudita	O
interessada	O
em	O
regimes	O
islâmicos	O
como	O
os	O
defendidos	O
pelos	O
radicais	O
?	O
--SENTENCE--	--SENTENCE--
Ou	O
a	O
Arábia	O
Saudita	O
interessada	O
em	O
combater	O
o	O
terrorismo	O
?	O
--SENTENCE--	--SENTENCE--
No	O
Paquistão	B-LOCAL_HUMANO_PAIS
,	O
as	O
duas	O
opções	O
são	O
incompatíveis.	O
--SENTENCE--	--SENTENCE--
Enterros	O
no	O
Paquistão	B-LOCAL_HUMANO_PAIS
acontecem	O
rápido.	O
--SENTENCE--	--SENTENCE--
Provavelmente	O
hoje	B-TEMPO_TEMPO_CALEND_DATA
,	O
talvez	O
amanhã	B-TEMPO_TEMPO_CALEND_DATA
.	O
--SENTENCE--	--SENTENCE--
Se	O
demorar	O
mais	O
,	O
escaparam	O
à	O
tradição	O
-	O
coisa	O
sempre	O
perigosa	O
-	O
para	O
evitar	O
as	O
multidões.	O
--SENTENCE--	--SENTENCE--
A	O
multidão	O
é	O
incontrolável.	O
--SENTENCE--	--SENTENCE--
Se	O
o	O
país	O
rachar.	O
--SENTENCE--	--SENTENCE--
Se	O
houver	O
um	O
golpe	O
de	O
Estado.	O
--SENTENCE--	--SENTENCE--
Se	O
radicais	O
islâmicos	O
conseguirem	O
um	O
atalho	O
para	O
o	O
poder.	O
--SENTENCE--	--SENTENCE--
O	O
mundo	O
respira	O
fundo.	O
--SENTENCE--	--SENTENCE--
O	O
``	O
Paquistão	B-LOCAL_HUMANO_PAIS
é	O
uma	O
potência	O
nuclear.	O
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
NOME	O
:	O
COLETIVOS	O
,	O
SENHA	O
:	O
COLABORAÇÃO	O
--SENTENCE--	--SENTENCE--
Ricardo	O
Rosas	O
--SENTENCE--	--SENTENCE--
A	O
recente	O
onda	O
dos	O
coletivos	O
artísticos	O
e	O
ativistas	O
(	O
ou	O
``	O
artivistas	O
''	O
)	O
no	O
Brasil	B-LOCAL_HUMANO_PAIS
tem	O
chamado	O
a	O
atenção	O
da	O
mídia	O
mainstream	O
para	O
um	O
fenômeno	O
de	O
proporções	O
bem	O
maiores	O
e	O
razões	O
mais	O
profundas	O
que	O
a	O
vã	O
filosofia	O
dos	O
cadernos	O
culturais	O
poderia	O
imaginar.	O
--SENTENCE--	--SENTENCE--
Pouco	O
compreendida	O
,	O
a	O
dinâmica	O
destas	O
articulações	O
chega	O
assim	O
maquiada	O
com	O
um	O
verniz	O
espetaculoso	O
e	O
superficial	O
que	O
,	O
ao	O
que	O
parece	O
,	O
tenta	O
esconder	O
o	O
pano	O
de	O
fundo	O
crítico	O
e	O
instrumental	O
desses	O
grupos.	O
--SENTENCE--	--SENTENCE--
Muitas	O
vezes	O
passageiros	O
como	O
um	O
casual	O
flashmob	O
,	O
outras	O
vezes	O
organizados	O
e	O
duradouros	O
como	O
uma	O
associação	O
,	O
tais	O
ajuntamentos	O
são	O
na	O
verdade	O
indícios	O
de	O
uma	O
mutação	O
maior	O
que	O
está	O
se	O
dando	O
tanto	O
na	O
esfera	O
tecnológica	O
quanto	O
na	O
social.	O
--SENTENCE--	--SENTENCE--
Coletivos	O
,	O
em	O
si	O
,	O
nada	O
têm	O
de	O
novo.	O
--SENTENCE--	--SENTENCE--
Já	O
são	O
uma	O
tradição	O
na	O
arte	O
,	O
na	O
literatura	O
,	O
que	O
percorreu	O
todo	O
o	O
século	O
vinte	O
,	O
aqui	O
como	O
lá	O
fora.	O
--SENTENCE--	--SENTENCE--
Segundo	O
o	O
historiador	O
de	O
coletivos	O
artísticos	O
Alan	O
Moore	O
(	O
1	O
)	O
,	O
seu	O
ponto	O
de	O
partida	O
foi	O
logo	O
após	O
a	O
Revolução	O
Francesa	O
,	O
com	O
os	O
estudantes	O
de	O
Jacques-Louis	O
David	O
,	O
os	O
barbados	O
,	O
ou	O
``	O
Barbu	O
``	O
,	O
que	O
formaram	O
uma	O
comunidade	O
criativa	O
que	O
viria	O
a	O
ser	O
chamada	O
de	O
Boêmia	O
,	O
espécie	O
de	O
nação	O
imaginária	O
espiritual	O
de	O
artistas	O
-cujo	O
nome	O
provinha	O
de	O
uma	O
nação	O
de	O
verdade	O
e	O
geraria	O
a	O
idealização	O
do	O
estilo	O
de	O
vida	O
``	O
boêmio	O
''	O
-	O
,	O
compondo	O
um	O
contraponto	O
à	O
academia	O
oficial.	O
--SENTENCE--	--SENTENCE--
Desde	O
então	O
,	O
o	O
fenômeno	O
tem	O
ocasionalmente	O
se	O
repetido	O
ao	O
longo	O
da	O
história	O
da	O
arte	O
,	O
como	O
o	O
Arts	O
and	O
Crafts	O
na	O
Inglaterra	B-LOCAL_HUMANO_PAIS
vitoriana	O
,	O
dadaístas	O
,	O
situacionistas	O
,	O
Fluxus	O
,	O
numa	O
lista	O
quase	O
infinita	O
de	O
grupos	O
dos	O
mais	O
diversos	O
tipos.	O
--SENTENCE--	--SENTENCE--
No	O
Brasil	B-LOCAL_HUMANO_PAIS
,	O
eles	O
remontam	O
ao	B-TEMPO_TEMPO_CALEND_DATA
século	I-TEMPO_TEMPO_CALEND_DATA
dezenove	I-TEMPO_TEMPO_CALEND_DATA
,	O
com	O
o	O
grupo	O
dos	O
românticos	O
em	O
São	B-LOCAL_HUMANO_DIVISAO
Paulo	I-LOCAL_HUMANO_DIVISAO
,	O
os	O
grupelhos	O
de	O
poetas	O
simbolistas	O
,	O
os	O
modernistas	O
da	B-TEMPO_TEMPO_CALEND_DATA
década	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
1920	I-TEMPO_TEMPO_CALEND_DATA
,	O
o	O
grupo	O
antropofágico	O
,	O
os	O
concretistas	O
nos	B-TEMPO_TEMPO_CALEND_DATA
anos	I-TEMPO_TEMPO_CALEND_DATA
1950	I-TEMPO_TEMPO_CALEND_DATA
,	O
o	O
coletivo	O
Rex	O
de	O
artistas	O
na	B-TEMPO_TEMPO_CALEND_DATA
década	I-TEMPO_TEMPO_CALEND_DATA
seguinte	I-TEMPO_TEMPO_CALEND_DATA
,	O
3Nós3	O
e	O
Manga	O
Rosa	O
na	B-TEMPO_TEMPO_CALEND_DATA
década	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
1970	I-TEMPO_TEMPO_CALEND_DATA
,	O
Tupi	O
Não	O
Dá	O
,	O
ou	O
os	O
mais	O
recentes	O
Neo-Tao	O
e	O
Mico	O
,	O
entre	O
inúmeros	O
outros.	O
--SENTENCE--	--SENTENCE--
O	O
que	O
diferencia	O
a	O
atual	O
voga	O
de	O
movimentações	O
coletivas	O
no	O
Brasil	B-LOCAL_HUMANO_PAIS
são	O
o	O
caráter	O
político	O
de	O
boa	O
parte	O
delas	O
,	O
assim	O
como	O
o	O
uso	O
que	O
muitas	O
fazem	O
da	O
internet	O
,	O
seja	O
via	O
listas	O
de	O
discussão	O
,	O
websites	O
,	O
fotologs	O
e	O
blogs	O
ou	O
simplesmente	O
comunicação	O
e	O
ações	O
planejadas	O
por	O
e-mail.	O
--SENTENCE--	--SENTENCE--
Na	O
Europa	B-LOCAL_HUMANO_DIVISAO
e	O
nos	O
EUA	B-LOCAL_HUMANO_PAIS
,	O
a	O
fusão	O
de	O
arte	O
e	O
política	O
já	O
estava	O
presente	O
nos	O
dadaístas	O
e	O
surrealistas	O
,	O
e	O
representou	O
o	O
ponto	O
fundamental	O
dos	O
situacionistas	O
no	O
pós-guerra	O
,	O
e	O
desde	O
então	O
essa	O
mescla	O
tem	O
se	O
dado	O
em	O
vários	O
grupos	O
que	O
atuam	O
na	O
fronteira	O
ativismo/arte	O
,	O
como	O
o	O
Arte	O
&	O
amp	O
;	O
Linguagem	O
,	O
Art	O
Workers	O
Coalition	O
,	O
Black	O
Mask	O
,	O
neoístas	O
,	O
Gran	O
Fury	O
,	O
Group	O
Material	O
,	O
PAD/D	O
,	O
Guerrilla	O
Girls	O
,	O
ou	O
os	O
mais	O
recentes	O
Luther	O
Blissett	O
Project	O
,	O
RTmark	O
,	O
Etoy	O
,	O
Critical	O
Art	O
Ensemble	O
,	O
boa	O
parte	O
destes	O
últimos	O
atuando	O
diretamente	O
com	O
alta	O
tecnologia	O
,	O
no	O
que	O
se	O
tem	O
atualmente	O
denominado	O
de	O
mídia	O
tática.	O
--SENTENCE--	--SENTENCE--
Se	O
essa	O
junção	O
sempre	O
esteve	O
presente	O
lá	O
fora	O
,	O
o	O
atual	O
beco	O
sem	O
saída	O
do	O
neoliberalismo	O
parece	O
haver	O
despertado	O
a	O
consciência	O
de	O
vários	O
grupos	O
no	O
Brasil	B-LOCAL_HUMANO_PAIS
,	O
que	O
passaram	O
a	O
criar	O
fora	O
das	O
instituições	O
estabelecidas	O
com	O
performances	O
,	O
intervenções	O
urbanas	O
,	O
festas	O
,	O
tortadas	O
,	O
filmagens	O
in	O
loco	O
de	O
protestos	O
e	O
manifestações	O
,	O
ocupações	O
,	O
trabalhos	O
com	O
movimentos	O
sociais	O
,	O
culture	O
jamming	O
e	O
ativismo	O
de	O
mídia.	O
--SENTENCE--	--SENTENCE--
À	O
diferença	O
dos	O
coletivos	O
high	O
tech	O
europeus	O
e	O
americanos	O
,	O
os	O
coletivos	O
brasileiros	O
atuam	O
nos	O
interstícios	O
das	O
práticas	O
tradicionais	O
da	O
cultura	O
instituída	O
,	O
em	O
ações	O
até	O
agora	O
de	O
um	O
víes	O
mais	O
low	O
tech.	O
--SENTENCE--	--SENTENCE--
Mesmo	O
assim	O
,	O
a	O
maioria	O
deles	O
surgem	O
ou	O
agem	O
graças	O
à	O
internet.	O
--SENTENCE--	--SENTENCE--
Alguns	O
,	O
como	O
o	O
Expressão	O
Sarcástica	O
,	O
Vitoriamario	O
,	O
Poro	O
,	O
TEMP	O
,	O
BaseV	O
,	O
ou	O
Cocadaboa	O
,	O
possuem	O
seus	O
próprios	O
sites.	O
--SENTENCE--	--SENTENCE--
Outros	O
,	O
como	O
o	O
CORO	O
,	O
um	O
grupo	O
que	O
pretende	O
mapear	O
todos	O
os	O
coletivos	O
em	O
ação	O
no	O
Brasil	B-LOCAL_HUMANO_PAIS
,	O
ou	O
a	O
Universidade	O
do	O
Fora	O
,	O
entre	O
outros	O
,	O
funcionam	O
com	O
lista	O
de	O
discussão.	O
--SENTENCE--	--SENTENCE--
Blogs	O
também	O
hospedam	O
grupos	O
com	O
identidade	O
virtual	O
à	O
Luther	O
Blissett	O
,	O
como	O
o	O
Ari	O
Almeida	O
ou	O
Timóteo	O
Pinto	O
,	O
enquanto	O
os	O
fotologs	O
tem	O
servido	O
como	O
meio	O
de	O
divulgação	O
de	O
coletivos	O
como	O
o	O
Radioatividade	O
,	O
ou	O
grupos	O
do	O
stencil	O
e	O
do	O
sticker	O
(	O
adesivo	O
)	O
como	O
Faca	O
,	O
Coletivo	O
Rua	O
,	O
SHN	O
,	O
entre	O
dezenas	O
de	O
outros.	O
--SENTENCE--	--SENTENCE--
Se	O
a	O
tecnologia	O
não	O
é	O
fundamento	O
básico	O
destes	O
grupos	O
para	O
ações	O
tipo	O
hacktivismo	O
,	O
net	O
arte	O
ou	O
similares	O
,	O
é	O
por	O
meio	O
dela	O
,	O
contudo	O
,	O
que	O
se	O
dá	O
a	O
dinâmica	O
de	O
ação	O
e	O
propagação	O
das	O
atividades	O
destes	O
grupos	O
na	O
vida	O
real.	O
--SENTENCE--	--SENTENCE--
Pois	O
uma	O
palavra-chave	O
de	O
todos	O
estes	O
coletivos	O
é	O
a	O
colaboração.	O
--SENTENCE--	--SENTENCE--
Espécie	O
de	O
buzzword	O
atualmente	O
,	O
a	O
colaboração	O
,	O
bem	O
como	O
termos	O
irmãos	O
como	O
livre	O
cooperação	O
,	O
comunidade	O
,	O
interação	O
e	O
rede	O
são	O
senhas	O
para	O
uma	O
transformação	O
que	O
está	O
se	O
dando	O
em	O
escala	O
global.	O
--SENTENCE--	--SENTENCE--
Foi	O
a	O
colaboração	O
que	O
permitiu	O
o	O
surgimento	O
de	O
movimentos	O
massivos	O
como	O
os	O
protestos	O
``	O
anti-globalização	O
''	O
,	O
bem	O
como	O
a	O
organização	O
de	O
festas-protesto	O
como	O
as	O
do	O
Reclaim	O
the	O
Streets	O
,	O
ou	O
ainda	O
a	O
publicação	O
aberta	O
da	O
rede	O
Indymedia	O
.	O
--SENTENCE--	--SENTENCE--
A	O
divisão	O
de	O
tarefas	O
,	O
o	O
compartilhamento	O
de	O
valores	O
e	O
a	O
liderança	O
coletiva	O
caracterizam	O
em	O
grande	O
parte	O
essas	O
organizações	O
cuja	O
tradução	O
mais	O
exata	O
é	O
a	O
filosofia	O
do	O
open	O
source.	O
--SENTENCE--	--SENTENCE--
Inicialmente	O
restrita	O
ao	O
círculo	O
de	O
programadores	O
e	O
geeks	O
,	O
a	O
idéia	O
da	O
criação	O
coletiva	O
e	O
distribuída	O
que	O
caracteriza	O
as	O
comunidades	O
Linux	O
e	O
software	O
livre	O
tem	O
virado	O
fonte	O
de	O
inspiração	O
para	O
grupos	O
os	O
mais	O
diversos	O
que	O
estão	O
se	O
voltando	O
para	O
este	O
modo	O
de	O
trabalho	O
como	O
um	O
modelo	O
viável	O
e	O
menos	O
restritivo	O
,	O
não-hierárquico.	O
--SENTENCE--	--SENTENCE--
Tive	O
recentemente	O
a	O
oportunidade	O
de	O
participar	O
de	O
uma	O
conferência	O
sobre	O
o	O
tema	O
na	O
universidade	O
de	O
Buffalo	B-LOCAL_HUMANO_DIVISAO
,	O
NY	B-LOCAL_HUMANO_DIVISAO
.	O
--SENTENCE--	--SENTENCE--
Chamada	O
``	O
Redes	O
,	O
arte	O
e	O
colaboração	O
``	O
(	O
``	O
Networks	O
,	O
art	O
and	O
collaboration	O
``	O
)	O
,	O
e	O
organizada	O
pelo	O
artista	O
e	O
professor	O
de	O
novas	O
mídias	O
Trebor	O
Scholz	O
e	O
por	O
Geert	O
Lovink	O
,	O
net	O
crítico	O
e	O
teórico	O
de	O
mídia	O
tática	O
,	O
a	O
conferência	O
teve	O
o	O
mérito	O
de	O
reunir	O
diversos	O
ativistas	O
,	O
teóricos	O
e	O
artistas	O
que	O
trabalham	O
colaborativamente	O
,	O
e	O
pautou	O
por	O
abordar	O
diversas	O
facetas	O
da	O
questão	O
,	O
como	O
o	O
conflito	O
com	O
os	O
interesses	O
financeiros	O
das	O
grandes	O
instituições	O
do	O
capitalismo	O
,	O
os	O
conflitos	O
internos	O
dentro	O
da	O
dinâmica	O
coletiva	O
,	O
ou	O
as	O
diversas	O
iniciativas	O
em	O
áreas	O
que	O
vão	O
das	O
artes	O
à	O
educação	O
,	O
da	O
criação	O
em	O
rede	O
à	O
distribuição	O
livre	O
de	O
conhecimento.	O
--SENTENCE--	--SENTENCE--
O	O
tema	O
é	O
quente	O
o	O
bastante	O
para	O
gerar	O
semanas	O
de	O
debates	O
acalorados	O
,	O
mas	O
aqui	O
se	O
limitou	O
a	O
um	O
final	O
de	O
semana	O
onde	O
se	O
sucederam	O
mesas	O
abertas	O
,	O
performances	O
e	O
apresentações	O
de	O
projetos.	O
--SENTENCE--	--SENTENCE--
Teóricos	O
e	O
historiadores	O
de	O
arte	O
ativista	O
em	O
coletivos	O
como	O
Gregory	O
Sholette	O
,	O
Alan	O
Moore	O
e	O
Brian	O
Holmes	O
,	O
grupos	O
como	O
Critical	O
Art	O
Ensemble	O
e	O
Guerrilla	O
Girls	O
,	O
net	O
críticos	O
como	O
McKenzie	O
Wark	O
,	O
ou	O
o	O
teórico	O
maior	O
da	O
colaboração	O
online	O
,	O
o	O
alemão	O
Cristoph	O
Spehr	O
,	O
estiveram	O
presentes.	O
--SENTENCE--	--SENTENCE--
Spehr	O
,	O
autor	O
do	O
cultuado	O
livro	O
Die	O
Aliens	O
sind	O
unter	O
uns	O
!	O
--SENTENCE--	--SENTENCE--
(	O
``	O
``	B-OBRA_REPRODUZIDA_LIVRO
Os	I-OBRA_REPRODUZIDA_LIVRO
alienígenas	I-OBRA_REPRODUZIDA_LIVRO
estão	I-OBRA_REPRODUZIDA_LIVRO
entre	I-OBRA_REPRODUZIDA_LIVRO
nós	I-OBRA_REPRODUZIDA_LIVRO
!	I-OBRA_REPRODUZIDA_LIVRO
``	O
)	O
,	O
tem	O
servido	O
como	O
o	O
melhor	O
tradutor	O
da	O
mecânica	O
funcional	O
do	O
código	O
aberto	O
(	O
open	O
source	O
)	O
para	O
o	O
campo	O
da	O
política	O
,	O
da	O
organização	O
social	O
,	O
e	O
da	O
economia.	O
--SENTENCE--	--SENTENCE--
Entre	O
alguns	O
pontos	O
fundamentais	O
,	O
Spehr	O
defende	O
a	O
noção	O
de	O
que	O
as	O
relações	O
devem	O
se	O
basear	O
na	O
liberdade	O
e	O
igualdade	O
de	O
uns	O
para	O
com	O
os	O
outros	O
e	O
com	O
a	O
cooperação	O
;	O
que	O
regras	O
devem	O
ser	O
estabelecidas	O
,	O
negociadas	O
(	O
e	O
cumpridas	O
)	O
para	O
que	O
a	O
cooperação	O
funcione	O
;	O
que	O
conflitos	O
que	O
surjam	O
ao	O
longo	O
dessas	O
negociações	O
podem	O
construir	O
o	O
respeito	O
mútuo	O
,	O
a	O
independência	O
na	O
cooperação	O
e	O
nos	O
tornar	O
mais	O
fortes	O
;	O
e	O
que	O
organização	O
,	O
lealdade	O
para	O
com	O
as	O
pessoas	O
,	O
não	O
com	O
as	O
instituições	O
,	O
e	O
auto-confiança	O
,	O
são	O
elementos	O
essenciais.	O
--SENTENCE--	--SENTENCE--
Em	O
seu	O
livro	O
,	O
num	O
estilo	O
que	O
remixa	O
ensaio	O
e	O
ficção	O
científica	O
,	O
grupos	O
colaborativos	O
independentes	O
e	O
autônomos	O
seriam	O
os	O
grandes	O
monstros	O
que	O
ameaçam	O
o	O
atual	O
estágio	O
do	O
neo-liberalismo	O
corporativo.	O
--SENTENCE--	--SENTENCE--
Espécie	O
de	O
alienígenas	O
no	O
meio	O
da	O
lógica	O
capitalista	O
da	O
competitividade	O
e	O
das	O
redes	O
de	O
``	O
cooperação	O
forçada	O
''	O
,	O
os	O
coletivos	O
colaborativos	O
autônomos	O
atuam	O
numa	O
esfera	O
que	O
transcende	O
a	O
mercantilização	O
e	O
podem	O
efetuar	O
uma	O
troca	O
auto-sustentável	O
que	O
,	O
se	O
aplicada	O
em	O
larga	O
escala	O
-	O
o	O
que	O
para	O
muitos	O
é	O
pura	O
utopia	O
-	O
,	O
correria	O
o	O
risco	O
de	O
transformar	O
totalmente	O
a	O
paisagem	O
social	O
,	O
econômica	O
e	O
política	O
do	O
planeta.	O
--SENTENCE--	--SENTENCE--
Comunismo	O
open	O
source	O
?	O
--SENTENCE--	--SENTENCE--
Talvez	O
,	O
pelo	O
menos	O
é	O
o	O
que	O
Spehr	O
acredita	O
,	O
com	O
um	O
otimismo	O
desafiante	O
,	O
o	O
mesmo	O
que	O
o	O
faz	O
organizar	O
a	O
conferência	O
anual	O
``	O
Out	O
of	O
This	O
World	O
em	O
Bremen	B-LOCAL_HUMANO_DIVISAO
,	O
onde	O
junta	O
programadores	O
,	O
ativistas	O
,	O
escritores	O
de	O
ficção	O
científica	O
,	O
filósofos	O
e	O
teóricos	O
para	O
debater	O
a	O
aplicação	O
do	O
código	O
aberto	O
à	O
transformação	O
social	O
visando	O
o	O
futuro.	O
--SENTENCE--	--SENTENCE--
Por	O
outro	O
lado	O
,	O
o	O
capitalismo	O
há	O
muito	O
já	O
aprendeu	O
a	O
trabalhar	O
em	O
rede.	O
--SENTENCE--	--SENTENCE--
O	O
fenômeno	O
dos	O
coletivos	O
de	O
livre	O
cooperação	O
na	O
esfera	O
artístico-ativista	O
encontra	O
seu	O
paralelo	O
nos	O
grupos	O
criativos	O
de	O
trabalho	O
descentralizado	O
e	O
flexível	O
produzindo	O
para	O
o	O
mercado.	O
--SENTENCE--	--SENTENCE--
Como	O
diz	O
o	O
teórico	O
Brian	O
Holmes	O
num	O
ensaio	O
sobre	O
a	O
questão	O
(	O
2	O
)	O
,	O
esse	O
tipo	O
de	O
organização	O
característica	O
da	O
produção	O
imaterial	O
no	O
atual	O
estágio	O
capitalista	O
do	O
pós-fordismo	O
,	O
seria	O
o	O
da	O
``	O
personalidade	O
flexível	O
''	O
,	O
adaptativa	O
e	O
versátil	O
em	O
sua	O
atuação	O
profissional	O
,	O
a	O
qual	O
,	O
obviamente	O
não	O
excluiria	O
sob	O
hipótese	O
alguma	O
a	O
competição	O
ou	O
o	O
controle	O
pela	O
vigilância	O
,	O
ainda	O
que	O
à	O
distância.	O
--SENTENCE--	--SENTENCE--
Para	O
combatê-la	O
,	O
só	O
um	O
ativismo	O
``	O
flexível	O
''	O
que	O
,	O
mesmo	O
por	O
sua	O
característica	O
cooperativa	O
e	O
autônoma	O
,	O
se	O
adaptasse	O
à	O
configuração	O
de	O
um	O
mundo	O
cada	O
vez	O
mais	O
baseado	O
em	O
redes	O
,	O
distribuído	O
em	O
setores	O
terceirizados	O
,	O
``	O
aparentemente	O
''	O
independentes.	O
--SENTENCE--	--SENTENCE--
Em	O
se	O
tratando	O
da	O
internet	O
,	O
o	O
crescente	O
uso	O
das	O
redes	O
de	O
compartilhamento	O
peer-to-peer	O
,	O
weblogs	O
,	O
software	O
livre	O
,	O
listas	O
de	O
discussão	O
,	O
publicações	O
abertas	O
tipo	O
slashdot	O
,	O
wiki	O
ou	O
Indymedia	O
,	O
as	O
bibliotecas	O
online	O
de	O
livre	O
acesso	O
,	O
foruns	O
e	O
todas	O
as	O
outras	O
formas	O
operacionais	O
das	O
comunidades	O
na	O
rede	O
estariam	O
abrindo	O
o	O
caminho	O
para	O
essa	O
transformação	O
pelo	O
trabalho	O
colaborativo	O
que	O
os	O
ativistas	O
e	O
coletivos	O
de	O
hoje	O
usam	O
como	O
tática	O
de	O
resistência	O
e	O
cuja	O
disseminação	O
compartilhada	O
podem	O
ter	O
consequências	O
ainda	O
imprevisíveis.	O
--SENTENCE--	--SENTENCE--
Como	O
diz	O
Geert	O
Lovink	O
em	O
seu	O
último	O
livro	O
,	O
My	B-OBRA_REPRODUZIDA_LIVRO
First	I-OBRA_REPRODUZIDA_LIVRO
