Euro	B-COISA_CLASSE
de	O
dizer	O
.	O
Eu	O
era	O
uma	O
nadadora	O
de	O
muita	O
resistência	O
.	O
De	O
fundo	O
,	O
digamos	O
.	O
Mas	O
sempre	O
com	O
aquele	O
estilo	O
,	O
que	O
passou	O
de	O
bruços	O
para	O
agulha	O
,	O
e	O
que	O
realmente	O
me	O
fazia	O
avançar	O
muito	O
,	O
mas	O
eu	O
não	O
sabia	O
outro	O
estilo	O
,	O
nunca	O
nadei	O
de	O
braçada	O
,	O
crawl	O
...	O
D	O
:	O
Até	O
longe	O
!	O
S.	B-LOCAL_FISICO
Bernardino	I-LOCAL_FISICO
não	O
ia	O
longe	O
,	O
mas	O
...	O
na	O
Praia	B-LOCAL_FISICO
das	I-LOCAL_FISICO
Maçãs	I-LOCAL_FISICO
ia	O
.	O
Até	O
tão	O
longe	O
que	O
a	O
minha	O
mãe	O
da	O
praia	O
não	O
me	O
via	O
!	O
Só	O
que	O
havia	O
um	O
barco	O
,	O
uma	O
chata	O
...	O
um	O
bocado	O
...	O
entre	O
o	O
sítio	O
onde	O
eu	O
estava	O
e	O
a	O
praia	O
que	O
era	O
para	O
nos	O
mostrar	O
,	O
a	O
mim	O
e	O
ao	O
Caldeira	B-PESSOA_INDIVIDUAL
Pires	I-PESSOA_INDIVIDUAL
,	O
que	O
era	O
...	O
que	O
éramos	O
os	O
únicos	O
que	O
tínhamos	O
essa	O
autorização	O
para	O
ir	O
assim	O
longe	O
numa	O
determinada	O
direcção	O
...	O
em	O
S.	B-LOCAL_FISICO
Bernardino	I-LOCAL_FISICO
,	O
a	O
única	O
avaria	O
foi	O
na	O
Berlenga	B-LOCAL_FISICO
,	O
também	O
.	O
Parece	O
que	O
estava	O
fadada	O
para	O
as	O
tais	O
aventuras	O
da	O
Berlenga	B-LOCAL_FISICO
!	O
Porque	O
aí	O
,	O
na	O
Berlenga	B-LOCAL_FISICO
,	O
formos	O
numa	O
excursão	O
organizada	O
pelo	O
...	O
Xara	B-PESSOA_INDIVIDUAL
Brasil	I-PESSOA_INDIVIDUAL
e	O
por	O
um	O
senhor	O
que	O
era	O
governador	B-PESSOA_CARGO
de	I-PESSOA_CARGO
Peniche	I-PESSOA_CARGO
ou	O
qualquer	O
coisa	O
assim	O
...	O
ou	O
presidente	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Câmara	I-PESSOA_CARGO
,	O
para	O
homenagear	O
uma	O
figura	O
nobre	O
que	O
era	O
um	O
arquiduque	O
austríaco	O
...	O
e	O
fizeram	O
D	O
:	O
Estava	O
lá	O
?	O
Estava	O
,	O
estava	O
em	O
Portugal	B-LOCAL_HUMANO
,	O
e	O
foi	O
lá	O
parece	O
,	O
casar	O
com	O
uma	O
senhora	O
que	O
era	O
a	O
rainha	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Boémia	I-PESSOA_CARGO
e	O
que	O
...	O
tinha	O
um	O
filho	O
.	O
Mas	O
isto	O
foi	O
muito	B-TEMPO_TEMPO_CALEND
mais	I-TEMPO_TEMPO_CALEND
tarde	I-TEMPO_TEMPO_CALEND
,	O
foi	O
aos	O
quinze	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
...	O
ou	O
dezasseis	B-VALOR_QUANTIDADE
,	O
porqu	O
nós	O
fomos	O
.	O
Não	O
íamos	O
nunca	O
seguidamente	O
para	O
um	O
sítio	O
,	O
não	O
é	O
?	O
ìamos	O
um	O
aano	O
para	O
uma	O
praia	O
,	O
outro	B-TEMPO_GENERICO
ano	I-TEMPO_GENERICO
para	O
outra	O
...	O
D	O
:	O
Ah	O
,	O
nunca	O
iam	O
para	O
o	O
mesmo	O
sítio	O
...	O
Não	O
.	O
Foi	O
por	O
isso	O
que	O
o	O
meu	O
pai	O
nunca	O
aceitou	O
fazer	O
uma	O
praia	O
na	O
Areia	O
Branca	O
!	O
Porque	O
ele	O
tinha	O
tido	O
a	O
possibilidade	O
de	O
comprar	O
terreno	O
baratíssimo	O
e	O
fazer	O
a	O
segunda	O
casa	O
da	O
Areia	B-LOCAL_HUMANO
Branca	I-LOCAL_HUMANO
!	O
Ele	O
não	O
queria	O
um	O
sítio	O
fixo	O
que	O
o	O
obrigasse	O
a	O
...	O
Uma	O
foto	O
para	O
lá	O
da	O
verdade	O
A	O
fotografia	O
mais	O
famosa	O
de	O
guerra	O
,	O
o	O
instante	O
em	O
que	O
Federico	B-PESSOA_INDIVIDUAL
Borrell	I-PESSOA_INDIVIDUAL
,	O
um	O
miliciano	O
republicano	O
cai	O
depois	O
de	O
atingido	O
por	O
uma	O
bala	O
franquista	O
,	O
está	O
agora	O
de	O
novo	O
em	O
crise	O
de	O
autenticidade	O
.	O
Há	B-TEMPO_DURACAO
anos	I-TEMPO_DURACAO
que	O
se	O
discute	O
se	O
a	O
fotografia	O
da	O
autoria	O
do	O
famoso	O
fotojornalista	O
Robert	B-PESSOA_INDIVIDUAL
Capa	I-PESSOA_INDIVIDUAL
é	O
ou	O
não	O
encenada	O
.	O
Agora	O
um	O
documentário	O
,	O
"	O
A	B-OBRA_REPRODUZIDA
Sombra	I-OBRA_REPRODUZIDA
do	I-OBRA_REPRODUZIDA
Iceberg	I-OBRA_REPRODUZIDA
"	O
,	O
premiado	O
com	O
o	O
prémio	O
Melhor	O
documentário	O
ibero	O
-	O
americano	O
,	O
no	O
México	B-LOCAL_HUMANO
,	O
vem	O
outra	O
vez	O
questionar	O
a	O
autenticidade	O
da	O
cena	O
ocorrida	O
em	O
Cerro	B-LOCAL_HUMANO
Muriano	I-LOCAL_HUMANO
,	O
povoação	O
dos	O
arredores	O
de	O
Córdoba	B-LOCAL_HUMANO
,	O
e	O
feita	O
em	B-TEMPO_TEMPO_CALEND
1936	I-TEMPO_TEMPO_CALEND
,	O
no	B-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
5	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Setembro	I-TEMPO_TEMPO_CALEND
.	O
As	O
dúvidas	O
levantadas	O
prendem	O
-	O
se	O
com	O
factos	O
investigados	O
.	O
Hugo	B-PESSOA_INDIVIDUAL
Doménech	I-PESSOA_INDIVIDUAL
,	O
professor	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Universidade	I-PESSOA_CARGO
Jaume	I-PESSOA_CARGO
de	I-PESSOA_CARGO
Castellón	I-PESSOA_CARGO
e	O
do	O
jornalista	O
Raul	B-PESSOA_INDIVIDUAL
Riebenbaueur	I-PESSOA_INDIVIDUAL
reuniram	O
um	O
especialista	O
forense	O
,	O
um	O
militar	O
geodésico	O
e	O
um	O
astrofísico	O
e	O
recolheram	O
depoimentos	O
locais	O
.	O
No	O
filme	O
prevalece	O
a	O
ideia	O
de	O
que	O
o	O
miliciano	O
não	O
foi	O
morto	O
às	B-TEMPO_TEMPO_CALEND
nove	I-TEMPO_TEMPO_CALEND
mas	O
à	B-TEMPO_TEMPO_CALEND
uma	I-TEMPO_TEMPO_CALEND
da	I-TEMPO_TEMPO_CALEND
tarde	I-TEMPO_TEMPO_CALEND
,	O
que	O
há	O
um	O
relato	O
local	O
que	O
diz	O
Borrel	B-PESSOA_INDIVIDUAL
ter	O
sido	O
morto	O
atrás	O
de	O
uma	O
árvore	O
,	O
que	O
não	O
existe	O
na	O
foto	O
,	O
e	O
que	O
o	O
miliciano	O
fotografado	O
não	O
é	O
o	O
que	O
foi	O
morto	O
naquele	B-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
.	O
O	O
facto	O
de	O
Capa	B-PESSOA_INDIVIDUAL
viajar	O
então	O
com	O
a	O
namorada	O
Gerda	B-PESSOA_INDIVIDUAL
Taro	I-PESSOA_INDIVIDUAL
(	O
morta	O
pouco	B-TEMPO_TEMPO_CALEND
depois	I-TEMPO_TEMPO_CALEND
)	O
e	O
de	O
enviar	O
para	O
Paris	B-LOCAL_HUMANO
os	O
rolos	O
todos	O
misturados	O
sem	O
a	O
designação	O
a	O
quem	O
pertencia	O
cada	O
um	O
,	O
ainda	O
lança	O
mais	O
confusão	O
na	O
história	O
.	O
Por	O
outro	O
lado	O
o	O
negativo	O
original	O
nunca	O
mais	O
apareceu	O
,	O
nem	O
a	O
tira	O
com	O
as	O
fotos	O
tiradas	O
antes	B-TEMPO_TEMPO_CALEND
e	O
depois	B-TEMPO_TEMPO_CALEND
.	O
Apesar	O
de	O
se	O
conhecer	O
uma	O
sequência	O
de	O
fotos	O
feitas	O
no	O
mesmo	O
local	O
.	O
O	O
biógrafo	O
de	O
Capa	B-PESSOA_INDIVIDUAL
,	O
Richard	B-PESSOA_INDIVIDUAL
Whelan	I-PESSOA_INDIVIDUAL
-	O
falecido	O
há	O
pouco	O
-	O
recusou	O
depor	O
para	O
o	O
documentário	O
e	O
Cornell	B-PESSOA_INDIVIDUAL
Capa	I-PESSOA_INDIVIDUAL
,	O
o	O
irmão	O
de	O
Robert	B-PESSOA_INDIVIDUAL
,	O
já	O
de	O
idade	O
avançada	O
,	O
nada	O
comenta	O
,	O
remetendo	O
tudo	O
para	O
a	O
sua	O
filha	O
,	O
a	O
fiel	O
depositária	O
do	O
espólio	O
de	O
Robert	B-PESSOA_INDIVIDUAL
Capa	I-PESSOA_INDIVIDUAL
.	O
A	O
fotografia	O
foi	O
publicada	O
pela	O
primeira	O
vez	O
,	O
em	B-TEMPO_TEMPO_CALEND
1936	I-TEMPO_TEMPO_CALEND
,	O
na	O
revista	O
VU	B-LOCAL_VIRTUAL
-	O
pioneira	O
do	O
fotojornalismo	O
moderno	O
e	O
inspiradora	O
de	O
LIFE	B-COISA_CLASSE
-	O
e	O
dois	B-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
mais	I-TEMPO_TEMPO_CALEND
tarde	I-TEMPO_TEMPO_CALEND
(	O
como	O
andava	O
devagar	O
então	O
a	O
informação	O
!	O
)	O
na	O
LIFE	B-LOCAL_VIRTUAL
.	O
Na	O
edição	O
da	O
VU	B-LOCAL_VIRTUAL
Robert	B-PESSOA_INDIVIDUAL
Capa	I-PESSOA_INDIVIDUAL
era	O
apresentado	O
como	O
o	O
melhor	O
fotógrafo	O
de	O
guerra	O
do	O
Mundo	B-LOCAL_HUMANO
e	O
a	O
paginação	O
da	O
reportagem	O
era	O
feito	O
num	O
estilo	O
então	O
vanguardista	O
de	O
fotohistória	O
.	O
Esta	O
polémica	O
acaba	O
por	O
ser	O
um	O
pouco	O
redundante	O
.	O
Capa	B-PESSOA_INDIVIDUAL
era	O
de	O
uma	O
coragem	O
à	O
prova	O
de	O
bala	O
a	O
trabalhar	O
no	O
cenário	O
de	O
guerra	O
.	O
Fotografou	O
por	O
dentro	O
a	O
Guerra	B-ACONTECIMENTO_EFEMERIDE
Civil	I-ACONTECIMENTO_EFEMERIDE
espanhola	O
,	O
sempre	O
pelo	O
lado	O
republicano	O
,	O
estava	O
no	B-TEMPO_TEMPO_CALEND
Dia	I-TEMPO_TEMPO_CALEND
D	I-TEMPO_TEMPO_CALEND
na	O
Normandia	B-LOCAL_HUMANO
e	O
acabou	O
por	O
morrer	O
ao	O
pisar	O
uma	O
mina	O
na	O
Indochina	B-LOCAL_HUMANO
a	B-TEMPO_TEMPO_CALEND
25	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Maio	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1954	I-TEMPO_TEMPO_CALEND
.	O
Como	O
curiosidade	O
passou	O
por	O
Portugal	B-LOCAL_HUMANO
e	O
foi	O
visto	O
no	O
Café	B-LOCAL_HUMANO
Palladium	I-LOCAL_HUMANO
dos	O
Restauradores	B-LOCAL_HUMANO
pelo	O
jornalista	O
de	O
O	B-ORGANIZACAO_EMPRESA
Século	I-ORGANIZACAO_EMPRESA
,	O
Francisco	B-PESSOA_INDIVIDUAL
Mata	I-PESSOA_INDIVIDUAL
,	O
já	O
falecido	O
,	O
e	O
que	O
o	O
contou	O
numa	O
crónica	O
do	O
antigo	O
Sete	B-OBRA_REPRODUZIDA
.	O
[	O
...	O
]	O
Luiz	B-PESSOA_INDIVIDUAL
Carvalho	I-PESSOA_INDIVIDUAL
,	O
fotojornalista	O
do	O
Expresso	B-ORGANIZACAO_EMPRESA
Que	O
percentagem	O
do	O
orçamento	O
da	O
União	B-ORGANIZACAO_ADMINISTRACAO
Europeia	I-ORGANIZACAO_ADMINISTRACAO
se	O
destina	O
à	O
 	O
agricultura	O
?	O
Quantos	O
países	O
são	O
oficialmente	O
candidatos	O
à	O
 	O
adesão	O
à	O
  	O
Otan	B-ORGANIZACAO_ADMINISTRACAO
?	O
Que	O
sinfonia	O
compôs	O
Beethoven	B-PESSOA_INDIVIDUAL
em	B-TEMPO_TEMPO_CALEND
1824	I-TEMPO_TEMPO_CALEND
?	O
Que	O
país	O
não	O
é	O
membro	O
da	O
ONU	B-ORGANIZACAO_ADMINISTRACAO
?	O
Quem	O
se	O
pensa	O
ter	O
participado	O
na	O
tentativa	O
de	O
assassínio	O
de	O
Juan	B-PESSOA_INDIVIDUAL
Carlos	I-PESSOA_INDIVIDUAL
em	B-TEMPO_TEMPO_CALEND
1995	I-TEMPO_TEMPO_CALEND
?	O
Quem	O
era	O
o	O
pai	O
de	O
Isabel	B-PESSOA_INDIVIDUAL
II	I-PESSOA_INDIVIDUAL
?	O
Quem	O
foi	O
chanceler	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Alemanha	I-PESSOA_CARGO
de	B-TEMPO_TEMPO_CALEND
1974	I-TEMPO_TEMPO_CALEND
a	I-TEMPO_TEMPO_CALEND
1982	I-TEMPO_TEMPO_CALEND
?	O
Quando	O
ocorreu	O
a	O
coroação	O
oficial	O
de	O
Isabel	B-PESSOA_INDIVIDUAL
II	I-PESSOA_INDIVIDUAL
?	O
Em	O
que	O
ano	O
foi	O
proposta	O
pela	O
primeira	O
vez	O
a	O
"	O
Parceria	B-OBRA_PLANO
para	I-OBRA_PLANO
a	I-OBRA_PLANO
Paz	I-OBRA_PLANO
"	O
?	O
Quem	O
comandou	O
a	O
Insurreição	B-ACONTECIMENTO_EFEMERIDE
de	I-ACONTECIMENTO_EFEMERIDE
Varsóvia	I-ACONTECIMENTO_EFEMERIDE
?	O
Quem	O
escreveu	O
a	O
epopeia	O
fantástica	O
"	O
O	B-OBRA_REPRODUZIDA
Senhor	I-OBRA_REPRODUZIDA
dos	I-OBRA_REPRODUZIDA
Anéis	I-OBRA_REPRODUZIDA
"	O
?	O
Como	O
se	O
chama	O
a	O
mulher	O
de	O
George	B-PESSOA_INDIVIDUAL
H.	I-PESSOA_INDIVIDUAL
W.	I-PESSOA_INDIVIDUAL
Bush	I-PESSOA_INDIVIDUAL
?	O
Como	O
se	O
chama	O
a	O
primeira	O
mulher	O
a	O
escalar	O
o	O
Evereste	B-LOCAL_FISICO
sem	O
máscara	O
de	O
oxigénio	O
?	O
Quem	O
ficou	O
conhecido	O
como	O
o	O
"	O
chanceler	O
de	O
ferro	O
"	O
?	O
Em	O
que	O
ano	O
foi	O
assassinado	O
Martin	B-PESSOA_INDIVIDUAL
Luther	I-PESSOA_INDIVIDUAL
King	I-PESSOA_INDIVIDUAL
?	O
Em	O
que	O
cidade	O
nasceu	O
Wolfgang	B-PESSOA_INDIVIDUAL
Amadeus	I-PESSOA_INDIVIDUAL
Mozart	I-PESSOA_INDIVIDUAL
?	O
Quantos	O
estados	O
tem	O
a	O
Alemanha	B-LOCAL_HUMANO
?	O
Quem	O
é	O
Stephen	B-PESSOA_INDIVIDUAL
Hawking	I-PESSOA_INDIVIDUAL
?	O
O	O
que	O
é	O
o	O
hapkido	O
?	O
Quem	O
se	O
tornou	O
chanceler	O
após	O
ter	O
sido	O
ministro	O
-	O
presidente	O
da	O
Renânia	B-LOCAL_HUMANO
-	I-LOCAL_HUMANO
Palatinado	I-LOCAL_HUMANO
?	O
Que	O
rei	O
morreu	O
em	B-TEMPO_TEMPO_CALEND
1718	I-TEMPO_TEMPO_CALEND
?	O
Em	O
que	O
ano	O
morreu	O
Charles	B-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Gaulle	I-PESSOA_INDIVIDUAL
?	O
Qual	O
é	O
a	O
altura	O
da	O
Torre	B-OBRA_ARTE
Eiffel	I-OBRA_ARTE
?	O
O	O
que	O
é	O
o	O
top	O
quark	O
?	O
De	O
acordo	O
com	O
o	O
modelo	O
"	O
standard	O
"	O
,	O
quais	O
são	O
as	O
três	O
partículas	O
elementares	O
da	O
física	O
?	O
Que	O
proporção	O
do	O
leite	O
vendido	O
é	O
usado	O
com	O
cereais	O
ao	O
pequeno	O
-	O
almoço	O
?	O
Em	O
que	O
ano	O
teve	O
lugar	O
o	O
Desembarque	B-ACONTECIMENTO_EFEMERIDE
da	I-ACONTECIMENTO_EFEMERIDE
Normandia	I-ACONTECIMENTO_EFEMERIDE
?	O
Quando	O
foi	O
assinada	O
a	O
"	O
Convenção	B-OBRA_PLANO
de	I-OBRA_PLANO
Basileia	I-OBRA_PLANO
sobre	I-OBRA_PLANO
o	I-OBRA_PLANO
Controlo	I-OBRA_PLANO
de	I-OBRA_PLANO
Movimentos	I-OBRA_PLANO
Transfronteiriços	I-OBRA_PLANO
de	I-OBRA_PLANO
Resíduos	I-OBRA_PLANO
Perigosos	I-OBRA_PLANO
"	O
?	O
A	O
que	O
se	O
refere	O
o	O
termo	O
"	O
Les	B-ABSTRACCAO_NOME
Six	I-ABSTRACCAO_NOME
"	O
em	O
música	O
?	O
A	O
quem	O
pertencia	O
Nice	B-LOCAL_HUMANO
de	B-TEMPO_TEMPO_CALEND
1814	I-TEMPO_TEMPO_CALEND
a	I-TEMPO_TEMPO_CALEND
1860	I-TEMPO_TEMPO_CALEND
?	O
Qual	O
é	O
a	O
sigla	O
da	O
Administração	B-ORGANIZACAO_INSTITUICAO
Federal	I-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Aviação	I-ORGANIZACAO_INSTITUICAO
?	O
O	O
que	O
é	O
o	O
GI	O
Joe	O
?	O
Qual	O
a	O
estrutura	O
cujo	O
afundamento	O
causou	O
controvérsia	O
na	O
cimeira	O
dos	O
G7	B-ORGANIZACAO_ADMINISTRACAO
em	O
Halifax	B-LOCAL_HUMANO
?	O
Quem	O
foi	O
Alexander	B-PESSOA_INDIVIDUAL
Graham	I-PESSOA_INDIVIDUAL
Bell	I-PESSOA_INDIVIDUAL
?	I-PESSOA_INDIVIDUAL
Quem	O
é	O
Danuta	B-PESSOA_INDIVIDUAL
Walesa	I-PESSOA_INDIVIDUAL
?	O
Quem	O
é	O
Vigdís	B-PESSOA_INDIVIDUAL
Finnbogadóttir	I-PESSOA_INDIVIDUAL
?	O
Quem	O
eram	O
os	O
cossacos	O
?	O
O	O
que	O
é	O
o	O
ECU	O
verde	O
?	O
O	O
que	O
é	O
o	O
dracma	O
?	O
Quem	O
preside	O
à	O
  	O
RAI	B-ORGANIZACAO_INSTITUICAO
?	O
Quem	O
é	O
o	O
director	O
de	O
operações	O
da	O
NASA	B-ORGANIZACAO_ADMINISTRACAO
?	O
Em	O
que	O
ano	O
se	O
afundou	O
o	O
Titanic	B-COISA_OBJECTO
?	O
Em	O
que	O
data	O
é	O
que	O
os	O
Estados	B-ORGANIZACAO_ADMINISTRACAO
Unidos	I-ORGANIZACAO_ADMINISTRACAO
invadiram	O
o	O
Haiti	B-LOCAL_HUMANO
?	O
Em	O
que	O
ano	O
foi	O
a	O
Revolução	B-ACONTECIMENTO_EFEMERIDE
de	I-ACONTECIMENTO_EFEMERIDE
Outubro	I-ACONTECIMENTO_EFEMERIDE
?	O
Em	O
que	O
ano	O
ocorreu	O
a	O
retirada	O
de	O
Dunquerque	B-LOCAL_HUMANO
?	O
Onde	O
é	O
a	O
sede	O
da	O
Interpol	B-ORGANIZACAO_ADMINISTRACAO
?	O
Onde	O
é	O
que	O
Braque	B-PESSOA_INDIVIDUAL
e	O
Picasso	B-PESSOA_INDIVIDUAL
trabalharam	O
juntos	O
?	O
De	O
que	O
organização	O
era	O
Sergio	B-PESSOA_INDIVIDUAL
Balanzino	I-PESSOA_INDIVIDUAL
secretário	O
-	O
geral	O
?	O
De	O
que	O
estúdio	O
cinematográfico	O
foi	O
Cedric	B-PESSOA_INDIVIDUAL
Gibbons	I-PESSOA_INDIVIDUAL
director	O
artístico	O
?	O
Quantos	O
habitantes	O
tem	O
Longyearbyen	B-LOCAL_HUMANO
?	O
Qual	O
o	O
principal	O
componente	O
da	O
aspirina	O
?	O
Com	O
que	O
bicicleta	O
bateu	O
Miguel	B-PESSOA_INDIVIDUAL
Induráin	I-PESSOA_INDIVIDUAL
o	O
recorde	O
da	O
hora	O
?	O
Quem	O
venceu	O
a	O
Volta	B-ACONTECIMENTO_ORGANIZADO
a	I-ACONTECIMENTO_ORGANIZADO
França	I-ACONTECIMENTO_ORGANIZADO
em	B-TEMPO_TEMPO_CALEND
1988	I-TEMPO_TEMPO_CALEND
?	O
A	O
que	O
organização	O
aderiu	O
a	O
Grécia	B-ORGANIZACAO_ADMINISTRACAO
em	B-TEMPO_TEMPO_CALEND
1952	I-TEMPO_TEMPO_CALEND
?	O
Quantos	O
países	O
visitou	O
Nixon	B-PESSOA_INDIVIDUAL
entre	B-TEMPO_TEMPO_CALEND
1953	I-TEMPO_TEMPO_CALEND
e	I-TEMPO_TEMPO_CALEND
1959	I-TEMPO_TEMPO_CALEND
?	O
Que	O
cargo	O
ocupava	O
François	B-PESSOA_INDIVIDUAL
Mitterrand	I-PESSOA_INDIVIDUAL
ao	O
ingressar	O
no	O
hospital	O
de	O
Cochin	B-LOCAL_HUMANO
?	O
Quais	O
são	O
as	O
três	O
repúblicas	O
bálticas	O
?	O
Quais	O
são	O
as	O
três	O
repúblicas	O
soviéticas	O
eslavas	O
?	O
O	O
que	O
é	O
o	O
Challenger	O
?	O
Quem	O
é	O
Ernesto	B-PESSOA_INDIVIDUAL
Zedillo	I-PESSOA_INDIVIDUAL
Ponce	I-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
León	I-PESSOA_INDIVIDUAL
?	O
Quem	O
era	O
primeiro	O
-	O
ministro	O
britânico	O
antes	O
de	O
John	B-PESSOA_INDIVIDUAL
Major	I-PESSOA_INDIVIDUAL
?	O
Quem	O
é	O
Boris	B-PESSOA_INDIVIDUAL
Becker	I-PESSOA_INDIVIDUAL
?	O
Em	O
que	O
filme	O
de	O
Kevin	B-PESSOA_INDIVIDUAL
Reynolds	I-PESSOA_INDIVIDUAL
actuou	O
Kevin	B-PESSOA_INDIVIDUAL
Costner	I-PESSOA_INDIVIDUAL
?	O
Onde	O
se	O
realizaram	O
os	O
Jogos	B-ACONTECIMENTO_ORGANIZADO
Olímpicos	I-ACONTECIMENTO_ORGANIZADO
de	B-TEMPO_TEMPO_CALEND
1993	I-TEMPO_TEMPO_CALEND
?	O
Que	O
tipo	O
de	O
bombas	O
foram	O
usadas	O
pelo	O
IRA	B-PESSOA_GRUPOMEMBRO
no	O
ataque	O
a	O
Heathrow	B-LOCAL_HUMANO
em	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
?	O
O	O
que	O
é	O
um	O
Chinook	O
?	O
Quem	O
é	O
o	O
presidente	B-PESSOA_CARGO
do	I-PESSOA_CARGO
Egipto	I-PESSOA_CARGO
?	O
Onde	O
morreu	O
Kurt	B-PESSOA_INDIVIDUAL
Cobain	I-PESSOA_INDIVIDUAL
?	O
Quantos	O
telespectadores	O
seguiram	O
a	O
final	O
do	O
Campeonato	B-ACONTECIMENTO_ORGANIZADO
do	I-ACONTECIMENTO_ORGANIZADO
Mundo	I-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Futebol	I-ACONTECIMENTO_ORGANIZADO
de	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
?	O
O	O
que	O
é	O
o	O
KMT	B-ABSTRACCAO_ESTADO
?	O
Que	O
cromossoma	O
está	O
na	O
origem	O
do	O
mongolismo	O
?	O
Quem	O
era	O
presidente	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Chechénia	I-PESSOA_CARGO
em	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
?	O
Quem	O
foi	O
o	O
primeiro	O
homem	O
na	O
Lua	B-LOCAL_FISICO
?	O
A	O
que	O
partido	O
pertence	O
Mahfoudh	B-PESSOA_INDIVIDUAL
Nahnah	I-PESSOA_INDIVIDUAL
?	O
Diga	O
o	O
nome	O
de	O
um	O
filme	O
realizado	O
por	O
Claude	B-PESSOA_INDIVIDUAL
Lanzmann	I-PESSOA_INDIVIDUAL
?	O
Onde	O
fica	O
a	O
cidadezinha	O
de	O
Neftegorsk	B-LOCAL_HUMANO
?	O
De	O
que	O
grupo	O
é	O
presidente	O
Claude	B-PESSOA_INDIVIDUAL
Bébéar	I-PESSOA_INDIVIDUAL
?	O
Quem	O
é	O
Jacques	B-PESSOA_INDIVIDUAL
Diouf	I-PESSOA_INDIVIDUAL
?	O
O	O
que	O
significa	O
NLW	B-ABSTRACCAO_NOME
?	O
O	O
que	O
é	O
a	O
Parceria	O
para	O
a	O
Paz	O
?	O
A	O
que	O
partido	O
pertence	O
Petru	B-PESSOA_INDIVIDUAL
Luchinski	I-PESSOA_INDIVIDUAL
?	O
Que	O
festival	O
de	O
cinema	O
atribui	O
o	O
"	O
Urso	O
de	O
Ouro	O
"	O
?	O
Quem	O
é	O
o	O
diretor	O
do	O
filme	O
"	O
Caro	B-OBRA_REPRODUZIDA
Diário	I-OBRA_REPRODUZIDA
"	O
?	O
O	O
que	O
é	O
a	O
UNHCR	B-ABSTRACCAO_ESTADO
?	O
Que	O
valor	O
adjudicou	O
o	O
Canadá	B-ORGANIZACAO_ADMINISTRACAO
para	O
a	O
remoção	O
das	O
armas	O
atómicas	O
ucranianas	O
?	O
Onde	O
é	O
que	O
morreu	O
Ayrton	B-PESSOA_INDIVIDUAL
Senna	I-PESSOA_INDIVIDUAL
?	O
Em	O
que	O
país	O
foi	O
aprovada	O
uma	O
lei	O
que	O
proíbe	O
a	O
publicidade	O
ao	O
tabaco	O
?	O
Onde	O
ocorreram	O
casos	O
de	O
febre	O
aftosa	O
?	O
Quando	O
aderirão	O
à	O
  	O
União	B-ORGANIZACAO_ADMINISTRACAO
Europeia	I-ORGANIZACAO_ADMINISTRACAO
a	O
Áustria	B-ORGANIZACAO_ADMINISTRACAO
,	O
a	O
Suécia	B-ORGANIZACAO_ADMINISTRACAO
e	O
a	O
Finlândia	B-ORGANIZACAO_ADMINISTRACAO
?	O
Que	O
estúdio	O
produziu	O
o	O
filme	O
"	O
Toy	B-OBRA_REPRODUZIDA
Story	I-OBRA_REPRODUZIDA
"	O
?	O
Qual	O
é	O
a	O
terceira	O
maior	O
cidade	O
da	O
Baviera	B-LOCAL_HUMANO
?	O
Quem	O
era	O
o	O
capitão	O
do	O
Ajax	B-PESSOA_GRUPOMEMBRO
em	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
?	O
O	O
que	O
são	O
os	O
otakus	O
?	O
O	O
que	O
é	O
o	O
CD	O
-	O
i	O
?	O
Em	O
que	O
cidade	O
é	O
que	O
Nietzsche	B-PESSOA_INDIVIDUAL
escreveu	O
"	O
Ecce	B-OBRA_REPRODUZIDA
Homo	I-OBRA_REPRODUZIDA
"	O
?	O
Quando	O
viveu	O
Ludwig	B-PESSOA_INDIVIDUAL
Wittgenstein	I-PESSOA_INDIVIDUAL
?	O
Quem	O
foi	O
votado	O
o	O
futebolista	O
do	O
ano	O
na	O
