--DOCSTART--	--DOCSTART--
Directa	I-ACONTECIMENTO
2005	I-ACONTECIMENTO
(	O
Açores	B-LOCAL
Ilha	B-LOCAL
Terceira	I-LOCAL
)	O
--SENTENCE--	--SENTENCE--
Recepção	B-ACONTECIMENTO
ao	I-ACONTECIMENTO
Caloiro	I-ACONTECIMENTO
2005	I-ACONTECIMENTO
(	O
Covilhã	B-LOCAL
)	O
com	O
Squeeze	O
theeze	O
pleeze	O
e	O
Fonzie	B-PESSOA
--SENTENCE--	--SENTENCE--
Queima	B-ACONTECIMENTO
das	I-ACONTECIMENTO
Fitas	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Coimbra	I-ACONTECIMENTO
2006	I-ACONTECIMENTO
com	O
Hands	B-PESSOA
on	I-PESSOA
Approach	I-PESSOA
e	O
Boss	B-PESSOA
AC	I-PESSOA
--SENTENCE--	--SENTENCE--
Semana	B-ACONTECIMENTO
Académica	I-ACONTECIMENTO
da	O
Universidade	B-ORGANIZACAO
de	O
Aveiro	B-LOCAL
(	O
2006	B-TEMPO
)	O
com	O
Pluto	B-PESSOA
e	O
Expensive	B-PESSOA
Soul	I-PESSOA
--SENTENCE--	--SENTENCE--
Semana	B-ACONTECIMENTO
Académica	I-ACONTECIMENTO
2006	I-ACONTECIMENTO
(	O
Castelo	B-LOCAL
Branco	I-LOCAL
)	O
com	O
Tara	B-PESSOA
Perdida	I-PESSOA
--SENTENCE--	--SENTENCE--
Hardclub	B-LOCAL
(	O
V.N	B-LOCAL
.	I-LOCAL
Gaia	I-LOCAL
.	O
)	O
--SENTENCE--	--SENTENCE--
-	O
com	O
Twenty	B-PESSOA
Toon	I-PESSOA
--SENTENCE--	--SENTENCE--
Recepção	B-ACONTECIMENTO
ao	I-ACONTECIMENTO
Caloiro	I-ACONTECIMENTO
2006	I-ACONTECIMENTO
(	O
IPC	B-LOCAL
)	O
Coimbra	B-LOCAL
com	O
Peste	B-PESSOA
&	I-PESSOA
amp	I-PESSOA
;	I-PESSOA
Sida	I-PESSOA
e	O
Asher	B-PESSOA
Lane	I-PESSOA
(	O
Alemanha	B-LOCAL
)	O
--SENTENCE--	--SENTENCE--
RockOff	B-ACONTECIMENTO
2006	I-ACONTECIMENTO
VI	I-ACONTECIMENTO
edição	I-ACONTECIMENTO
(	O
Cantanhede	B-LOCAL
)	O
--SENTENCE--	--SENTENCE--
Março	B-ACONTECIMENTO
Jovem	I-ACONTECIMENTO
2006	I-ACONTECIMENTO
(	O
C.M	B-LOCAL
.	I-LOCAL
Seixal	I-LOCAL
)	O
com	O
Triplet	B-PESSOA
--SENTENCE--	--SENTENCE--
Vans/Eastpak	B-ACONTECIMENTO
Club	I-ACONTECIMENTO
Tour	I-ACONTECIMENTO
2007	I-ACONTECIMENTO
(	O
Almada	B-LOCAL
)	O
com	O
SK6	B-PESSOA
,	O
Humble	B-PESSOA
,	O
Devil	B-PESSOA
in	I-PESSOA
Me	I-PESSOA
,	O
Tara	B-PESSOA
Perdida	I-PESSOA
e	O
Strike	B-PESSOA
Anywhere	I-PESSOA
--SENTENCE--	--SENTENCE--
Sesimbra	B-ACONTECIMENTO
Xtream	I-ACONTECIMENTO
Beach	I-ACONTECIMENTO
Fest	I-ACONTECIMENTO
2007	I-ACONTECIMENTO
(	O
Sesimbra	B-LOCAL
)	O
--SENTENCE--	--SENTENCE--
Discografia	O
:	O
--SENTENCE--	--SENTENCE--
Os	O
Fitacola	B-PESSOA
contam	O
para	O
já	O
,	O
apenas	O
com	O
um	O
EP	B-COISA
,	O
edição	O
de	O
autor	O
,	O
com	O
6	B-VALOR
musicas	O
,	O
intitulado	O
«	O
Rebobina	B-ABSTRACCAO
e	I-ABSTRACCAO
Pensa	I-ABSTRACCAO
».	O
--SENTENCE--	--SENTENCE--
Notícias	O
recentes/projectos	O
:	O
--SENTENCE--	--SENTENCE--
Neste	B-TEMPO
nomento	I-TEMPO
os	O
Fitacola	B-PESSOA
estiveram	O
três	B-TEMPO
semanas	I-TEMPO
em	O
estúdio	O
a	O
gravar	O
aquele	O
que	O
será	O
o	O
seu	O
primeiro	O
álbum.	O
--SENTENCE--	--SENTENCE--
Será	O
composto	O
por	O
12	B-VALOR
temas	O
e	O
o	O
seu	O
lançamento	O
está	O
previsto	O
para	B-TEMPO
os	I-TEMPO
primeiros	I-TEMPO
meses	I-TEMPO
de	I-TEMPO
2008	I-TEMPO
.	O
--SENTENCE--	--SENTENCE--
Elementos	O
:	O
--SENTENCE--	--SENTENCE--
Diogo	B-PESSOA
Guitarra	O
--SENTENCE--	--SENTENCE--
Libelinha	B-PESSOA
Baixo/coros	O
--SENTENCE--	--SENTENCE--
Besugo	B-PESSOA
Guitarra	O
--SENTENCE--	--SENTENCE--
Xico	B-PESSOA
Bateria/coros	O
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
Protocolo	B-OBRA
de	I-OBRA
Quioto	I-OBRA
--SENTENCE--	--SENTENCE--
Decreto	B-OBRA
7/2002	I-OBRA
,	O
de	B-TEMPO
25	I-TEMPO
de	I-TEMPO
Março	I-TEMPO
que	O
aprova	O
o	O
Protocolo	B-OBRA
de	I-OBRA
Quioto	I-OBRA
à	O
Convenção	B-OBRA
Quadro	I-OBRA
das	I-OBRA
Nações	I-OBRA
Unidas	I-OBRA
sobre	I-OBRA
Alterações	I-OBRA
Climáticas	I-OBRA
--SENTENCE--	--SENTENCE--
Documentos	O
relacionados	O
com	O
o	O
PNALE	B-OBRA
--SENTENCE--	--SENTENCE--
Decisão	O
da	O
Comissão	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
sobre	O
o	O
PNALE	B-OBRA
português	O
--SENTENCE--	--SENTENCE--
Comunicado	O
de	O
imprensa	O
da	O
COMISSÃO	B-ORGANIZACAO
-	O
``	O
Comércio	B-OUTRO
de	I-OUTRO
Emissões	I-OUTRO
:	O
a	O
Comissão	B-ORGANIZACAO
deu	O
o	O
seu	O
aval	O
a	O
mais	O
oito	O
planos	O
,	O
abrindo	O
caminho	O
para	O
o	O
início	O
do	O
Comércio	B-OUTRO
de	I-OUTRO
Emissões	I-OUTRO
na	O
data	O
prevista	O
''	O
(	O
IP/04/1250	O
)	O
--SENTENCE--	--SENTENCE--
Plano	B-OBRA
Nacional	I-OBRA
de	I-OBRA
Atribuição	I-OBRA
de	I-OBRA
Licenças	I-OBRA
de	I-OBRA
Emissão	I-OBRA
-	O
PNALE	B-OBRA
2005-2007	I-OBRA
(	O
versão	O
notificada	O
à	O
Comissão	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
)	O
--SENTENCE--	--SENTENCE--
PNALE	B-OBRA
2005-2007	I-OBRA
-	I-OBRA
Relatório	I-OBRA
da	I-OBRA
Consulta	I-OBRA
Pública	I-OBRA
--SENTENCE--	--SENTENCE--
Metodologia	B-OBRA
de	I-OBRA
Atribuição	I-OBRA
de	I-OBRA
Licenças	I-OBRA
de	I-OBRA
Emissão	I-OBRA
-	I-OBRA
PNALE	I-OBRA
2005-2007	I-OBRA
--SENTENCE--	--SENTENCE--
Documentos	O
relacionados	O
com	O
o	O
Comércio	B-OUTRO
Europeu	I-OUTRO
de	I-OUTRO
Licenças	I-OUTRO
de	I-OUTRO
Emissão	I-OUTRO
--SENTENCE--	--SENTENCE--
Directiva	O
2003/87/CE	O
do	O
Parlamento	B-ORGANIZACAO
Europeu	I-ORGANIZACAO
e	O
do	O
Concelho	B-ORGANIZACAO
,	O
de	B-TEMPO
13	I-TEMPO
de	I-TEMPO
Outubro	I-TEMPO
de	I-TEMPO
2003	I-TEMPO
,	O
relativa	O
à	O
criação	O
de	O
um	O
regime	O
de	O
comércio	O
de	O
licenças	O
de	O
emissão	O
de	O
gases	O
com	O
efeito	O
de	O
estufa	O
na	O
Comunidade	B-LOCAL
e	O
que	O
altera	O
a	O
Directiva	O
96/61/CE	O
do	O
Conselho	B-ORGANIZACAO
--SENTENCE--	--SENTENCE--
Decreto-Lei	B-OBRA
n.º	I-OBRA
233/2004	I-OBRA
,	O
de	B-TEMPO
14	I-TEMPO
de	I-TEMPO
Dezembro	I-TEMPO
,	O
alterado	O
pelo	O
Decreto-Lei	B-OBRA
n.º	I-OBRA
243-A/2004	I-OBRA
,	O
de	B-TEMPO
31	I-TEMPO
de	I-TEMPO
Dezembro	I-TEMPO
,	O
que	O
estabelece	O
o	O
regime	O
de	O
comércio	O
de	O
licenças	O
de	O
gases	O
com	O
efeito	O
de	O
estufa	O
na	O
União	B-LOCAL
Europeia	I-LOCAL
--SENTENCE--	--SENTENCE--
Decisão	B-OBRA
da	I-OBRA
Comissão	I-OBRA
n.º	I-OBRA
156/2004	I-OBRA
,	O
de	B-TEMPO
29	I-TEMPO
de	I-TEMPO
Janeiro	I-TEMPO
de	I-TEMPO
2004	I-TEMPO
,	O
que	O
estabelece	O
orientações	O
para	O
a	O
monitorização	O
e	O
comunicação	O
de	O
informações	O
relativas	O
às	O
emissões	O
de	O
gases	O
com	O
efeito	O
de	O
estufa	O
--SENTENCE--	--SENTENCE--
Regulamento	O
(	O
CE	O
)	O
n.º	O
2216/2004	O
da	O
Comissão	B-ORGANIZACAO
de	B-TEMPO
21	I-TEMPO
de	I-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
2004	I-TEMPO
,	O
relativo	O
a	O
um	O
sistema	O
de	O
registos	O
normalizado	O
e	O
protegido	O
em	O
conformidade	O
com	O
a	O
Directiva	B-OBRA
2003/87/CE	I-OBRA
do	O
Parlamento	B-ORGANIZACAO
Europeu	I-ORGANIZACAO
e	O
do	O
Conselho	B-ORGANIZACAO
e	O
a	O
Decisão	B-OBRA
n.º	I-OBRA
280/2004/CE	I-OBRA
do	O
Parlamento	B-ORGANIZACAO
Europeu	I-ORGANIZACAO
e	O
do	O
Conselho	B-ORGANIZACAO
--SENTENCE--	--SENTENCE--
International	O
Emissions	O
Trading	O
Association	O
,	O
``	O
Guidelines	O
for	O
an	O
accredited	O
verification	O
system	O
of	O
the	O
greenhouse	O
gas	O
emissions	O
within	O
the	O
EU	O
Emissions	O
Trading	O
Scheme	O
''	O
(	O
em	O
inglês	O
)	O
--SENTENCE--	--SENTENCE--
Directiva	B-OBRA
2004/101/CE	I-OBRA
do	O
Parlamento	B-ORGANIZACAO
Europeu	I-ORGANIZACAO
e	O
do	O
Conselho	B-ORGANIZACAO
,	O
de	B-TEMPO
27	I-TEMPO
de	I-TEMPO
Outubro	I-TEMPO
de	I-TEMPO
2004	I-TEMPO
,	O
que	O
altera	O
a	O
Directiva	B-OBRA
2003/87/CE	I-OBRA
relativa	O
à	O
criação	O
de	O
um	O
regime	O
de	O
comércio	O
de	O
licenças	O
de	O
emissão	O
de	O
gases	O
com	O
efeito	O
de	O
estufa	O
na	O
Comunidade	B-LOCAL
,	O
no	O
que	O
diz	O
respeito	O
aos	O
mecanismos	O
baseados	O
em	O
projectos	O
do	O
Protocolo	B-OBRA
de	I-OBRA
Quioto	I-OBRA
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
Lobos	B-PESSOA
recebidos	O
em	O
apoteose	O
--SENTENCE--	--SENTENCE--
SELECÇÃO	B-PESSOA
DE	O
REGRESSO	O
APÓS	O
BOA	O
PRESTAÇÃO	O
NO	O
MUNDIAL	B-ACONTECIMENTO
--SENTENCE--	--SENTENCE--
Centenas	O
de	O
pessoas	O
recepcionaram	O
no	O
Aeroporto	B-LOCAL
da	O
Portela	B-LOCAL
,	O
num	O
clima	O
de	O
enorme	O
entusiasmo	O
e	O
euforia	O
,	O
a	O
selecção	O
portuguesa	O
de	O
râguebi.	O
--SENTENCE--	--SENTENCE--
A	O
boa	O
prestação	O
global	O
da	O
equipa	O
no	O
Mundial	B-ACONTECIMENTO
da	O
modalidade	O
,	O
que	O
ainda	O
decorre	O
em	O
França	B-LOCAL
,	O
não	O
passou	O
despercebida	O
em	O
Portugal	B-LOCAL
,	O
embora	O
``	O
Os	B-PESSOA
Lobos	I-PESSOA
``	O
não	O
tenham	O
conseguido	O
vencer	O
um	O
único	O
jogo.	O
--SENTENCE--	--SENTENCE--
Quando	O
a	O
comitiva	O
portuguesa	O
saiu	O
na	O
área	O
de	O
chegadas	O
,	O
por	B-TEMPO
volta	I-TEMPO
das	I-TEMPO
16.30	I-TEMPO
horas	I-TEMPO
,	O
a	O
agitação	O
cresceu	O
de	O
tom	O
,	O
com	O
a	O
maioria	O
dos	O
adeptos	O
a	O
gritar	O
o	O
nome	O
de	O
Portugal	B-ABSTRACCAO
de	O
forma	O
entusiasmada.	O
--SENTENCE--	--SENTENCE--
Vasco	B-PESSOA
Uva	I-PESSOA
:	O
«Honrámos	O
o	O
país»	O
--SENTENCE--	--SENTENCE--
Um	O
dos	O
jogadores	O
mais	O
acarinhados	O
pelos	O
adeptos	O
na	O
chegada	O
a	O
Lisboa	B-LOCAL
,	O
o	O
capitão	O
Vasco	B-PESSOA
Uva	I-PESSOA
explicou	O
por	O
que	O
houve	O
uma	O
empatia	O
tão	O
grande	O
entre	O
a	O
selecção	O
e	O
uma	O
fatia	O
considerável	O
do	O
público	O
português.	O
--SENTENCE--	--SENTENCE--
''	O
Foi	O
a	O
maneira	O
como	O
nos	O
batemos	O
,	O
a	O
maneira	O
como	O
fizemos	O
honrar	O
o	O
País	B-LOCAL
``	O
,	O
considerou	O
,	O
acrescentando	O
que	O
o	B-TEMPO
momento	I-TEMPO
mais	O
emotivo	O
que	O
sentiu	O
foi	O
quando	O
ouviu	O
o	O
hino	O
nacional	O
português	O
no	O
jogo	O
de	O
estreia	O
dos	O
``	O
Lobos	B-PESSOA
``	O
,	O
contra	O
a	O
Escócia	B-PESSOA
,	O
em	O
St.	B-LOCAL
Etienne	I-LOCAL
.	O
--SENTENCE--	--SENTENCE--
''	O
Foi	O
muito	O
bom	O
.	O
''	O
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
Uma	O
foto	O
para	O
lá	O
da	O
verdade	O
--SENTENCE--	--SENTENCE--
A	O
fotografia	O
mais	O
famosa	O
de	O
guerra	O
,	O
o	O
instante	O
em	O
que	O
Federico	B-PESSOA
Borrell	I-PESSOA
,	O
um	O
miliciano	O
republicano	O
cai	O
depois	O
de	O
atingido	O
por	O
uma	O
bala	O
franquista	O
,	O
está	O
agora	O
de	O
novo	O
em	O
crise	O
de	O
autenticidade.	O
--SENTENCE--	--SENTENCE--
Há	B-TEMPO
anos	I-TEMPO
que	O
se	O
discute	O
se	O
a	O
fotografia	O
da	O
autoria	O
do	O
famoso	O
fotojornalista	O
Robert	B-PESSOA
Capa	I-PESSOA
é	O
ou	O
não	O
encenada.	O
--SENTENCE--	--SENTENCE--
Agora	O
um	O
documentário	O
,	O
``	O
A	B-OBRA
Sombra	I-OBRA
do	I-OBRA
Iceberg	I-OBRA
``	O
,	O
premiado	O
com	O
o	O
prémio	O
Melhor	O
documentário	O
ibero-americano	O
,	O
no	O
México	B-LOCAL
,	O
vem	O
outra	O
vez	O
questionar	O
a	O
autenticidade	O
da	O
cena	O
ocorrida	O
em	O
Cerro	B-LOCAL
Muriano	I-LOCAL
,	O
povoação	O
dos	O
arredores	O
de	O
Córdoba	B-LOCAL
,	O
e	O
feita	O
em	B-TEMPO
1936	I-TEMPO
,	O
no	B-TEMPO
dia	I-TEMPO
5	I-TEMPO
de	I-TEMPO
Setembro	I-TEMPO
.	O
--SENTENCE--	--SENTENCE--
As	O
dúvidas	O
levantadas	O
prendem-se	O
com	O
factos	O
investigados.	O
--SENTENCE--	--SENTENCE--
Hugo	B-PESSOA
Doménech	I-PESSOA
,	O
professor	B-PESSOA
da	I-PESSOA
Universidade	I-PESSOA
Jaume	I-PESSOA
de	I-PESSOA
Castellón	I-PESSOA
e	O
do	O
jornalista	O
Raul	B-PESSOA
Riebenbaueur	I-PESSOA
reuniram	O
um	O
especialista	O
forense	O
,	O
um	O
militar	O
geodésico	O
e	O
um	O
astrofísico	O
e	O
recolheram	O
depoimentos	O
locais.	O
--SENTENCE--	--SENTENCE--
No	O
filme	O
prevalece	O
a	O
ideia	O
de	O
que	O
o	O
miliciano	O
não	O
foi	O
morto	O
às	B-TEMPO
nove	I-TEMPO
mas	O
à	B-TEMPO
uma	I-TEMPO
da	I-TEMPO
tarde	I-TEMPO
,	O
que	O
há	O
um	O
relato	O
local	O
que	O
diz	O
Borrel	B-PESSOA
ter	O
sido	O
morto	O
atrás	O
de	O
uma	O
árvore	O
,	O
que	O
não	O
existe	O
na	O
foto	O
,	O
e	O
que	O
o	O
miliciano	O
fotografado	O
não	O
é	O
o	O
que	O
foi	O
morto	O
naquele	B-TEMPO
dia	I-TEMPO
.	O
--SENTENCE--	--SENTENCE--
O	O
facto	O
de	O
Capa	B-PESSOA
viajar	O
então	O
com	O
a	O
namorada	O
Gerda	B-PESSOA
Taro	I-PESSOA
(	O
morta	O
pouco	B-TEMPO
depois	I-TEMPO
)	O
e	O
de	O
enviar	O
para	O
Paris	B-LOCAL
os	O
rolos	O
todos	O
misturados	O
sem	O
a	O
designação	O
a	O
quem	O
pertencia	O
cada	O
um	O
,	O
ainda	O
lança	O
mais	O
confusão	O
na	O
história.	O
--SENTENCE--	--SENTENCE--
Por	O
outro	O
lado	O
o	O
negativo	O
original	O
nunca	O
mais	O
apareceu	O
,	O
nem	O
a	O
tira	O
com	O
as	O
fotos	O
tiradas	O
antes	B-TEMPO
e	O
depois	B-TEMPO
.	O
--SENTENCE--	--SENTENCE--
Apesar	O
de	O
se	O
conhecer	O
uma	O
sequência	O
de	O
fotos	O
feitas	O
no	O
mesmo	O
local.	O
--SENTENCE--	--SENTENCE--
O	O
biógrafo	O
de	O
Capa	B-PESSOA
,	O
Richard	B-PESSOA
Whelan	I-PESSOA
-	O
falecido	O
há	O
pouco	O
-	O
recusou	O
depor	O
para	O
o	O
documentário	O
e	O
Cornell	B-PESSOA
Capa	I-PESSOA
,	O
o	O
irmão	O
de	O
Robert	B-PESSOA
,	O
já	O
de	O
idade	O
avançada	O
,	O
nada	O
comenta	O
,	O
remetendo	O
tudo	O
para	O
a	O
sua	O
filha	O
,	O
a	O
fiel	O
depositária	O
do	O
espólio	O
de	O
Robert	B-PESSOA
Capa	I-PESSOA
.	O
--SENTENCE--	--SENTENCE--
A	O
fotografia	O
foi	O
publicada	O
pela	O
primeira	O
vez	O
,	O
em	B-TEMPO
1936	I-TEMPO
,	O
na	O
revista	O
VU	B-LOCAL
-	O
pioneira	O
do	O
fotojornalismo	O
moderno	O
e	O
inspiradora	O
de	O
LIFE	B-COISA
-	O
e	O
dois	B-TEMPO
anos	I-TEMPO
mais	I-TEMPO
tarde	I-TEMPO
(	O
como	O
andava	O
devagar	O
então	O
a	O
informação	O
!	O
)	O
--SENTENCE--	--SENTENCE--
na	O
LIFE	B-LOCAL
.	O
--SENTENCE--	--SENTENCE--
Na	O
edição	O
da	O
VU	B-LOCAL
Robert	B-PESSOA
Capa	I-PESSOA
era	O
apresentado	O
como	O
o	O
melhor	O
fotógrafo	O
de	O
guerra	O
do	O
Mundo	B-LOCAL
e	O
a	O
paginação	O
da	O
reportagem	O
era	O
feito	O
num	O
estilo	O
então	O
vanguardista	O
de	O
fotohistória.	O
--SENTENCE--	--SENTENCE--
Esta	O
polémica	O
acaba	O
por	O
ser	O
um	O
pouco	O
redundante.	O
--SENTENCE--	--SENTENCE--
Capa	B-PESSOA
era	O
de	O
uma	O
coragem	O
à	O
prova	O
de	O
bala	O
a	O
trabalhar	O
no	O
cenário	O
de	O
guerra.	O
--SENTENCE--	--SENTENCE--
Fotografou	O
por	O
dentro	O
a	O
Guerra	B-ACONTECIMENTO
Civil	I-ACONTECIMENTO
espanhola	O
,	O
sempre	O
pelo	O
lado	O
republicano	O
,	O
estava	O
no	B-TEMPO
Dia	I-TEMPO
D	I-TEMPO
na	O
Normandia	B-LOCAL
e	O
acabou	O
por	O
morrer	O
ao	O
pisar	O
uma	O
mina	O
na	O
Indochina	B-LOCAL
a	B-TEMPO
25	I-TEMPO
de	I-TEMPO
Maio	I-TEMPO
de	I-TEMPO
1954	I-TEMPO
.	O
--SENTENCE--	--SENTENCE--
Como	O
curiosidade	O
passou	O
por	O
Portugal	B-LOCAL
e	O
foi	O
visto	O
no	O
Café	B-LOCAL
Palladium	I-LOCAL
dos	O
Restauradores	B-LOCAL
pelo	O
jornalista	O
de	O
O	B-ORGANIZACAO
Século	I-ORGANIZACAO
,	O
Francisco	B-PESSOA
Mata	I-PESSOA
,	O
já	O
falecido	O
,	O
e	O
que	O
o	O
contou	O
numa	O
crónica	O
do	O
antigo	O
Sete	B-OBRA
.	O
--SENTENCE--	--SENTENCE--
[	O
...	O
]	O
--SENTENCE--	--SENTENCE--
Luiz	B-PESSOA
Carvalho	I-PESSOA
,	O
fotojornalista	O
do	O
Expresso	B-ORGANIZACAO
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
A	O
hora	O
da	O
verdade	O
--SENTENCE--	--SENTENCE--
1.	O
--SENTENCE--	--SENTENCE--
Hoje	B-TEMPO
à	I-TEMPO
noite	I-TEMPO
o	O
Benfica	B-PESSOA
tem	O
um	O
teste	O
elucidativo	O
sobre	O
o	O
seu	O
verdadeiro	O
valor.	O
--SENTENCE--	--SENTENCE--
Teve-o	O
também	O
antes	B-TEMPO
contra	O
o	O
Manchester	B-PESSOA
United	I-PESSOA
,	O
onde	O
passou	O
com	O
distinção	O
,	O
é	O
facto	O
,	O
mas	O
o	O
Manchester	B-PESSOA
desta	B-TEMPO
época	I-TEMPO
e	O
,	O
sobretudo	O
,	O
o	O
de	B-TEMPO
Dezembro	I-TEMPO
passado	I-TEMPO
,	O
é	O
uma	O
pálida	O
imitação	O
dos	O
«red	O
devils»	O
de	O
um	O
passado	O
recente	O
,	O
que	O
tudo	O
atemorizavam.	O
--SENTENCE--	--SENTENCE--
O	O
Liverpool	B-PESSOA
,	O
para	O
além	O
de	O
campeão	O
europeu	O
em	O
título	O
,	O
é	O
melhor	O
equipa	O
e	O
mais	O
calculista.	O
--SENTENCE--	--SENTENCE--
Contra	O
ele	O
,	O
o	O
Benfica	B-PESSOA
tem	O
de	O
jogar	O
o	O
seu	O
máximo	O
e	O
então	O
se	O
verá	O
se	O
o	O
seu	O
máximo	O
está	O
ou	O
não	O
ao	O
mais	O
alto	O
nível	O
europeu.	O
--SENTENCE--	--SENTENCE--
Ao	O
iniciar	O
com	O
uma	O
derrota	O
inapelável	O
este	O
terrível	O
ciclo	O
de	B-TEMPO
nove	I-TEMPO
dias	I-TEMPO
em	O
que	O
tudo	O
se	O
pode	O
sonhar	O
e	O
tudo	O
se	O
pode	O
perder	O
,	O
o	O
Benfica	B-PESSOA
de	O
Ronald	B-PESSOA
Koeman	I-PESSOA
parece	O
ter	O
lançado	O
a	O
descrença	O
entre	O
os	O
seus	O
--	O
-	O
adeptos	O
e	O
jornalistas.	O
--SENTENCE--	--SENTENCE--
De	O
repente	O
,	O
a	O
tão	O
louvada	O
equipa	O
de	B-TEMPO
há	I-TEMPO
três	I-TEMPO
semanas	I-TEMPO
atrás	I-TEMPO
parece	O
já	O
não	O
inspirar	O
confiança	O
a	O
ninguém	O
e	O
o	O
seu	O
treinador	O
virou	O
um	O
saco	O
de	O
pancada	O
ao	O
alcance	O
de	O
todas	O
as	O
frustrações.	O
--SENTENCE--	--SENTENCE--
Acusa-se	O
Koeman	B-PESSOA
de	O
mudar	O
constantemente	O
a	O
equipa	O
,	O
como	O
se	O
ele	O
fosse	O
responsável	O
pelas	O
lesões	O
e	O
castigos	O
ou	O
pela	O
chegada	O
de	O
uma	O
mini-enxurrada	O
de	O
reforços	O
em	B-TEMPO
Dezembro	I-TEMPO
,	O
anunciados	O
pela	O
Direcção	B-ORGANIZACAO
como	O
o	O
suplemento	O
que	O
faltava	O
para	O
a	O
conquista	O
da	O
Liga	B-OUTRO
dos	I-OUTRO
Campeões	I-OUTRO
e	O
que	O
ele	O
,	O
logicamente	O
,	O
tinha	O
de	O
experimentar	O
e	O
utilizar.	O
--SENTENCE--	--SENTENCE--
E	O
esquecendo-se	O
até	O
de	O
que	O
foi	O
uma	O
dessas	O
inesperadas	O
«revoluções»	O
na	O
formação	O
da	O
equipa	O
que	O
conduziu	O
à	O
também	O
inesperada	O
vitória	O
contra	O
o	O
Manchester	B-PESSOA
.	O
--SENTENCE--	--SENTENCE--
Até	O
se	O
acusa	O
Koeman	B-PESSOA
de	O
já	O
ter	O
experimentado	O
quatro	O
guarda-redes	O
,	O
como	O
se	O
fosse	O
ele	O
o	O
culpado	O
pelas	O
lesões	O
de	O
Quim	B-PESSOA
e	O
de	O
Moreira	B-PESSOA
,	O
pela	O
manifesta	O
impreparação	O
de	O
Nereu	B-PESSOA
,	O
ou	O
pela	O
«épica»	O
contratação	O
de	O
Moretto	B-PESSOA
,	O
delirantemente	O
saudada	O
pela	O
massa	O
associativa	O
e	O
afins.	O
--SENTENCE--	--SENTENCE--
Embora	O
não	O
me	O
motive	O
muito	O
perceber	O
o	O
que	O
se	O
passa	O
em	O
casa	O
alheia	O
,	O
a	O
mim	O
parece-me	O
que	O
,	O
mais	O
prosaicamente	O
,	O
a	O
questão	O
das	O
esperanças	O
traídas	O
no	O
Benfica	B-ORGANIZACAO
tem	O
sobretudo	O
a	O
ver	O
com	O
a	O
ilusão	O
criada	O
sobre	O
o	O
valor	O
real	O
da	O
equipa.	O
--SENTENCE--	--SENTENCE--
Tudo	O
começou	O
na	O
época	O
passada	O
,	O
com	O
um	O
Campeonato	B-ACONTECIMENTO
e	O
uma	O
Taça	B-ACONTECIMENTO
ganhos	O
de	O
forma	O
que	O
foi	O
tudo	O
menos	O
convincente	O
mas	O
que	O
,	O
por	O
temor	O
ou	O
reverência	O
,	O
ninguém	O
se	O
atreveu	O
a	O
questionar.	O
--SENTENCE--	--SENTENCE--
Por	O
isso	O
,	O
quando	O
Luís	B-PESSOA
Filipe	I-PESSOA
Vieira	I-PESSOA
disse	O
que	O
esta	O
era	O
uma	O
equipa	O
de	O
campeões	O
,	O
toda	O
a	O
gente	O
fingiu	O
que	O
sim	O
,	O
e	O
,	O
quando	O
,	O
reforços	O
acrescentados	O
,	O
ele	O
passou	O
a	O
dizer	O
que	O
esta	O
era	O
uma	O
equipa	O
capaz	O
de	O
chegar	O
à	O
final	O
e	O
talvez	O
ganhar	O
a	O
Champions	B-ACONTECIMENTO
,	O
continuaram	O
todos	O
a	O
fingir	O
que	O
acreditavam.	O
--SENTENCE--	--SENTENCE--
Depois	O
,	O
houve	O
a	O
vitória	O
sobre	O
o	O
Manchester	B-PESSOA
e	O
a	O
série	O
de	O
sete	O
triunfos	O
consecutivos	O
na	O
Liga	B-ACONTECIMENTO
portuguesa	O
e	O
foi	O
ver	O
o	O
José	B-PESSOA
Veiga	I-PESSOA
,	O
de	O
peito	O
feito	O
,	O
a	O
anunciar	O
a	O
inevitável	O
revalidação	O
do	O
título	O
e	O
a	O
Europa	B-ACONTECIMENTO
ao	O
virar	O
da	O
esquina.	O
--SENTENCE--	--SENTENCE--
Mas	O
ninguém	O
se	O
deteve	O
a	O
pensar	O
quantos	O
,	O
desses	O
sete	O
jogos	O
,	O
foram	O
ganhos	O
sem	O
dúvidas	O
de	O
arbitragem	O
e	O
através	O
de	O
exibições	O
convincentes	O
,	O
porque	O
é	O
um	O
crime	O
de	O
lesa-majestade	O
questionar	O
