THANKSGIVING	B-ACONTECIMENTO
2007	I-TEMPO
,	O
lançou	O
uma	O
conferência	O
intergovernamental	O
(	O
CIG	B-ACONTECIMENTO
)	O
nos	B-TEMPO
dias	I-TEMPO
23	I-TEMPO
e	O
24	B-TEMPO
de	I-TEMPO
Julho	I-TEMPO
,	O
para	O
acabar	O
a	O
redação	O
do	O
texto	O
,	O
coincidindo	O
com	O
a	O
reunião	O
de	O
ministros	B-PESSOA
dos	I-PESSOA
Negócios	I-PESSOA
Estrangeiros	I-PESSOA
.	O
O	O
novo	O
Tratado	B-OBRA
foi	O
apresentado	O
na	O
cimeira	O
de	B-TEMPO
18	I-TEMPO
de	I-TEMPO
Outubro	I-TEMPO
,	O
em	O
Lisboa	B-LOCAL
,	O
tendo	O
sido	O
assinado	O
pelos	O
representantes	O
dos	O
vários	O
governos	O
no	B-TEMPO
dia	I-TEMPO
13	I-TEMPO
de	I-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
2007	I-TEMPO
,	O
no	O
Mosteiro	B-LOCAL
dos	I-LOCAL
Jerónimos	I-LOCAL
.	O
Dar	O
-	O
se	O
-	O
á	O
agora	O
início	O
ao	O
processo	O
de	O
ratificação	O
com	O
o	O
objectivo	O
de	O
que	O
o	O
texto	O
entre	O
em	O
vigor	O
em	B-TEMPO
2009	I-TEMPO
.	O
«	O
Call	B-OBRA
girl	I-OBRA
»	O
estreia	O
hoje	B-TEMPO
em	O
40	B-VALOR
salas	O
de	O
cinema	O
O	O
filme	O
«	O
Call	B-OBRA
girl	I-OBRA
»	O
,	O
de	O
António	B-PESSOA
-	I-PESSOA
Pedro	I-PESSOA
Vasconcelos	I-PESSOA
,	O
estreia	O
hoje	B-TEMPO
em	O
quarenta	O
salas	O
de	O
cinema	O
,	O
mostrando	O
uma	O
intriga	O
policial	O
que	O
envolve	O
uma	O
mulher	O
fatal	O
e	O
um	O
autarca	O
escrupuloso	O
que	O
se	O
deixa	O
corromper	O
.	O
Soraia	B-PESSOA
Chaves	I-PESSOA
veste	O
a	O
pele	O
de	O
mulher	O
fatal	O
e	O
no	O
papel	O
do	O
autarca	O
corrompido	O
está	O
Nicolau	B-PESSOA
Breyner	I-PESSOA
,	O
aos	O
quais	O
se	O
juntam	O
dois	O
inspectores	O
de	O
polícia	O
,	O
os	O
actores	O
Ivo	B-PESSOA
Canelas	I-PESSOA
e	O
José	B-PESSOA
Raposo	I-PESSOA
,	O
e	O
aquele	O
que	O
alicia	O
à	O
corrupção	O
,	O
interpretado	O
por	O
Joaquim	B-PESSOA
de	I-PESSOA
Almeida	I-PESSOA
.	O
«	O
Call	B-OBRA
girl	I-OBRA
»	O
podia	O
ser	O
uma	O
variação	O
moderna	O
de	O
Anjo	B-OBRA
Azul	I-OBRA
,	O
de	O
Josef	B-PESSOA
von	I-PESSOA
Sternberg	I-PESSOA
,	O
disse	O
o	O
realizador	O
à	O
agência	O
Lusa	B-PESSOA
,	O
acompanhando	O
«	O
o	O
percurso	O
da	O
decadência	O
,	O
da	O
perdição	O
»	O
,	O
do	O
autarca	O
alentejano	O
até	B-TEMPO
ao	I-TEMPO
momento	I-TEMPO
em	O
que	O
aceita	O
dinheiro	O
em	O
troca	O
de	O
um	O
favor	O
.	O
«	O
Neste	O
caso	O
a	O
personagem	O
é	O
corrompida	O
,	O
no	O
outro	O
[	O
Anjo	O
azul	O
]	O
perde	O
toda	O
a	O
dignidade	O
e	O
reputação	O
»	O
,	O
compara	O
António	B-PESSOA
-	I-PESSOA
Pedro	I-PESSOA
Vasconcelos	I-PESSOA
,	O
até	O
porque	O
é	O
um	O
tema	O
«	O
recorrente	O
na	O
literatura	O
e	O
na	O
ficção	O
ocidental	O
»	O
.	O
«	O
Call	B-OBRA
girl	I-OBRA
»	O
,	O
cujo	O
argumento	O
o	O
realizador	O
escreveu	O
ao	B-TEMPO
longo	I-TEMPO
de	I-TEMPO
dois	I-TEMPO
anos	I-TEMPO
em	O
parceria	O
com	O
Tiago	B-PESSOA
Santos	I-PESSOA
,	O
é	O
uma	O
história	O
sobre	O
o	O
poder	O
do	O
dinheiro	O
e	O
da	O
sedução	O
,	O
sobre	O
a	O
corrupção	O
no	O
meio	O
político	O
e	O
a	O
prostituição	O
de	O
luxo	O
.	O
A	O
fotografia	O
é	O
de	O
José	B-PESSOA
António	I-PESSOA
Loureiro	I-PESSOA
,	O
a	O
produção	O
de	O
Tino	B-PESSOA
Navarro	I-PESSOA
e	O
do	O
elenco	O
fazem	O
ainda	O
parte	O
Virgílio	B-PESSOA
Castelo	I-PESSOA
,	O
Custódia	B-PESSOA
Gallego	I-PESSOA
,	O
Sofia	B-PESSOA
Grilo	I-PESSOA
ou	O
José	B-PESSOA
Eduardo	I-PESSOA
.	O
«	O
Call	B-OBRA
Girl	I-OBRA
»	O
é	O
uma	O
co	O
-	O
produção	O
luso	O
-	O
brasileira	O
da	O
MGN	B-ORGANIZACAO
Filmes	I-ORGANIZACAO
e	O
da	O
Lagoa	B-ORGANIZACAO
Cultural	I-ORGANIZACAO
,	O
e	O
conta	O
ainda	O
com	O
a	O
participação	O
financeira	O
dos	O
institutos	O
do	O
cinema	O
de	O
Portugal	B-LOCAL
e	O
do	O
Brasil	B-LOCAL
e	O
da	O
estação	O
de	O
televisão	O
TVI	B-ORGANIZACAO
.	O
«	O
Call	B-OBRA
Girl	I-OBRA
»	O
é	O
o	O
sétimo	O
filme	O
de	O
António	B-PESSOA
-	I-PESSOA
Pedro	I-PESSOA
Vasconcelos	I-PESSOA
,	O
68	B-VALOR
anos	I-VALOR
,	O
e	O
o	O
último	O
de	O
produção	O
nacional	O
a	O
estrear	O
este	B-TEMPO
ano	I-TEMPO
nas	O
salas	O
de	O
cinema	O
.	O
Questões	O
Frequentemente	B-TEMPO
Perguntadas	O
-	O
Frequently	O
Asked	O
Questions	O
(	O
FAQ	O
)	O
Instituto	B-ORGANIZACAO
Brasileiro	I-ORGANIZACAO
de	I-ORGANIZACAO
Advocacia	I-ORGANIZACAO
Pública	I-ORGANIZACAO
Questões	O
frequentemente	B-TEMPO
perguntadas	O
(	O
FAQ	O
)	O
(	O
Atenção	O
:	O
página	O
em	O
construção	O
,	O
atualizada	O
até	B-TEMPO
28	I-TEMPO
de	I-TEMPO
abril	I-TEMPO
de	I-TEMPO
2000	I-TEMPO
.	O
Algumas	O
respostas	O
ainda	O
não	O
foram	O
redigidas	O
.	O
Participe	O
desta	O
construção	O
,	O
enviando	O
outras	O
perguntas	O
que	O
ache	O
pertinentes	O
,	O
via	O
e	O
-	O
mail	O
-	O
ibap@ibap.org	O
)	O
.	O
1	O
-	O
APOSENTADOS/AS	O
2	O
-	O
ESTAGIÁRIOS/AS	O
3	O
-	O
ADVOGADOS/AS	O
PÚBLICOS/AS	O
EM	O
ATIVIDADE	O
4	O
-	O
ESTRUTURA	O
ORGANIZACIONAL	O
DO	O
IBAP	B-ORGANIZACAO
5	O
-	O
ATIVIDADES	O
DO	O
IBAP	B-ORGANIZACAO
VIA	O
INTERNET	B-OUTRO
6	O
-	O
PUBLICAÇÕES	O
DO	O
IBAP	B-ORGANIZACAO
7	O
-	O
EVENTOS	O
REALIZADOS/APOIADOS	O
PELO	O
IBAP	B-ORGANIZACAO
8	O
-	O
IBAP	B-ORGANIZACAO
EM	O
AÇÃO	O
:	O
NOSSAS	O
LUTAS	O
E	O
CAMPANHAS	O
1	O
-	O
APOSENTADOS/AS	O
1.1	O
.	O
Já	O
estou	O
aposentado/a	O
.	O
Posso	O
associar	O
-	O
me	O
ao	O
IBAP	B-ORGANIZACAO
?	O
Sim	O
,	O
desde	O
que	O
tenha	O
se	O
aposentado	O
na	O
condição	O
de	O
Advogado/a	B-PESSOA
Público/a	I-PESSOA
.	O
1.2	O
.	O
Posso	O
continuar	O
associado/a	O
mesmo	O
quando	O
me	O
aposentar	O
?	O
Sim	O
.	O
O	O
associado	O
não	O
perde	O
essa	O
condição	O
no	O
caso	O
de	O
aposentaria	O
(	O
art	O
.	O
4	O
,	O
inc	O
.	O
IV	O
,	O
do	O
Estatuto	B-OBRA
Social	I-OBRA
)	O
.	O
Lembramos	O
que	O
diversos	O
associados	O
,	O
inclusive	O
integrantes	O
de	O
nossa	O
diretoria	O
,	O
encontram	O
-	O
se	O
aposentados	O
.	O
1.3	O
.	O
Associados	O
aposentados	O
pagam	O
mensalidades	O
?	O
Sim	O
.	O
A	O
situação	O
do	O
associado	O
aposentado	O
não	O
difere	O
em	O
nada	O
da	O
situação	O
do	O
associado	O
em	O
exercício	O
.	O
Pode	O
ele	O
candidatar	O
-	O
se	O
a	O
cargo	O
de	O
diretor	O
,	O
participar	O
de	O
todos	O
os	O
eventos	O
,	O
escrever	O
nas	O
publicações	O
do	O
IBAP	B-ORGANIZACAO
,	O
participar	O
da	O
Lista	B-OUTRO
de	I-OUTRO
Debates	I-OUTRO
da	I-OUTRO
Internet	I-OUTRO
,	O
enfim	O
,	O
exercer	O
plenamente	O
os	O
seus	O
direitos	O
associativos	O
.	O
Eventualmente	O
,	O
se	O
o	O
associado	O
aposentado	O
estiver	O
enfrentando	O
dificuldades	O
financeiras	O
,	O
poderá	O
requerer	O
a	O
isenção	O
temporária	O
do	O
pagamento	O
de	O
mensalidades	O
à	O
Coordenadoria	B-ORGANIZACAO
Financeira	I-ORGANIZACAO
do	O
IBAP	B-ORGANIZACAO
.	O
2	O
-	O
ESTAGIÁRIOS/AS	O
2.1	O
.	O
Estagiário/a	O
de	O
Direito	B-ABSTRACCAO
pode	O
associar	O
-	O
se	O
?	O
Sim	O
.	O
O	O
art	O
.	O
3	O
,	O
inciso	O
II	O
,	O
letra	O
"	O
b	O
"	O
,	O
do	O
Estatuto	B-OBRA
Social	I-OBRA
do	O
IBAP	B-ORGANIZACAO
,	O
estabelece	O
que	O
os	O
acadêmicos	O
de	O
Direito	B-ABSTRACCAO
em	O
estágio	O
nos	O
órgãos	O
de	O
Advocacia	B-ABSTRACCAO
Pública	I-ABSTRACCAO
,	O
enquanto	O
perdurar	O
tal	O
situação	O
,	O
podem	O
integrar	O
o	O
IBAP	B-ORGANIZACAO
,	O
na	O
qualidade	O
de	O
associados	O
estagiários	O
.	O
2.2	O
.	O
Estagiários/as	O
pagam	O
mensalidades	O
?	O
Não	O
.	O
Não	O
obstante	O
inexista	O
a	O
previsão	O
de	O
isenção	O
no	O
Estatuto	B-OBRA
Social	I-OBRA
do	O
IBAP	B-ORGANIZACAO
,	O
a	O
Coordenadoria	B-ORGANIZACAO
Geral	I-ORGANIZACAO
do	O
IBAP	B-ORGANIZACAO
,	O
acolhendo	O
a	O
parecer	O
de	O
sua	O
Coordenadoria	B-ORGANIZACAO
Financeira	I-ORGANIZACAO
,	O
tem	O
adotado	O
desde	B-TEMPO
agosto	I-TEMPO
de	I-TEMPO
1996	I-TEMPO
o	O
entendimento	O
de	O
que	O
os	O
acadêmicos	O
de	O
Direito	B-ABSTRACCAO
não	O
devem	O
pagar	O
mensalidades	O
,	O
visto	O
que	O
não	O
podem	O
votar	O
ou	O
se	O
candidatar	O
a	O
cargo	O
de	O
membro	O
da	O
Coordenadoria	B-ORGANIZACAO
Geral	I-ORGANIZACAO
ou	O
do	O
Conselho	B-ORGANIZACAO
Assessor	I-ORGANIZACAO
(	O
art	O
.	O
11	O
do	O
Estatuto	B-OBRA
Social	I-OBRA
)	O
.	O
2.3	O
.	O
Existem	O
estagiários	O
a	O
serviço	O
do	O
próprio	O
IBAP	B-ORGANIZACAO
?	O
Atualmente	O
,	O
não	O
(	O
abril/2000	B-TEMPO
)	O
.	O
Todavia	O
,	O
nada	O
impede	O
a	O
alteração	O
deste	O
quadro	O
,	O
na	O
hipótese	O
do	O
crescimento	O
da	O
atuação	O
do	O
IBAP	B-ORGANIZACAO
em	O
juízo	O
justificar	O
a	O
contratação	O
de	O
um	O
corpo	O
de	O
estagiários	O
.	O
3	O
-	O
ADVOGADOS/AS	O
PÚBLICOS/AS	O
EM	O
ATIVIDADE	O
3.1	O
.	O
Qual	O
é	O
o	O
conceito	O
de	O
"	O
Advogado	B-ABSTRACCAO
Público	I-ABSTRACCAO
"	O
adotado	O
pelo	O
IBAP	B-ORGANIZACAO
?	O
São	O
Advogados	B-PESSOA
Públicos	I-PESSOA
,	O
para	O
efeito	O
de	O
inscrição	O
nos	O
quadros	O
do	O
IBAP	B-ORGANIZACAO
os	O
integrantes	O
da	O
Advocacia	B-ORGANIZACAO
-	I-ORGANIZACAO
Geral	I-ORGANIZACAO
da	I-ORGANIZACAO
União	I-ORGANIZACAO
,	O
da	O
Procuradoria	B-ORGANIZACAO
da	I-ORGANIZACAO
Fazenda	I-ORGANIZACAO
Nacional	I-ORGANIZACAO
,	O
da	O
Defensoria	B-ORGANIZACAO
Pública	I-ORGANIZACAO
e	O
das	O
Procuradorias	B-ORGANIZACAO
e	O
Consultorias	B-ORGANIZACAO
Jurídicas	I-ORGANIZACAO
dos	O
Estados	B-ORGANIZACAO
,	O
do	O
Distrito	B-ORGANIZACAO
Federal	I-ORGANIZACAO
,	O
dos	O
Municípios	B-ORGANIZACAO
e	O
das	O
respectivas	O
entidades	O
da	O
administração	O
indireta	O
(	O
autarquias	O
,	O
sociedades	O
de	O
economia	O
mista	O
e	O
empresas	O
públicas	O
)	O
e	O
fundacional	O
(	O
Art	O
.	O
3°	O
,	O
§	O
1°	O
,	O
da	O
Lei	B-OBRA
Federal	I-OBRA
8.906	I-OBRA
,	O
de	O
4	B-TEMPO
de	I-TEMPO
julho	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
-	O
Estatuto	B-OBRA
da	I-OBRA
Advocacia	I-OBRA
e	O
a	O
Ordem	B-ORGANIZACAO
dos	I-ORGANIZACAO
Advogados	I-ORGANIZACAO
do	O
Brasil	B-LOCAL
)	O
.	O
3.2	O
.	O
Qual	O
é	O
o	O
valor	O
das	O
mensalidades	O
?	O
Desde	B-TEMPO
o	I-TEMPO
dia	I-TEMPO
1°	I-TEMPO
de	I-TEMPO
junho	I-TEMPO
de	I-TEMPO
1999	I-TEMPO
o	O
valor	O
da	O
mensalidade	O
é	O
de	O
R$	B-VALOR
20,00	I-VALOR
(	O
vinte	O
reais	O
)	O
.	O
Nos	O
débitos	O
automáticos	O
e	O
boletos	O
é	O
acrescido	O
o	O
valor	O
de	O
R$	B-VALOR
2,00	I-VALOR
(	O
dois	O
reais	O
)	O
,	O
relativo	O
a	O
taxa	O
bancária	O
.	O
4	O
-	O
ESTRUTURA	O
ORGANIZACIONAL	O
DO	O
IBAP	B-ORGANIZACAO
4.1	O
.	O
Onde	O
é	O
a	O
sede	O
do	O
IBAP	B-ORGANIZACAO
?	O
A	O
sede	O
do	O
Instituto	B-ORGANIZACAO
Brasileiro	I-ORGANIZACAO
de	I-ORGANIZACAO
Advocacia	I-ORGANIZACAO
Pública	I-ORGANIZACAO
é	O
na	O
Avenida	B-LOCAL
da	I-LOCAL
Liberdade	I-LOCAL
,	O
21	O
-	O
10°	O
Andar	O
-	O
Salas	O
1008	O
a	O
1012	O
-	O
Bairro	B-LOCAL
da	I-LOCAL
Liberdade	I-LOCAL
-	O
CEP	O
01503	O
-	O
000	O
-	O
São	B-LOCAL
Paulo	I-LOCAL
/	O
SP	B-LOCAL
.	O
4.2	O
.	O
Os	O
diretores	B-PESSOA
do	I-PESSOA
IBAP	I-PESSOA
têm	O
afastamento	O
da	O
carreira	O
para	O
o	O
exercício	O
de	O
seu	O
mandato	O
?	O
Não	O
.	O
Todos	O
os	O
diretores	B-PESSOA
do	I-PESSOA
IBAP	I-PESSOA
exercem	O
as	O
suas	O
atividades	O
estatutárias	O
sem	O
prejuízo	O
de	O
suas	O
funções	O
como	O
Advogados	B-PESSOA
Públicos	I-PESSOA
.	O
4.3	O
.	O
Quem	O
é	O
o	O
presidente	B-PESSOA
do	I-PESSOA
IBAP	I-PESSOA
?	O
A	O
Diretoria	B-PESSOA
do	O
IBAP	B-ORGANIZACAO
tem	O
estrutura	O
colegiada	O
.	O
A	O
Diretoria	B-PESSOA
Nacional	I-PESSOA
é	O
formada	O
por	O
oito	O
coordenadores	O
gerais	O
e	O
um	O
conselho	O
assessor	O
formado	O
por	O
seis	O
associados	O
eleitos	O
em	O
Assembléia	B-ACONTECIMENTO
Geral	I-ACONTECIMENTO
.	O
4.4	O
.	O
Qual	O
é	O
a	O
destinação	O
da	O
verba	O
obtida	O
com	O
o	O
pagamento	O
das	O
mensalidades	O
?	O
Os	O
associados	O
regulares	O
do	O
IBAP	B-ORGANIZACAO
contribuem	O
mensalmente	B-TEMPO
com	O
o	O
pagamento	O
de	O
taxa	O
de	O
R$22,00	B-VALOR
(	O
vinte	O
e	O
dois	O
reais	O
)	O
.	O
Desse	O
total	O
,	O
R$2,00	B-VALOR
(	O
dois	O
reais	O
)	O
constituem	O
taxa	O
bancária	O
pelo	O
serviço	O
de	O
confecção	O
de	O
boletos	O
ou	O
de	O
débito	O
automático	O
em	O
conta	O
.	O
A	O
verba	O
destina	O
-	O
se	O
ao	O
pagamento	O
de	O
locação	O
da	O
sede	O
social	O
do	O
IBAP	B-ORGANIZACAO
,	O
salários	O
de	O
dois	O
funcionários	O
,	O
despesas	O
com	O
telefone	O
,	O
hospedagem	O
de	O
home	O
-	O
page	O
,	O
acesso	O
a	O
provedor	O
de	O
Internet	B-OUTRO
,	O
impressão	O
de	O
livros	O
,	O
revistas	O
e	O
boletins	O
,	O
organização	O
de	O
congressos	O
e	O
outras	O
despesas	O
diretamente	O
relacionadas	O
com	O
os	O
objetivos	O
estatutários	O
.	O
4.5	O
.	O
Onde	O
se	O
acha	O
registrado	O
o	O
Estatuto	B-OBRA
Social	I-OBRA
do	O
IBAP	B-ORGANIZACAO
?	O
O	O
Estatuto	B-OBRA
Social	I-OBRA
do	O
IBAP	B-ORGANIZACAO
está	O
registrado	O
no	O
Estatuto	O
Social	O
do	O
IBAP	O
.	O
4.6	O
.	O
Como	O
posso	O
obter	O
cópia	O
do	O
Estatuto	B-OBRA
Social	I-OBRA
do	O
IBAP	B-ORGANIZACAO
?	O
A	O
íntegra	O
do	O
Estatuto	B-OBRA
Social	I-OBRA
do	O
IBAP	B-ORGANIZACAO
encontra	O
-	O
se	O
disponível	O
nesta	O
home	O
-	O
page	O
:	O
http://www.ibap.org/estatuto.htm	O
5	O
-	O
ATIVIDADES	O
DO	O
IBAP	B-ORGANIZACAO
VIA	O
INTERNET	O
5.1	O
.	O
Preciso	O
estar	O
conectado/a	O
à	O
Internet	O
para	O
participar	O
do	O
IBAP	B-ORGANIZACAO
?	O
Não	O
obstante	O
seja	O
intensa	O
a	O
atividade	O
do	O
IBAP	B-ORGANIZACAO
desenvolvida	O
no	O
âmbito	O
da	O
Internet	O
(	O
home	O
-	O
page	O
,	O
conferência	O
eletrônica	O
e	O
lista	O
de	O
debates	O
)	O
,	O
aproximadamente	B-VALOR
50%	I-VALOR
dos	O
associados	O
não	O
tem	O
acesso	O
a	O
essa	O
facilidade	O
.	O
Não	O
há	O
absolutamente	O
nenhuma	O
necessidade	O
de	O
conectar	O
-	O
se	O
à	O
Internet	O
para	O
participar	O
das	O
atividades	O
desenvolvidas	O
pelo	O
IBAP	B-ORGANIZACAO
.	O
5.2	O
.	O
O	O
que	O
é	O
a	O
Lista	B-COISA
de	I-COISA
Debates	I-COISA
do	O
IBAP	B-ORGANIZACAO
?	O
Listas	O
de	O
debates	O
funcionam	O
como	O
um	O
jornal	O
onde	O
todos	O
podem	O
ler	O
e	O
escrever	O
sobre	O
determinado	O
assunto	O
.	O
Os	O
associados	O
inscritos	O
na	O
lista	O
de	O
debates	O
podem	O
enviar	O
através	O
de	O
um	O
único	O
e	O
-	O
mail	O
qualquer	O
mensagem	O
a	O
centenas	O
de	O
outros	O
associados	O
também	O
inscritos	O
na	O
mesma	O
lista	O
.	O
Eventualmente	O
,	O
o	O
associado	O
poderá	O
participar	O
da	O
lista	O
apenas	O
como	O
leitor	O
.	O
5.3	O
.	O
Como	O
faço	O
para	O
participar	O
da	O
Lista	B-COISA
de	I-COISA
Debates	I-COISA
do	O
IBAP	B-ORGANIZACAO
?	O
As	O
informações	O
básicas	O
para	O
acesso	O
às	O
listas	O
encontram	O
-	O
se	O
em	O
nossa	O
home	O
-	O
page	O
:	O
http://www.ibap.org/listas/insc_listas.htm	O
6	O
-	O
PUBLICAÇÕES	O
DO	O
IBAP	B-ORGANIZACAO
6.1	O
.	O
Quais	O
são	O
as	O
publicações	O
editadas	O
pelo	O
IBAP	B-ORGANIZACAO
?	O
O	O
IBAP	B-ORGANIZACAO
já	O
editou	O
três	O
volumes	O
da	O
Série	B-COISA
Advocacia	I-COISA
Pública	I-COISA
e	I-COISA
Sociedade	I-COISA
:	O
"	O
Direitos	B-OBRA
da	I-OBRA
Pessoa	I-OBRA
Portadora	I-OBRA
de	I-OBRA
Deficiência	I-OBRA
"	O
,	O
"	O
Primeiro	B-OBRA
Congresso	I-OBRA
Brasileiro	I-OBRA
de	I-OBRA
Advocacia	I-OBRA
Pública	I-OBRA
"	O
e	O
"	O
Temas	B-OBRA
de	I-OBRA
Direito	I-OBRA
Ambiental	I-OBRA
e	I-OBRA
Urbanístico	I-OBRA
"	O
,	O
todos	O
pela	O
Editora	B-ORGANIZACAO
Max	I-ORGANIZACAO
Limonad	I-ORGANIZACAO
e	O
distribuídos	O
gratuitamente	O
aos	O
associados	O
regulares	O
.	O
No	B-TEMPO
mês	I-TEMPO
de	I-TEMPO
maio	I-TEMPO
de	I-TEMPO
2000	I-TEMPO
estará	O
sendo	O
lançado	O
o	O
livro	O
"	O
Temas	B-OBRA
de	I-OBRA
Direito	I-OBRA
Constitucional	I-OBRA
-	I-OBRA
Estudos	I-OBRA
em	I-OBRA
Homenagem	I-OBRA
ao	I-OBRA
Advogado	I-OBRA
Público	I-OBRA
André	I-OBRA
Franco	I-OBRA
Montoro	I-OBRA
"	O
,	O
pela	O
Editora	B-ORGANIZACAO
Esplanada	I-ORGANIZACAO
,	O
também	O
com	O
distribuição	O
gratuita	O
para	O
associados	O
regulares	O
.	O
Além	O
de	O
livros	O
,	O
o	O
IBAP	B-ORGANIZACAO
também	O
publica	O
trimestralmente	B-TEMPO
a	O
Revista	B-OBRA
Advocacia	I-OBRA
Pública	I-OBRA
que	O
,	O
no	B-TEMPO
mês	I-TEMPO
de	I-TEMPO
abril	I-TEMPO
de	I-TEMPO
2000	I-TEMPO
já	O
se	O
encontrava	O
em	O
sua	O
nona	O
edição	O
.	O
A	B-TEMPO
partir	I-TEMPO
de	I-TEMPO
maio	I-TEMPO
de	I-TEMPO
2000	I-TEMPO
estará	O
sendo	O
lançada	O
a	O
Revista	B-OBRA
de	I-OBRA
Direitos	I-OBRA
Difusos	I-OBRA
,	O
com	O
mais	B-VALOR
de	I-VALOR
100	I-VALOR
páginas	O
e	O
periodicidade	O
bimestral	O
,	O
distribuída	O
também	O
gratuitamente	O
aos	O
associados	O
regulares	O
.	O
O	O
IBAP	B-ORGANIZACAO
também	O
publicou	O
a	O
Série	B-OBRA
Advocacia	I-OBRA
Pública	I-OBRA
em	I-OBRA
Debate	I-OBRA
,	O
consiscia	O
Internet	O
.	O
6.2	O
.	O
Como	O
faço	O
para	O
publicar	O
meu	O
artigo	O
numa	O
edição	O
do	O
IBAP	B-ORGANIZACAO
?	O
Todas	O
as	O
colaborações	O
de	O
associados	O
são	O
submetidas	O
a	O
exame	O
prévio	O
da	O
Comissão	B-PESSOA
Editorial	I-PESSOA
.	O
Os	O
associados	O
poderão	O
remeter	O
sua	O
colaboração	O
,	O
em	O
arquivo	O
word	O
,	O
via	O
e	O
-	O
mail	O
(	O
ibap@ibap.org	O
)	O
ou	O
diretamente	O
,	O
na	O
sede	O
do	O
IBAP	B-ORGANIZACAO
,	O
em	O
disquete	O
.	O
7	O
-	O
EVENTOS	O
REALIZADOS/APOIADOS	O
PELO	O
IBAP	B-ORGANIZACAO
7.1	O
.	O
Que	O
eventos	O
já	O
realizou	O
o	O
IBAP	B-ORGANIZACAO
até	B-TEMPO
hoje	I-TEMPO
?	O
Estamos	O
arquivando	O
em	O
nossa	O
home	O
-	O
page	O
todos	O
os	O
eventos	O
já	O
realizados	O
.	O
Neste	O
endereço	O
,	O
você	O
poderá	O
conhecer	O
alguns	O
deles	O
:	O
Cursos	B-ACONTECIMENTO
,	O
Seminários	B-ACONTECIMENTO
e	O
Coongressos	B-ACONTECIMENTO
já	O
realizados	O
7.2	O
.	O
Quais	O
eventos	O
planeja	O
o	O
IBAP	B-ORGANIZACAO
realizar	O
?	O
Estamos	O
inserindo	O
em	O
nossa	O
home	O
-	O
page	O
a	O
programação	O
dos	O
próximos	O
eventos	O
.	O
Aqui	O
,	O
você	O
poderá	O
obter	O
algumas	O
informações	O
:	O
Próximos	B-ACONTECIMENTO
Cursos	I-ACONTECIMENTO
,	O
Semiinários	O
e	O
Congressos	B-ACONTECIMENTO
7.3	O
.	O
O	O
IBAP	B-ORGANIZACAO
realiza	O
eventos	O
fora	O
do	O
Estado	B-LOCAL
de	I-LOCAL
São	I-LOCAL
Paulo	I-LOCAL
?	O
Os	O
eventos	O
promovidos	O
pelo	O
IBAP	B-ORGANIZACAO
são	O
realizados	O
em	O
todo	O
o	O
território	O
nacional	O
e	O
não	O
apenas	O
na	O
cidade	O
onde	O
se	O
localiza	O
sua	O
sede	O
social	O
.	O
O	O
I	B-ACONTECIMENTO
Congresso	I-ACONTECIMENTO
Brasileiro	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Advocacia	I-ACONTECIMENTO
Pública	I-ACONTECIMENTO
foi	O
promovido	O
em	B-TEMPO
1997	I-TEMPO
na	O
cidade	O
de	O
Campos	B-LOCAL
do	I-LOCAL
Jordão	I-LOCAL
/	O
SP	B-LOCAL
.	O
O	O
II	B-ACONTECIMENTO
Congresso	I-ACONTECIMENTO
foi	O
promovido	O
em	B-TEMPO
1998	I-TEMPO
em	O
São	B-LOCAL
Lourenço	I-LOCAL
/	O
MG	B-LOCAL
.	O
O	O
III	B-ACONTECIMENTO
Congresso	I-ACONTECIMENTO
foi	O
promovido	O
em	B-TEMPO
junho	I-TEMPO
de	I-TEMPO
1999	I-TEMPO
em	O
Salvador	B-LOCAL
/	O
BA	B-LOCAL
.	O
O	O
IV	B-ACONTECIMENTO
Congresso	I-ACONTECIMENTO
Brasileiro	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Advocacia	I-ACONTECIMENTO
Pública	I-ACONTECIMENTO
será	O
realizado	O
em	B-TEMPO
2000	I-TEMPO
,	O
em	O
Teresópolis	B-LOCAL
,	O
no	O
Estado	B-LOCAL
do	I-LOCAL
Rio	I-LOCAL
de	I-LOCAL
Janeiro	I-LOCAL
.	O
As	O
atividades	O
desenvolvidas	O
nos	O
diversos	O
Estados	B-LOCAL
Federados	I-LOCAL
são	O
organizadas	O
pelos	O
Coordenadores	B-PESSOA
Regionais	I-PESSOA
.	O
8	O
-	O
IBAP	B-ORGANIZACAO
EM	O
AÇÃO	O
:	O
NOSSAS	O
LUTAS	O
E	O
CAMPANHAS	O
8.1	O
.	O
O	O
IBAP	B-ORGANIZACAO
é	O
vinculado	O
a	O
algum	O
partido	O
político	O
?	O
R	O
:	O
Não	O
.	O
O	O
IBAP	B-ORGANIZACAO
não	O
tem	O
vinculação	O
partidária	O
alguma	O
.	O
Não	O
há	O
,	O
porém	O
,	O
que	O
se	O
confundir	O
apartidarismo	O
político	O
com	O
neutralidade	O
política	O
.	O
Para	O
a	O
implementação	O
dos	O
princípios	O
fundamentais	O
e	O
objetivos	O
estatutários	O
,	O
o	O
IBAP	B-ORGANIZACAO
sempre	O
haverá	O
de	O
manifestar	O
-	O
se	O
publicamente	O
em	O
prol	O
de	O
um	O
modelo	O
